 0.00000000e+00  1.57354298e+00  0.00000000e+00  1.57354298e+00  0.00000000e+00  8.99999957e-01  0.00000000e+00  9.00000000e-01  0.00000000e+00  9.00000000e-01 
 1.00000000e-07  1.57354298e+00  1.00000000e-07  1.57354298e+00  1.00000000e-07  8.99999980e-01  1.00000000e-07  9.00000000e-01  1.00000000e-07  9.00062832e-01 
 2.00000000e-07  1.57354297e+00  2.00000000e-07  1.57354298e+00  2.00000000e-07  9.00000013e-01  2.00000000e-07  9.00000000e-01  2.00000000e-07  9.00125664e-01 
 4.00000000e-07  1.57354296e+00  4.00000000e-07  1.57354298e+00  4.00000000e-07  9.00000085e-01  4.00000000e-07  9.00000000e-01  4.00000000e-07  9.00251327e-01 
 8.00000000e-07  1.57354292e+00  8.00000000e-07  1.57354298e+00  8.00000000e-07  9.00000237e-01  8.00000000e-07  9.00000000e-01  8.00000000e-07  9.00502653e-01 
 1.60000000e-06  1.57354273e+00  1.60000000e-06  1.57354298e+00  1.60000000e-06  9.00000522e-01  1.60000000e-06  9.00000000e-01  1.60000000e-06  9.01005293e-01 
 3.20000000e-06  1.57354199e+00  3.20000000e-06  1.57354298e+00  3.20000000e-06  9.00001048e-01  3.20000000e-06  9.00000000e-01  3.20000000e-06  9.02010484e-01 
 6.40000000e-06  1.57353903e+00  6.40000000e-06  1.57354298e+00  6.40000000e-06  9.00027528e-01  6.40000000e-06  9.00000000e-01  6.40000000e-06  9.04020155e-01 
 1.28000000e-05  1.57352717e+00  1.28000000e-05  1.57354298e+00  1.28000000e-05  9.02447835e-01  1.28000000e-05  9.00000000e-01  1.28000000e-05  9.08033810e-01 
 1.93559393e-05  1.57350680e+00  1.93559393e-05  1.57354298e+00  1.93559393e-05  9.06335847e-01  1.93559393e-05  9.00000000e-01  1.93559393e-05  9.12131738e-01 
 2.93559393e-05  1.57345967e+00  2.93559393e-05  1.57354298e+00  2.93559393e-05  9.11907490e-01  2.93559393e-05  9.00000000e-01  2.93559393e-05  9.18340472e-01 
 3.93559393e-05  1.57339320e+00  3.93559393e-05  1.57354298e+00  3.93559393e-05  9.17551376e-01  3.93559393e-05  9.00000000e-01  3.93559393e-05  9.24476824e-01 
 4.93559393e-05  1.57330750e+00  4.93559393e-05  1.57354298e+00  4.93559393e-05  9.22813185e-01  4.93559393e-05  9.00000000e-01  4.93559393e-05  9.30516578e-01 
 5.93559393e-05  1.57320277e+00  5.93559393e-05  1.57354298e+00  5.93559393e-05  9.27990067e-01  5.93559393e-05  9.00000000e-01  5.93559393e-05  9.36435897e-01 
 6.93559393e-05  1.57307932e+00  6.93559393e-05  1.57354298e+00  6.93559393e-05  9.32707530e-01  6.93559393e-05  9.00000000e-01  6.93559393e-05  9.42211420e-01 
 7.93559393e-05  1.57293753e+00  7.93559393e-05  1.57354298e+00  7.93559393e-05  9.37236664e-01  7.93559393e-05  9.00000000e-01  7.93559393e-05  9.47820354e-01 
 8.93559393e-05  1.57277786e+00  8.93559393e-05  1.57354298e+00  8.93559393e-05  9.41342659e-01  8.93559393e-05  9.00000000e-01  8.93559393e-05  9.53240563e-01 
 9.93559393e-05  1.57260089e+00  9.93559393e-05  1.57354298e+00  9.93559393e-05  9.45195977e-01  9.93559393e-05  9.00000000e-01  9.93559393e-05  9.58450656e-01 
 1.09355939e-04  1.57240724e+00  1.09355939e-04  1.57354298e+00  1.09355939e-04  9.48688842e-01  1.09355939e-04  9.00000000e-01  1.09355939e-04  9.63430070e-01 
 1.19355939e-04  1.57219767e+00  1.19355939e-04  1.57354298e+00  1.19355939e-04  9.51910053e-01  1.19355939e-04  9.00000000e-01  1.19355939e-04  9.68159155e-01 
 1.29355939e-04  1.57197297e+00  1.29355939e-04  1.57354298e+00  1.29355939e-04  9.54824410e-01  1.29355939e-04  9.00000000e-01  1.29355939e-04  9.72619247e-01 
 1.39355939e-04  1.57173406e+00  1.39355939e-04  1.57354298e+00  1.39355939e-04  9.57473274e-01  1.39355939e-04  9.00000000e-01  1.39355939e-04  9.76792744e-01 
 1.49355939e-04  1.57148189e+00  1.49355939e-04  1.57354298e+00  1.49355939e-04  9.59851408e-01  1.49355939e-04  9.00000000e-01  1.49355939e-04  9.80663175e-01 
 1.59355939e-04  1.57121751e+00  1.59355939e-04  1.57354298e+00  1.59355939e-04  9.61979527e-01  1.59355939e-04  9.00000000e-01  1.59355939e-04  9.84215266e-01 
 1.69355939e-04  1.57094204e+00  1.69355939e-04  1.57354298e+00  1.69355939e-04  9.63861385e-01  1.69355939e-04  9.00000000e-01  1.69355939e-04  9.87434997e-01 
 1.79355939e-04  1.57065664e+00  1.79355939e-04  1.57354298e+00  1.79355939e-04  9.65509359e-01  1.79355939e-04  9.00000000e-01  1.79355939e-04  9.90309662e-01 
 1.89355939e-04  1.57036254e+00  1.89355939e-04  1.57354298e+00  1.89355939e-04  9.66928629e-01  1.89355939e-04  9.00000000e-01  1.89355939e-04  9.92827917e-01 
 1.99355939e-04  1.57006102e+00  1.99355939e-04  1.57354298e+00  1.99355939e-04  9.68127533e-01  1.99355939e-04  9.00000000e-01  1.99355939e-04  9.94979822e-01 
 2.09355939e-04  1.56975339e+00  2.09355939e-04  1.57354298e+00  2.09355939e-04  9.69110415e-01  2.09355939e-04  9.00000000e-01  2.09355939e-04  9.96756885e-01 
 2.19355939e-04  1.56944102e+00  2.19355939e-04  1.57354298e+00  2.19355939e-04  9.69882847e-01  2.19355939e-04  9.00000000e-01  2.19355939e-04  9.98152092e-01 
 2.29355939e-04  1.56912529e+00  2.29355939e-04  1.57354298e+00  2.29355939e-04  9.70447674e-01  2.29355939e-04  9.00000000e-01  2.29355939e-04  9.99159939e-01 
 2.39355939e-04  1.56880760e+00  2.39355939e-04  1.57354298e+00  2.39355939e-04  9.70808042e-01  2.39355939e-04  9.00000000e-01  2.39355939e-04  9.99776446e-01 
 2.49355939e-04  1.56848936e+00  2.49355939e-04  1.57354298e+00  2.49355939e-04  9.70965054e-01  2.49355939e-04  9.00000000e-01  2.49355939e-04  9.99999181e-01 
 2.59355939e-04  1.56817201e+00  2.59355939e-04  1.57354298e+00  2.59355939e-04  9.70919498e-01  2.59355939e-04  9.00000000e-01  2.59355939e-04  9.99827265e-01 
 2.69355939e-04  1.56785694e+00  2.69355939e-04  1.57354298e+00  2.69355939e-04  9.70670617e-01  2.69355939e-04  9.00000000e-01  2.69355939e-04  9.99261377e-01 
 2.79355939e-04  1.56754558e+00  2.79355939e-04  1.57354298e+00  2.79355939e-04  9.70216843e-01  2.79355939e-04  9.00000000e-01  2.79355939e-04  9.98303749e-01 
 2.89355939e-04  1.56723929e+00  2.89355939e-04  1.57354298e+00  2.89355939e-04  9.69555494e-01  2.89355939e-04  9.00000000e-01  2.89355939e-04  9.96958161e-01 
 2.99355939e-04  1.56693945e+00  2.99355939e-04  1.57354298e+00  2.99355939e-04  9.68682614e-01  2.99355939e-04  9.00000000e-01  2.99355939e-04  9.95229924e-01 
 3.09355939e-04  1.56664737e+00  3.09355939e-04  1.57354298e+00  3.09355939e-04  9.67593559e-01  3.09355939e-04  9.00000000e-01  3.09355939e-04  9.93125858e-01 
 3.19355939e-04  1.56636432e+00  3.19355939e-04  1.57354298e+00  3.19355939e-04  9.66281903e-01  3.19355939e-04  9.00000000e-01  3.19355939e-04  9.90654266e-01 
 3.29355939e-04  1.56609155e+00  3.29355939e-04  1.57354298e+00  3.29355939e-04  9.64740980e-01  3.29355939e-04  9.00000000e-01  3.29355939e-04  9.87824904e-01 
 3.39355939e-04  1.56583023e+00  3.39355939e-04  1.57354298e+00  3.39355939e-04  9.62961699e-01  3.39355939e-04  9.00000000e-01  3.39355939e-04  9.84648936e-01 
 3.49355939e-04  1.56558145e+00  3.49355939e-04  1.57354298e+00  3.49355939e-04  9.60935223e-01  3.49355939e-04  9.00000000e-01  3.49355939e-04  9.81138899e-01 
 3.59355939e-04  1.56534628e+00  3.59355939e-04  1.57354298e+00  3.59355939e-04  9.58649404e-01  3.59355939e-04  9.00000000e-01  3.59355939e-04  9.77308642e-01 
 3.69355939e-04  1.56512568e+00  3.69355939e-04  1.57354298e+00  3.69355939e-04  9.56093007e-01  3.69355939e-04  9.00000000e-01  3.69355939e-04  9.73173284e-01 
 3.79355939e-04  1.56492053e+00  3.79355939e-04  1.57354298e+00  3.79355939e-04  9.53250293e-01  3.79355939e-04  9.00000000e-01  3.79355939e-04  9.68749145e-01 
 3.89355939e-04  1.56473167e+00  3.89355939e-04  1.57354298e+00  3.89355939e-04  9.50107765e-01  3.89355939e-04  9.00000000e-01  3.89355939e-04  9.64053684e-01 
