 0.00000000e+00  9.00000000e-01  0.00000000e+00  9.00000286e-01  0.00000000e+00  8.99999321e-01  0.00000000e+00  8.99999386e-01 
 5.00000000e-08  9.00031416e-01  5.00000000e-08  9.00000286e-01  5.00000000e-08  8.99999329e-01  5.00000000e-08  8.99999388e-01 
 1.00000000e-07  9.00062832e-01  1.00000000e-07  9.00000286e-01  1.00000000e-07  8.99999341e-01  1.00000000e-07  8.99999392e-01 
 2.00000000e-07  9.00125664e-01  2.00000000e-07  9.00000286e-01  2.00000000e-07  8.99999371e-01  2.00000000e-07  8.99999399e-01 
 4.00000000e-07  9.00251327e-01  4.00000000e-07  9.00000286e-01  4.00000000e-07  8.99999445e-01  4.00000000e-07  8.99999420e-01 
 8.00000000e-07  9.00502653e-01  8.00000000e-07  9.00000286e-01  8.00000000e-07  8.99999599e-01  8.00000000e-07  8.99999476e-01 
 1.60000000e-06  9.01005293e-01  1.60000000e-06  9.00000290e-01  1.60000000e-06  8.99999901e-01  1.60000000e-06  8.99999621e-01 
 3.20000000e-06  9.02010484e-01  3.20000000e-06  9.00000307e-01  3.20000000e-06  9.00000493e-01  3.20000000e-06  8.99999986e-01 
 6.40000000e-06  9.04020155e-01  6.40000000e-06  9.00000380e-01  6.40000000e-06  9.00001807e-01  6.40000000e-06  9.00000953e-01 
 1.14000000e-05  9.07156708e-01  1.14000000e-05  9.00001921e-01  1.14000000e-05  9.00765823e-01  1.14000000e-05  9.00373603e-01 
 1.64000000e-05  9.10286198e-01  1.64000000e-05  9.00007330e-01  1.64000000e-05  9.03284330e-01  1.64000000e-05  9.01929940e-01 
 2.14000000e-05  9.13405537e-01  2.14000000e-05  9.00017557e-01  2.14000000e-05  9.06420403e-01  2.14000000e-05  9.04517073e-01 
 2.64000000e-05  9.16511646e-01  2.64000000e-05  9.00032553e-01  2.64000000e-05  9.09353178e-01  2.64000000e-05  9.07203492e-01 
 3.14000000e-05  9.19601460e-01  3.14000000e-05  9.00052309e-01  3.14000000e-05  9.12356354e-01  3.14000000e-05  9.09799012e-01 
 3.64000000e-05  9.22671930e-01  3.64000000e-05  9.00076768e-01  3.64000000e-05  9.15297331e-01  3.64000000e-05  9.12383419e-01 
 4.14000000e-05  9.25720026e-01  4.14000000e-05  9.00105913e-01  4.14000000e-05  9.18221991e-01  4.14000000e-05  9.14911687e-01 
 4.64000000e-05  9.28742739e-01  4.64000000e-05  9.00139684e-01  4.64000000e-05  9.21104581e-01  4.64000000e-05  9.17394607e-01 
 5.14000000e-05  9.31737086e-01  5.14000000e-05  9.00178050e-01  5.14000000e-05  9.23954943e-01  5.14000000e-05  9.19824512e-01 
 5.64000000e-05  9.34700113e-01  5.64000000e-05  9.00220945e-01  5.64000000e-05  9.26761371e-01  5.64000000e-05  9.22200651e-01 
 6.14000000e-05  9.37628895e-01  6.14000000e-05  9.00268322e-01  6.14000000e-05  9.29526616e-01  6.14000000e-05  9.24519190e-01 
 6.64000000e-05  9.40520541e-01  6.64000000e-05  9.00320113e-01  6.64000000e-05  9.32242415e-01  6.64000000e-05  9.26777978e-01 
 7.14000000e-05  9.43372199e-01  7.14000000e-05  9.00376255e-01  7.14000000e-05  9.34909956e-01  7.14000000e-05  9.28974320e-01 
 7.64000000e-05  9.46181054e-01  7.64000000e-05  9.00436674e-01  7.64000000e-05  9.37522561e-01  7.64000000e-05  9.31106359e-01 
 8.14000000e-05  9.48944333e-01  8.14000000e-05  9.00501297e-01  8.14000000e-05  9.40080750e-01  8.14000000e-05  9.33172105e-01 
 8.64000000e-05  9.51659311e-01  8.64000000e-05  9.00570042e-01  8.64000000e-05  9.42579132e-01  8.64000000e-05  9.35170239e-01 
 9.14000000e-05  9.54323307e-01  9.14000000e-05  9.00642825e-01  9.14000000e-05  9.45017884e-01  9.14000000e-05  9.37099466e-01 
 9.64000000e-05  9.56933692e-01  9.64000000e-05  9.00719560e-01  9.64000000e-05  9.47392747e-01  9.64000000e-05  9.38959054e-01 
 1.01400000e-04  9.59487891e-01  1.01400000e-04  9.00800151e-01  1.01400000e-04  9.49703774e-01  1.01400000e-04  9.40748382e-01 
 1.06400000e-04  9.61983382e-01  1.06400000e-04  9.00884506e-01  1.06400000e-04  9.51947692e-01  1.06400000e-04  9.42467296e-01 
 1.11400000e-04  9.64417703e-01  1.11400000e-04  9.00972522e-01  1.11400000e-04  9.54124569e-01  1.11400000e-04  9.44115793e-01 
 1.16400000e-04  9.66788452e-01  1.16400000e-04  9.01064099e-01  1.16400000e-04  9.56231965e-01  1.16400000e-04  9.45694241e-01 
 1.21400000e-04  9.69093288e-01  1.21400000e-04  9.01159127e-01  1.21400000e-04  9.58270040e-01  1.21400000e-04  9.47203165e-01 
 1.26400000e-04  9.71329938e-01  1.26400000e-04  9.01257499e-01  1.26400000e-04  9.60237040e-01  1.26400000e-04  9.48643370e-01 
 1.31400000e-04  9.73496194e-01  1.31400000e-04  9.01359099e-01  1.31400000e-04  9.62133238e-01  1.31400000e-04  9.50015797e-01 
 1.36400000e-04  9.75589918e-01  1.36400000e-04  9.01463812e-01  1.36400000e-04  9.63957425e-01  1.36400000e-04  9.51321589e-01 
 1.41400000e-04  9.77609043e-01  1.41400000e-04  9.01571517e-01  1.41400000e-04  9.65709979e-01  1.41400000e-04  9.52561989e-01 
