 0.00000000e+00  8.99999896e-01  0.00000000e+00  9.00000000e-01 
 1.00000000e-07  8.99999910e-01  1.00000000e-07  9.00000000e-01 
 2.00000000e-07  8.99999932e-01  2.00000000e-07  9.00000000e-01 
 4.00000000e-07  8.99999986e-01  4.00000000e-07  9.00000000e-01 
 8.00000000e-07  9.00000123e-01  8.00000000e-07  9.00000000e-01 
 1.60000000e-06  9.00000404e-01  1.60000000e-06  9.00000000e-01 
 3.20000000e-06  9.00000942e-01  3.20000000e-06  9.00000000e-01 
 6.40000000e-06  9.00001976e-01  6.40000000e-06  9.00000000e-01 
 1.28000000e-05  9.01072497e-01  1.28000000e-05  9.00000000e-01 
 2.28000000e-05  9.06405341e-01  2.28000000e-05  9.00000000e-01 
 3.28000000e-05  9.12272335e-01  3.28000000e-05  9.00000000e-01 
 4.28000000e-05  9.17446145e-01  4.28000000e-05  9.00000000e-01 
 5.28000000e-05  9.22693555e-01  5.28000000e-05  9.00000000e-01 
 6.28000000e-05  9.27381505e-01  6.28000000e-05  9.00000000e-01 
 7.28000000e-05  9.31857408e-01  7.28000000e-05  9.00000000e-01 
 8.28000000e-05  9.35900873e-01  8.28000000e-05  9.00000000e-01 
 9.28000000e-05  9.39620842e-01  9.28000000e-05  9.00000000e-01 
 1.02800000e-04  9.42996663e-01  1.02800000e-04  9.00000000e-01 
 1.12800000e-04  9.46063378e-01  1.12800000e-04  9.00000000e-01 
 1.22800000e-04  9.48829261e-01  1.22800000e-04  9.00000000e-01 
 1.32800000e-04  9.51322980e-01  1.32800000e-04  9.00000000e-01 
 1.42800000e-04  9.53555846e-01  1.42800000e-04  9.00000000e-01 
 1.52800000e-04  9.55549840e-01  1.52800000e-04  9.00000000e-01 
 1.62800000e-04  9.57315573e-01  1.62800000e-04  9.00000000e-01 
 1.72800000e-04  9.58869833e-01  1.72800000e-04  9.00000000e-01 
 1.82800000e-04  9.60221562e-01  1.82800000e-04  9.00000000e-01 
 1.92800000e-04  9.61383396e-01  1.92800000e-04  9.00000000e-01 
 2.02800000e-04  9.62362327e-01  2.02800000e-04  9.00000000e-01 
 2.12800000e-04  9.63167414e-01  2.12800000e-04  9.00000000e-01 
 2.22800000e-04  9.63803517e-01  2.22800000e-04  9.00000000e-01 
 2.32800000e-04  9.64276362e-01  2.32800000e-04  9.00000000e-01 
 2.42800000e-04  9.64588492e-01  2.42800000e-04  9.00000000e-01 
 2.52800000e-04  9.64742342e-01  2.52800000e-04  9.00000000e-01 
 2.62800000e-04  9.64737948e-01  2.62800000e-04  9.00000000e-01 
 2.72800000e-04  9.64574371e-01  2.72800000e-04  9.00000000e-01 
 2.82800000e-04  9.64248951e-01  2.82800000e-04  9.00000000e-01 
 2.92800000e-04  9.63757198e-01  2.92800000e-04  9.00000000e-01 
 3.02800000e-04  9.63093549e-01  3.02800000e-04  9.00000000e-01 
 3.12800000e-04  9.62249640e-01  3.12800000e-04  9.00000000e-01 
 3.22800000e-04  9.61216719e-01  3.22800000e-04  9.00000000e-01 
 3.32800000e-04  9.59981953e-01  3.32800000e-04  9.00000000e-01 
 3.42800000e-04  9.58532886e-01  3.42800000e-04  9.00000000e-01 
 3.52800000e-04  9.56851046e-01  3.52800000e-04  9.00000000e-01 
 3.62800000e-04  9.54919265e-01  3.62800000e-04  9.00000000e-01 
 3.72800000e-04  9.52711177e-01  3.72800000e-04  9.00000000e-01 
 3.82800000e-04  9.50203217e-01  3.82800000e-04  9.00000000e-01 
 3.92800000e-04  9.47357560e-01  3.92800000e-04  9.00000000e-01 
 4.02800000e-04  9.44143940e-01  4.02800000e-04  9.00000000e-01 
 4.12800000e-04  9.40513358e-01  4.12800000e-04  9.00000000e-01 
 4.22800000e-04  9.36446528e-01  4.22800000e-04  9.00000000e-01 
 4.32800000e-04  9.31917108e-01  4.32800000e-04  9.00000000e-01 
 4.42800000e-04  9.26988575e-01  4.42800000e-04  9.00000000e-01 
 4.52800000e-04  9.21721568e-01  4.52800000e-04  9.00000000e-01 
 4.62800000e-04  9.16285312e-01  4.62800000e-04  9.00000000e-01 
 4.72800000e-04  9.11013183e-01  4.72800000e-04  9.00000000e-01 
 4.82800000e-04  9.06723327e-01  4.82800000e-04  9.00000000e-01 
 4.92800000e-04  9.03987877e-01  4.92800000e-04  9.00000000e-01 
 5.02800000e-04  9.02347983e-01  5.02800000e-04  9.00000000e-01 
 5.12800000e-04  9.01376704e-01  5.12800000e-04  9.00000000e-01 
 5.22800000e-04  9.00805235e-01  5.22800000e-04  9.00000000e-01 
 5.32800000e-04  9.00470106e-01  5.32800000e-04  9.00000000e-01 
 5.42800000e-04  9.00274006e-01  5.42800000e-04  9.00000000e-01 
 5.52800000e-04  9.00159411e-01  5.52800000e-04  9.00000000e-01 
 5.62800000e-04  9.00092538e-01  5.62800000e-04  9.00000000e-01 
 5.72800000e-04  9.00053522e-01  5.72800000e-04  9.00000000e-01 
 5.82800000e-04  9.00030784e-01  5.82800000e-04  9.00000000e-01 
 5.92800000e-04  9.00017529e-01  5.92800000e-04  9.00000000e-01 
 6.02800000e-04  9.00009824e-01  6.02800000e-04  9.00000000e-01 
 6.12800000e-04  9.00005341e-01  6.12800000e-04  9.00000000e-01 
 6.22800000e-04  9.00002754e-01  6.22800000e-04  9.00000000e-01 
 6.32800000e-04  9.00001258e-01  6.32800000e-04  9.00000000e-01 
 6.42800000e-04  9.00000414e-01  6.42800000e-04  9.00000000e-01 
 6.52800000e-04  8.99999936e-01  6.52800000e-04  9.00000000e-01 
 6.62800000e-04  8.99999688e-01  6.62800000e-04  9.00000000e-01 
 6.72800000e-04  8.99999559e-01  6.72800000e-04  9.00000000e-01 
 6.82800000e-04  8.99999515e-01  6.82800000e-04  9.00000000e-01 
 6.92800000e-04  8.99999507e-01  6.92800000e-04  9.00000000e-01 
 7.02800000e-04  8.99999535e-01  7.02800000e-04  9.00000000e-01 
 7.12800000e-04  8.99999570e-01  7.12800000e-04  9.00000000e-01 
 7.22800000e-04  8.99999624e-01  7.22800000e-04  9.00000000e-01 
 7.32800000e-04  8.99999674e-01  7.32800000e-04  9.00000000e-01 
 7.42800000e-04  8.99999738e-01  7.42800000e-04  9.00000000e-01 
 7.52800000e-04  8.99999794e-01  7.52800000e-04  9.00000000e-01 
 7.62800000e-04  8.99999861e-01  7.62800000e-04  9.00000000e-01 
 7.72800000e-04  8.99999920e-01  7.72800000e-04  9.00000000e-01 
 7.82800000e-04  8.99999988e-01  7.82800000e-04  9.00000000e-01 
 7.92800000e-04  9.00000047e-01  7.92800000e-04  9.00000000e-01 
 8.02800000e-04  9.00000114e-01  8.02800000e-04  9.00000000e-01 
 8.12800000e-04  9.00000172e-01  8.12800000e-04  9.00000000e-01 
 8.22800000e-04  9.00000237e-01  8.22800000e-04  9.00000000e-01 
 8.32800000e-04  9.00000293e-01  8.32800000e-04  9.00000000e-01 
 8.42800000e-04  9.00000357e-01  8.42800000e-04  9.00000000e-01 
 8.52800000e-04  9.00000409e-01  8.52800000e-04  9.00000000e-01 
 8.62800000e-04  9.00000470e-01  8.62800000e-04  9.00000000e-01 
 8.72800000e-04  9.00000520e-01  8.72800000e-04  9.00000000e-01 
 8.82800000e-04  9.00000578e-01  8.82800000e-04  9.00000000e-01 
 8.92800000e-04  9.00000625e-01  8.92800000e-04  9.00000000e-01 
 9.02800000e-04  9.00000680e-01  9.02800000e-04  9.00000000e-01 
 9.12800000e-04  9.00000726e-01  9.12800000e-04  9.00000000e-01 
 9.22800000e-04  9.00000782e-01  9.22800000e-04  9.00000000e-01 
 9.32800000e-04  9.00000829e-01  9.32800000e-04  9.00000000e-01 
