 time            v(vin)          v(vout)         v(xenv.rect)   
 1.16559779e-02  8.58474073e-01  1.03784435e+00  8.99414120e-01 
 1.16659779e-02  8.56807327e-01  1.03784432e+00  8.99476414e-01 
 1.16759779e-02  8.55311043e-01  1.03784428e+00  8.99541018e-01 
 1.16859779e-02  8.53991126e-01  1.03784425e+00  8.99608904e-01 
 1.16959779e-02  8.52852785e-01  1.03784421e+00  8.99680706e-01 
 1.17059779e-02  8.51900513e-01  1.03784418e+00  8.99756372e-01 
 1.17159779e-02  8.51138067e-01  1.03784414e+00  8.99834849e-01 
 1.17259779e-02  8.50568457e-01  1.03784411e+00  8.99914059e-01 
 1.17359779e-02  8.50193930e-01  1.03784407e+00  8.99991290e-01 
 1.17459779e-02  8.50015966e-01  1.03784404e+00  9.00063279e-01 
 1.17559779e-02  8.50035265e-01  1.03784400e+00  9.00129359e-01 
 1.17659779e-02  8.50251753e-01  1.03784397e+00  9.00188766e-01 
 1.17759779e-02  8.50664574e-01  1.03784393e+00  9.00241894e-01 
 1.17859779e-02  8.51272099e-01  1.03784389e+00  9.00290065e-01 
 1.17959779e-02  8.52071931e-01  1.03784385e+00  9.00334986e-01 
 1.18059779e-02  8.53060914e-01  1.03784382e+00  9.00378327e-01 
 1.18159779e-02  8.54235144e-01  1.03784378e+00  9.00421480e-01 
 1.18259779e-02  8.55589986e-01  1.03784374e+00  9.00465468e-01 
 1.18359779e-02  8.57120095e-01  1.03784370e+00  9.00510943e-01 
 1.18459779e-02  8.58819431e-01  1.03784367e+00  9.00558237e-01 
 1.18559779e-02  8.60681288e-01  1.03784363e+00  9.00607427e-01 
 1.18659779e-02  8.62698317e-01  1.03784359e+00  9.00658430e-01 
 1.18759779e-02  8.64862560e-01  1.03784356e+00  9.00711087e-01 
 1.18859779e-02  8.67165474e-01  1.03784352e+00  9.00765268e-01 
 1.18959779e-02  8.69597971e-01  1.03784348e+00  9.00820961e-01 
 1.19059779e-02  8.72150451e-01  1.03784345e+00  9.00878370e-01 
 1.19159779e-02  8.74812840e-01  1.03784341e+00  9.00938008e-01 
 1.19259779e-02  8.77574631e-01  1.03784337e+00  9.01000827e-01 
 1.19359779e-02  8.80424926e-01  1.03784334e+00  9.01068418e-01 
 1.19459779e-02  8.83352474e-01  1.03784330e+00  9.01143355e-01 
 1.19559779e-02  8.86345722e-01  1.03784327e+00  9.01229854e-01 
 1.19659779e-02  8.89392857e-01  1.03784324e+00  9.01335000e-01 
 1.19759779e-02  8.92481854e-01  1.03784321e+00  9.01471008e-01 
 1.19859779e-02  8.95600522e-01  1.03784318e+00  9.01658749e-01 
 1.19959779e-02  8.98736552e-01  1.03784317e+00  9.01936048e-01 
 1.20059779e-02  9.01877569e-01  1.03784316e+00  9.02258658e-01 
 1.20159779e-02  9.05011176e-01  1.03784310e+00  9.02058474e-01 
 1.20259779e-02  9.08125005e-01  1.03784295e+00  9.00997947e-01 
 1.20327626e-02  9.10220132e-01  1.03784287e+00  9.00437200e-01 
 1.20397197e-02  9.12349186e-01  1.03784282e+00  9.00216747e-01 
 1.20444687e-02  9.13789207e-01  1.03784284e+00  9.00591142e-01 
 1.20497434e-02  9.15374162e-01  1.03784360e+00  9.08816847e-01 
 1.20548493e-02  9.16892349e-01  1.03784442e+00  9.17598731e-01 
 1.20588616e-02  9.18073230e-01  1.03784463e+00  9.19953858e-01 
 1.20635190e-02  9.19429542e-01  1.03784481e+00  9.21986551e-01 
 1.20690570e-02  9.21020529e-01  1.03784474e+00  9.21526920e-01 
 1.20762016e-02  9.23035223e-01  1.03784473e+00  9.21715797e-01 
 1.20846190e-02  9.25348974e-01  1.03784500e+00  9.24897713e-01 
 1.20944384e-02  9.27958060e-01  1.03784528e+00  9.28228658e-01 
 1.21044384e-02  9.30505743e-01  1.03784546e+00  9.30565535e-01 
 1.21144384e-02  9.32933034e-01  1.03784564e+00  9.32869968e-01 
 1.21244384e-02  9.35230354e-01  1.03784583e+00  9.35230690e-01 
 1.21344384e-02  9.37388635e-01  1.03784600e+00  9.37421201e-01 
 1.21444384e-02  9.39399360e-01  1.03784615e+00  9.39432708e-01 
 1.21544384e-02  9.41254595e-01  1.03784629e+00  9.41294915e-01 
 1.21644384e-02  9.42947016e-01  1.03784641e+00  9.42998227e-01 
 1.21744384e-02  9.44469945e-01  1.03784652e+00  9.44529827e-01 
 1.21844384e-02  9.45817371e-01  1.03784661e+00  9.45884770e-01 
 1.21944384e-02  9.46983977e-01  1.03784668e+00  9.47058767e-01 
 1.22044384e-02  9.47965159e-01  1.03784673e+00  9.48047056e-01 
 1.22144384e-02  9.48757044e-01  1.03784677e+00  9.48845719e-01 
 1.22244384e-02  9.49356507e-01  1.03784679e+00  9.49451751e-01 
 1.22344384e-02  9.49761183e-01  1.03784678e+00  9.49862861e-01 
 1.22444384e-02  9.49969475e-01  1.03784676e+00  9.50077506e-01 
 1.22544384e-02  9.49980559e-01  1.03784672e+00  9.50094923e-01 
 1.22644384e-02  9.49794393e-01  1.03784666e+00  9.49915130e-01 
 1.22744384e-02  9.49411712e-01  1.03784658e+00  9.49538925e-01 
 1.22844384e-02  9.48834025e-01  1.03784649e+00  9.48967883e-01 
 1.22944384e-02  9.48063612e-01  1.03784637e+00  9.48204357e-01 
 1.23044384e-02  9.47103514e-01  1.03784624e+00  9.47251467e-01 
 1.23144384e-02  9.45957520e-01  1.03784608e+00  9.46113090e-01 
 1.23244384e-02  9.44630153e-01  1.03784591e+00  9.44793853e-01 
 1.23344384e-02  9.43126651e-01  1.03784573e+00  9.43299117e-01 
 1.23444384e-02  9.41452948e-01  1.03784552e+00  9.41634961e-01 
 1.23544384e-02  9.39615649e-01  1.03784531e+00  9.39808172e-01 
 1.23644384e-02  9.37622005e-01  1.03784507e+00  9.37826228e-01 
 1.23744384e-02  9.35479884e-01  1.03784482e+00  9.35697287e-01 
 1.23844384e-02  9.33197741e-01  1.03784456e+00  9.33430188e-01 
 1.23944384e-02  9.30784581e-01  1.03784429e+00  9.31034460e-01 
 1.24044384e-02  9.28249928e-01  1.03784401e+00  9.28520352e-01 
 1.24144384e-02  9.25603786e-01  1.03784371e+00  9.25898919e-01 
 1.24244384e-02  9.22856597e-01  1.03784341e+00  9.23182184e-01 
 1.24344384e-02  9.20019204e-01  1.03784310e+00  9.20383485e-01 
 1.24444384e-02  9.17102804e-01  1.03784278e+00  9.17518195e-01 
 1.24544384e-02  9.14118907e-01  1.03784246e+00  9.14605325e-01 
 1.24644384e-02  9.11079290e-01  1.03784214e+00  9.11671369e-01 
 1.24744384e-02  9.07995947e-01  1.03784182e+00  9.08760397e-01 
 1.24844384e-02  9.04881048e-01  1.03784151e+00  9.05978534e-01 
 1.24944384e-02  9.01746886e-01  1.03784123e+00  9.03533320e-01 
 1.25044384e-02  8.98605830e-01  1.03784103e+00  9.01819629e-01 
 1.25144384e-02  8.95470275e-01  1.03784090e+00  9.00893351e-01 
 1.25244384e-02  8.92352598e-01  1.03784081e+00  9.00427201e-01 
 1.25317937e-02  8.90078025e-01  1.03784075e+00  9.00142265e-01 
 1.25387525e-02  8.87945473e-01  1.03784062e+00  8.99071747e-01 
 1.25438036e-02  8.86411772e-01  1.03784031e+00  8.96041281e-01 
 1.25503665e-02  8.84439673e-01  1.03784013e+00  8.94471662e-01 
 1.25560153e-02  8.82763353e-01  1.03784027e+00  8.96190250e-01 
 1.25622997e-02  8.80923994e-01  1.03784040e+00  8.97771034e-01 
 1.25690601e-02  8.78978582e-01  1.03784044e+00  8.98551553e-01 
 1.25769500e-02  8.76756356e-01  1.03784044e+00  8.98901213e-01 
 1.25859786e-02  8.74283797e-01  1.03784042e+00  8.99031946e-01 
 1.25959786e-02  8.71642098e-01  1.03784038e+00  8.99084964e-01 
 1.26059786e-02  8.69112314e-01  1.03784034e+00  8.99126612e-01 
 1.26159786e-02  8.66704429e-01  1.03784031e+00  8.99176484e-01 
 1.26259786e-02  8.64427947e-01  1.03784027e+00  8.99233205e-01 
 1.26359786e-02  8.62291852e-01  1.03784023e+00  8.99292763e-01 
 1.26459786e-02  8.60304574e-01  1.03784020e+00  8.99353138e-01 
 1.26559786e-02  8.58473955e-01  1.03784016e+00  8.99414124e-01 
 1.26659786e-02  8.56807220e-01  1.03784013e+00  8.99476418e-01 
 1.26759786e-02  8.55310948e-01  1.03784009e+00  8.99541023e-01 
 1.26859786e-02  8.53991043e-01  1.03784006e+00  8.99608908e-01 
 1.26959786e-02  8.52852714e-01  1.03784002e+00  8.99680711e-01 
 1.27059786e-02  8.51900455e-01  1.03783999e+00  8.99756377e-01 
 1.27159786e-02  8.51138022e-01  1.03783995e+00  8.99834854e-01 
 1.27259786e-02  8.50568425e-01  1.03783992e+00  8.99914064e-01 
 1.27359786e-02  8.50193911e-01  1.03783988e+00  8.99991295e-01 
 1.27459786e-02  8.50015960e-01  1.03783985e+00  9.00063283e-01 
 1.27559786e-02  8.50035273e-01  1.03783981e+00  9.00129363e-01 
 1.27659786e-02  8.50251774e-01  1.03783978e+00  9.00188769e-01 
 1.27759786e-02  8.50664608e-01  1.03783974e+00  9.00241897e-01 
 1.27859786e-02  8.51272147e-01  1.03783970e+00  9.00290068e-01 
 1.27959786e-02  8.52071992e-01  1.03783966e+00  9.00334989e-01 
 1.28059786e-02  8.53060987e-01  1.03783963e+00  9.00378330e-01 
 1.28159786e-02  8.54235229e-01  1.03783959e+00  9.00421483e-01 
 1.28259786e-02  8.55590084e-01  1.03783955e+00  9.00465471e-01 
 1.28359786e-02  8.57120204e-01  1.03783951e+00  9.00510946e-01 
 1.28459786e-02  8.58819551e-01  1.03783948e+00  9.00558240e-01 
 1.28559786e-02  8.60681419e-01  1.03783944e+00  9.00607431e-01 
 1.28659786e-02  8.62698459e-01  1.03783940e+00  9.00658434e-01 
 1.28759786e-02  8.64862711e-01  1.03783936e+00  9.00711091e-01 
 1.28859786e-02  8.67165634e-01  1.03783933e+00  9.00765272e-01 
 1.28959786e-02  8.69598139e-01  1.03783929e+00  9.00820965e-01 
 1.29059786e-02  8.72150627e-01  1.03783925e+00  9.00878374e-01 
 1.29159786e-02  8.74813023e-01  1.03783922e+00  9.00938012e-01 
 1.29259786e-02  8.77574821e-01  1.03783918e+00  9.01000832e-01 
 1.29359786e-02  8.80425121e-01  1.03783915e+00  9.01068422e-01 
 1.29459786e-02  8.83352674e-01  1.03783911e+00  9.01143361e-01 
 1.29559786e-02  8.86345926e-01  1.03783908e+00  9.01229861e-01 
 1.29659786e-02  8.89393065e-01  1.03783905e+00  9.01335008e-01 
 1.29759786e-02  8.92482064e-01  1.03783902e+00  9.01471018e-01 
 1.29859786e-02  8.95600733e-01  1.03783899e+00  9.01658764e-01 
 1.29959786e-02  8.98736764e-01  1.03783898e+00  9.01936070e-01 
 1.30059786e-02  9.01877781e-01  1.03783897e+00  9.02258674e-01 
 1.30159786e-02  9.05011387e-01  1.03783891e+00  9.02058420e-01 
 1.30259786e-02  9.08125215e-01  1.03783876e+00  9.00997880e-01 
 1.30327630e-02  9.10220251e-01  1.03783868e+00  9.00437177e-01 
 1.30397196e-02  9.12349156e-01  1.03783863e+00  9.00216755e-01 
 1.30444685e-02  9.13789143e-01  1.03783865e+00  9.00591061e-01 
 1.30497432e-02  9.15374115e-01  1.03783941e+00  9.08816462e-01 
 1.30548491e-02  9.16892287e-01  1.03784023e+00  9.17598535e-01 
 1.30588613e-02  9.18073146e-01  1.03784044e+00  9.19953654e-01 
 1.30635187e-02  9.19429449e-01  1.03784062e+00  9.21986513e-01 
 1.30690563e-02  9.21020350e-01  1.03784055e+00  9.21526969e-01 
 1.30762010e-02  9.23035059e-01  1.03784054e+00  9.21715627e-01 
 1.30846180e-02  9.25348692e-01  1.03784081e+00  9.24897317e-01 
 1.30944374e-02  9.27957804e-01  1.03784109e+00  9.28228405e-01 
 1.31044374e-02  9.30505498e-01  1.03784127e+00  9.30565312e-01 
 1.31144374e-02  9.32932802e-01  1.03784145e+00  9.32869733e-01 
 1.31244374e-02  9.35230134e-01  1.03784164e+00  9.35230466e-01 
 1.31344374e-02  9.37388430e-01  1.03784181e+00  9.37420995e-01 
 1.31444374e-02  9.39399170e-01  1.03784196e+00  9.39432517e-01 
 1.31544374e-02  9.41254420e-01  1.03784210e+00  9.41294739e-01 
 1.31644374e-02  9.42946857e-01  1.03784222e+00  9.42998067e-01 
 1.31744374e-02  9.44469803e-01  1.03784233e+00  9.44529685e-01 
 1.31844374e-02  9.45817247e-01  1.03784242e+00  9.45884646e-01 
 1.31944374e-02  9.46983871e-01  1.03784249e+00  9.47058661e-01 
 1.32044374e-02  9.47965071e-01  1.03784254e+00  9.48046968e-01 
 1.32144374e-02  9.48756976e-01  1.03784258e+00  9.48845650e-01 
 1.32244374e-02  9.49356458e-01  1.03784259e+00  9.49451701e-01 
 1.32344374e-02  9.49761153e-01  1.03784259e+00  9.49862831e-01 
 1.32444374e-02  9.49969464e-01  1.03784257e+00  9.50077495e-01 
 1.32544374e-02  9.49980568e-01  1.03784253e+00  9.50094931e-01 
 1.32644374e-02  9.49794421e-01  1.03784247e+00  9.49915157e-01 
 1.32744374e-02  9.49411759e-01  1.03784239e+00  9.49538971e-01 
 1.32844374e-02  9.48834091e-01  1.03784230e+00  9.48967949e-01 
 1.32944374e-02  9.48063697e-01  1.03784218e+00  9.48204442e-01 
 1.33044374e-02  9.47103618e-01  1.03784205e+00  9.47251570e-01 
 1.33144374e-02  9.45957642e-01  1.03784189e+00  9.46113211e-01 
 1.33244374e-02  9.44630292e-01  1.03784172e+00  9.44793992e-01 
 1.33344374e-02  9.43126808e-01  1.03784154e+00  9.43299272e-01 
 1.33444374e-02  9.41453121e-01  1.03784133e+00  9.41635133e-01 
 1.33544374e-02  9.39615838e-01  1.03784111e+00  9.39808360e-01 
 1.33644374e-02  9.37622209e-01  1.03784088e+00  9.37826430e-01 
 1.33744374e-02  9.35480102e-01  1.03784063e+00  9.35697503e-01 
 1.33844374e-02  9.33197972e-01  1.03784037e+00  9.33430418e-01 
 1.33944374e-02  9.30784824e-01  1.03784010e+00  9.31034702e-01 
 1.34044374e-02  9.28250183e-01  1.03783982e+00  9.28520605e-01 
 1.34144374e-02  9.25604051e-01  1.03783952e+00  9.25899182e-01 
 1.34244374e-02  9.22856872e-01  1.03783922e+00  9.23182456e-01 
 1.34344374e-02  9.20019487e-01  1.03783891e+00  9.20383764e-01 
 1.34444374e-02  9.17103095e-01  1.03783859e+00  9.17518479e-01 
 1.34544374e-02  9.14119204e-01  1.03783827e+00  9.14605613e-01 
 1.34644374e-02  9.11079591e-01  1.03783795e+00  9.11671658e-01 
 1.34744374e-02  9.07996252e-01  1.03783763e+00  9.08760680e-01 
 1.34844374e-02  9.04881356e-01  1.03783732e+00  9.05978797e-01 
 1.34944374e-02  9.01747195e-01  1.03783704e+00  9.03533530e-01 
 1.35044374e-02  8.98606139e-01  1.03783684e+00  9.01819754e-01 
 1.35144374e-02  8.95470583e-01  1.03783671e+00  9.00893411e-01 
 1.35244374e-02  8.92352903e-01  1.03783662e+00  9.00427233e-01 
 1.35317929e-02  8.90078262e-01  1.03783656e+00  9.00142315e-01 
 1.35387522e-02  8.87945578e-01  1.03783643e+00  8.99071884e-01 
 1.35438033e-02  8.86411864e-01  1.03783612e+00  8.96041514e-01 
 1.35503664e-02  8.84439731e-01  1.03783594e+00  8.94471616e-01 
 1.35560149e-02  8.82763453e-01  1.03783608e+00  8.96190138e-01 
 1.35622994e-02  8.80924080e-01  1.03783621e+00  8.97770977e-01 
 1.35690598e-02  8.78978654e-01  1.03783625e+00  8.98551533e-01 
 1.35769498e-02  8.76756416e-01  1.03783625e+00  8.98901211e-01 
 1.35859781e-02  8.74283921e-01  1.03783623e+00  8.99031943e-01 
 1.35959781e-02  8.71642217e-01  1.03783619e+00  8.99084962e-01 
 1.36059781e-02  8.69112427e-01  1.03783615e+00  8.99126610e-01 
 1.36159781e-02  8.66704537e-01  1.03783612e+00  8.99176482e-01 
 1.36259781e-02  8.64428049e-01  1.03783608e+00  8.99233202e-01 
 1.36359781e-02  8.62291947e-01  1.03783604e+00  8.99292761e-01 
 1.36459781e-02  8.60304662e-01  1.03783601e+00  8.99353135e-01 
 1.36559781e-02  8.58474035e-01  1.03783597e+00  8.99414121e-01 
 1.36659781e-02  8.56807293e-01  1.03783594e+00  8.99476416e-01 
 1.36759781e-02  8.55311013e-01  1.03783590e+00  8.99541020e-01 
 1.36859781e-02  8.53991100e-01  1.03783586e+00  8.99608905e-01 
 1.36959781e-02  8.52852763e-01  1.03783583e+00  8.99680708e-01 
 1.37059781e-02  8.51900494e-01  1.03783579e+00  8.99756373e-01 
 1.37159781e-02  8.51138052e-01  1.03783576e+00  8.99834850e-01 
 1.37259781e-02  8.50568446e-01  1.03783573e+00  8.99914061e-01 
 1.37359781e-02  8.50193924e-01  1.03783569e+00  8.99991292e-01 
 1.37459781e-02  8.50015964e-01  1.03783566e+00  9.00063280e-01 
 1.37559781e-02  8.50035268e-01  1.03783562e+00  9.00129361e-01 
 1.37659781e-02  8.50251759e-01  1.03783558e+00  9.00188767e-01 
 1.37759781e-02  8.50664585e-01  1.03783555e+00  9.00241895e-01 
 1.37859781e-02  8.51272114e-01  1.03783551e+00  9.00290066e-01 
 1.37959781e-02  8.52071951e-01  1.03783547e+00  9.00334987e-01 
 1.38059781e-02  8.53060937e-01  1.03783544e+00  9.00378328e-01 
 1.38159781e-02  8.54235171e-01  1.03783540e+00  9.00421481e-01 
 1.38259781e-02  8.55590017e-01  1.03783536e+00  9.00465469e-01 
 1.38359781e-02  8.57120130e-01  1.03783532e+00  9.00510944e-01 
 1.38459781e-02  8.58819469e-01  1.03783529e+00  9.00558238e-01 
 1.38559781e-02  8.60681329e-01  1.03783525e+00  9.00607428e-01 
 1.38659781e-02  8.62698363e-01  1.03783521e+00  9.00658431e-01 
 1.38759781e-02  8.64862608e-01  1.03783517e+00  9.00711088e-01 
 1.38859781e-02  8.67165525e-01  1.03783514e+00  9.00765269e-01 
 1.38959781e-02  8.69598025e-01  1.03783510e+00  9.00820962e-01 
 1.39059781e-02  8.72150507e-01  1.03783506e+00  9.00878371e-01 
 1.39159781e-02  8.74812898e-01  1.03783503e+00  9.00938009e-01 
 1.39259781e-02  8.77574692e-01  1.03783499e+00  9.01000829e-01 
 1.39359781e-02  8.80424988e-01  1.03783496e+00  9.01068419e-01 
 1.39459781e-02  8.83352537e-01  1.03783492e+00  9.01143357e-01 
 1.39559781e-02  8.86345787e-01  1.03783489e+00  9.01229856e-01 
 1.39659781e-02  8.89392923e-01  1.03783486e+00  9.01335003e-01 
 1.39759781e-02  8.92481921e-01  1.03783483e+00  9.01471011e-01 
 1.39859781e-02  8.95600589e-01  1.03783480e+00  9.01658754e-01 
 1.39959781e-02  8.98736620e-01  1.03783479e+00  9.01936055e-01 
 1.40059781e-02  9.01877636e-01  1.03783478e+00  9.02258663e-01 
 1.40159781e-02  9.05011243e-01  1.03783472e+00  9.02058457e-01 
 1.40259781e-02  9.08125072e-01  1.03783457e+00  9.00997926e-01 
 1.40327627e-02  9.10220170e-01  1.03783449e+00  9.00437193e-01 
 1.40397197e-02  9.12349176e-01  1.03783444e+00  9.00216749e-01 
 1.40444687e-02  9.13789186e-01  1.03783446e+00  9.00591116e-01 
 1.40497433e-02  9.15374147e-01  1.03783522e+00  9.08816724e-01 
 1.40548493e-02  9.16892329e-01  1.03783604e+00  9.17598669e-01 
 1.40588615e-02  9.18073203e-01  1.03783625e+00  9.19953793e-01 
 1.40635189e-02  9.19429513e-01  1.03783643e+00  9.21986539e-01 
 1.40690568e-02  9.21020472e-01  1.03783636e+00  9.21526935e-01 
 1.40762014e-02  9.23035171e-01  1.03783635e+00  9.21715743e-01 
 1.40846187e-02  9.25348884e-01  1.03783662e+00  9.24897587e-01 
 1.40944380e-02  9.27957978e-01  1.03783690e+00  9.28228577e-01 
 1.41044380e-02  9.30505665e-01  1.03783708e+00  9.30565464e-01 
 1.41144380e-02  9.32932960e-01  1.03783726e+00  9.32869893e-01 
 1.41244380e-02  9.35230284e-01  1.03783745e+00  9.35230619e-01 
 1.41344380e-02  9.37388569e-01  1.03783762e+00  9.37421135e-01 
 1.41444380e-02  9.39399300e-01  1.03783777e+00  9.39432647e-01 
 1.41544380e-02  9.41254539e-01  1.03783791e+00  9.41294859e-01 
 1.41644380e-02  9.42946965e-01  1.03783803e+00  9.42998176e-01 
 1.41744380e-02  9.44469899e-01  1.03783814e+00  9.44529781e-01 
 1.41844380e-02  9.45817331e-01  1.03783822e+00  9.45884731e-01 
 1.41944380e-02  9.46983943e-01  1.03783830e+00  9.47058733e-01 
 1.42044380e-02  9.47965131e-01  1.03783835e+00  9.48047028e-01 
 1.42144380e-02  9.48757022e-01  1.03783839e+00  9.48845697e-01 
 1.42244380e-02  9.49356492e-01  1.03783840e+00  9.49451735e-01 
 1.42344380e-02  9.49761174e-01  1.03783840e+00  9.49862852e-01 
 1.42444380e-02  9.49969471e-01  1.03783838e+00  9.50077503e-01 
 1.42544380e-02  9.49980562e-01  1.03783834e+00  9.50094926e-01 
 1.42644380e-02  9.49794402e-01  1.03783828e+00  9.49915139e-01 
 1.42744380e-02  9.49411727e-01  1.03783820e+00  9.49538940e-01 
 1.42844380e-02  9.48834046e-01  1.03783811e+00  9.48967904e-01 
 1.42944380e-02  9.48063639e-01  1.03783799e+00  9.48204384e-01 
 1.43044380e-02  9.47103547e-01  1.03783785e+00  9.47251499e-01 
 1.43144380e-02  9.45957559e-01  1.03783770e+00  9.46113128e-01 
 1.43244380e-02  9.44630198e-01  1.03783753e+00  9.44793897e-01 
 1.43344380e-02  9.43126701e-01  1.03783735e+00  9.43299166e-01 
 1.43444380e-02  9.41453003e-01  1.03783714e+00  9.41635016e-01 
 1.43544380e-02  9.39615709e-01  1.03783692e+00  9.39808232e-01 
 1.43644380e-02  9.37622070e-01  1.03783669e+00  9.37826292e-01 
 1.43744380e-02  9.35479954e-01  1.03783644e+00  9.35697356e-01 
 1.43844380e-02  9.33197814e-01  1.03783618e+00  9.33430262e-01 
 1.43944380e-02  9.30784658e-01  1.03783591e+00  9.31034537e-01 
 1.44044380e-02  9.28250009e-01  1.03783563e+00  9.28520433e-01 
 1.44144380e-02  9.25603870e-01  1.03783533e+00  9.25899003e-01 
 1.44244380e-02  9.22856685e-01  1.03783503e+00  9.23182271e-01 
 1.44344380e-02  9.20019294e-01  1.03783472e+00  9.20383574e-01 
 1.44444380e-02  9.17102897e-01  1.03783440e+00  9.17518285e-01 
 1.44544380e-02  9.14119002e-01  1.03783408e+00  9.14605417e-01 
 1.44644380e-02  9.11079386e-01  1.03783376e+00  9.11671461e-01 
 1.44744380e-02  9.07996044e-01  1.03783344e+00  9.08760487e-01 
 1.44844380e-02  9.04881146e-01  1.03783313e+00  9.05978618e-01 
 1.44944380e-02  9.01746985e-01  1.03783285e+00  9.03533387e-01 
 1.45044380e-02  8.98605928e-01  1.03783265e+00  9.01819669e-01 
 1.45144380e-02  8.95470374e-01  1.03783252e+00  9.00893370e-01 
 1.45244380e-02  8.92352695e-01  1.03783243e+00  9.00427211e-01 
 1.45317934e-02  8.90078101e-01  1.03783237e+00  9.00142281e-01 
 1.45387524e-02  8.87945506e-01  1.03783224e+00  8.99071790e-01 
 1.45438035e-02  8.86411801e-01  1.03783193e+00  8.96041356e-01 
 1.45503665e-02  8.84439692e-01  1.03783175e+00  8.94471647e-01 
 1.45560152e-02  8.82763385e-01  1.03783189e+00  8.96190214e-01 
 1.45622996e-02  8.80924022e-01  1.03783202e+00  8.97771016e-01 
 1.45690600e-02  8.78978605e-01  1.03783206e+00  8.98551547e-01 
 1.45769499e-02  8.76756375e-01  1.03783206e+00  8.98901213e-01 
 1.45859784e-02  8.74283837e-01  1.03783204e+00  8.99031945e-01 
 1.45959784e-02  8.71642136e-01  1.03783200e+00  8.99084964e-01 
 1.46059784e-02  8.69112350e-01  1.03783196e+00  8.99126612e-01 
 1.46159784e-02  8.66704464e-01  1.03783193e+00  8.99176483e-01 
 1.46259784e-02  8.64427980e-01  1.03783189e+00  8.99233204e-01 
 1.46359784e-02  8.62291882e-01  1.03783185e+00  8.99292762e-01 
 1.46459784e-02  8.60304602e-01  1.03783182e+00  8.99353137e-01 
 1.46559784e-02  8.58473981e-01  1.03783178e+00  8.99414123e-01 
 1.46659784e-02  8.56807244e-01  1.03783175e+00  8.99476418e-01 
 1.46759784e-02  8.55310969e-01  1.03783171e+00  8.99541022e-01 
 1.46859784e-02  8.53991061e-01  1.03783167e+00  8.99608907e-01 
 1.46959784e-02  8.52852730e-01  1.03783164e+00  8.99680710e-01 
 1.47059784e-02  8.51900467e-01  1.03783160e+00  8.99756376e-01 
 1.47159784e-02  8.51138031e-01  1.03783157e+00  8.99834853e-01 
 1.47259784e-02  8.50568432e-01  1.03783154e+00  8.99914063e-01 
 1.47359784e-02  8.50193916e-01  1.03783150e+00  8.99991294e-01 
 1.47459784e-02  8.50015961e-01  1.03783147e+00  9.00063282e-01 
 1.47559784e-02  8.50035271e-01  1.03783143e+00  9.00129362e-01 
 1.47659784e-02  8.50251769e-01  1.03783139e+00  9.00188768e-01 
 1.47759784e-02  8.50664601e-01  1.03783136e+00  9.00241896e-01 
 1.47859784e-02  8.51272136e-01  1.03783132e+00  9.00290067e-01 
 1.47959784e-02  8.52071979e-01  1.03783128e+00  9.00334988e-01 
 1.48059784e-02  8.53060971e-01  1.03783124e+00  9.00378329e-01 
 1.48159784e-02  8.54235210e-01  1.03783121e+00  9.00421482e-01 
 1.48259784e-02  8.55590062e-01  1.03783117e+00  9.00465470e-01 
 1.48359784e-02  8.57120180e-01  1.03783113e+00  9.00510946e-01 
 1.48459784e-02  8.58819525e-01  1.03783109e+00  9.00558239e-01 
 1.48559784e-02  8.60681390e-01  1.03783106e+00  9.00607430e-01 
 1.48659784e-02  8.62698428e-01  1.03783102e+00  9.00658433e-01 
 1.48759784e-02  8.64862678e-01  1.03783098e+00  9.00711090e-01 
 1.48859784e-02  8.67165599e-01  1.03783095e+00  9.00765271e-01 
 1.48959784e-02  8.69598103e-01  1.03783091e+00  9.00820964e-01 
 1.49059784e-02  8.72150589e-01  1.03783087e+00  9.00878373e-01 
 1.49159784e-02  8.74812984e-01  1.03783084e+00  9.00938011e-01 
 1.49259784e-02  8.77574780e-01  1.03783080e+00  9.01000831e-01 
 1.49359784e-02  8.80425078e-01  1.03783077e+00  9.01068421e-01 
 1.49459784e-02  8.83352630e-01  1.03783073e+00  9.01143359e-01 
 1.49559784e-02  8.86345882e-01  1.03783070e+00  9.01229859e-01 
 1.49659784e-02  8.89393020e-01  1.03783067e+00  9.01335007e-01 
 1.49759784e-02  8.92482018e-01  1.03783064e+00  9.01471016e-01 
 1.49859784e-02  8.95600687e-01  1.03783061e+00  9.01658761e-01 
 1.49959784e-02  8.98736718e-01  1.03783060e+00  9.01936065e-01 
 1.50059784e-02  9.01877735e-01  1.03783059e+00  9.02258671e-01 
 1.50159784e-02  9.05011341e-01  1.03783053e+00  9.02058432e-01 
 1.50259784e-02  9.08125169e-01  1.03783038e+00  9.00997894e-01 
 1.50327629e-02  9.10220225e-01  1.03783030e+00  9.00437182e-01 
 1.50397196e-02  9.12349162e-01  1.03783025e+00  9.00216753e-01 
 1.50444686e-02  9.13789157e-01  1.03783027e+00  9.00591079e-01 
 1.50497433e-02  9.15374125e-01  1.03783103e+00  9.08816546e-01 
 1.50548492e-02  9.16892300e-01  1.03783185e+00  9.17598578e-01 
 1.50588614e-02  9.18073164e-01  1.03783206e+00  9.19953699e-01 
 1.50635188e-02  9.19429470e-01  1.03783224e+00  9.21986521e-01 
 1.50690565e-02  9.21020389e-01  1.03783217e+00  9.21526958e-01 
