 time            v(vin)          v(vout)         v(xenv.rect)   
 2.59859783e-02  8.95600647e-01  1.03778452e+00  9.01658758e-01 
 2.59959783e-02  8.98736678e-01  1.03778450e+00  9.01936061e-01 
 2.60059783e-02  9.01877694e-01  1.03778449e+00  9.02258667e-01 
 2.60159783e-02  9.05011301e-01  1.03778443e+00  9.02058442e-01 
 2.60259783e-02  9.08125129e-01  1.03778429e+00  9.00997907e-01 
 2.60327628e-02  9.10220203e-01  1.03778420e+00  9.00437186e-01 
 2.60397197e-02  9.12349168e-01  1.03778415e+00  9.00216752e-01 
 2.60444686e-02  9.13789169e-01  1.03778417e+00  9.00591094e-01 
 2.60497433e-02  9.15374134e-01  1.03778494e+00  9.08816619e-01 
 2.60548492e-02  9.16892312e-01  1.03778576e+00  9.17598615e-01 
 2.60588614e-02  9.18073180e-01  1.03778597e+00  9.19953737e-01 
 2.60635188e-02  9.19429487e-01  1.03778614e+00  9.21986529e-01 
 2.60690566e-02  9.21020423e-01  1.03778607e+00  9.21526949e-01 
 2.60762012e-02  9.23035126e-01  1.03778606e+00  9.21715697e-01 
 2.60846184e-02  9.25348807e-01  1.03778633e+00  9.24897478e-01 
 2.60944378e-02  9.27957908e-01  1.03778661e+00  9.28228508e-01 
 2.61044378e-02  9.30505598e-01  1.03778679e+00  9.30565403e-01 
 2.61144378e-02  9.32932896e-01  1.03778697e+00  9.32869829e-01 
 2.61244378e-02  9.35230224e-01  1.03778716e+00  9.35230557e-01 
 2.61344378e-02  9.37388513e-01  1.03778733e+00  9.37421079e-01 
 2.61444378e-02  9.39399248e-01  1.03778748e+00  9.39432595e-01 
 2.61544378e-02  9.41254491e-01  1.03778762e+00  9.41294811e-01 
 2.61644378e-02  9.42946922e-01  1.03778774e+00  9.42998132e-01 
 2.61744378e-02  9.44469861e-01  1.03778785e+00  9.44529743e-01 
 2.61844378e-02  9.45817298e-01  1.03778794e+00  9.45884697e-01 
 2.61944378e-02  9.46983914e-01  1.03778801e+00  9.47058704e-01 
 2.62044378e-02  9.47965107e-01  1.03778806e+00  9.48047004e-01 
 2.62144378e-02  9.48757003e-01  1.03778810e+00  9.48845678e-01 
 2.62244378e-02  9.49356478e-01  1.03778812e+00  9.49451721e-01 
 2.62344378e-02  9.49761165e-01  1.03778812e+00  9.49862843e-01 
 2.62444378e-02  9.49969468e-01  1.03778809e+00  9.50077500e-01 
 2.62544378e-02  9.49980564e-01  1.03778805e+00  9.50094928e-01 
 2.62644378e-02  9.49794410e-01  1.03778800e+00  9.49915146e-01 
 2.62744378e-02  9.49411740e-01  1.03778792e+00  9.49538952e-01 
 2.62844378e-02  9.48834064e-01  1.03778782e+00  9.48967922e-01 
 2.62944378e-02  9.48063662e-01  1.03778770e+00  9.48204407e-01 
 2.63044378e-02  9.47103575e-01  1.03778757e+00  9.47251528e-01 
 2.63144378e-02  9.45957592e-01  1.03778742e+00  9.46113162e-01 
 2.63244378e-02  9.44630236e-01  1.03778725e+00  9.44793935e-01 
 2.63344378e-02  9.43126744e-01  1.03778706e+00  9.43299209e-01 
 2.63444378e-02  9.41453050e-01  1.03778686e+00  9.41635063e-01 
 2.63544378e-02  9.39615761e-01  1.03778664e+00  9.39808283e-01 
 2.63644378e-02  9.37622126e-01  1.03778640e+00  9.37826347e-01 
 2.63744378e-02  9.35480013e-01  1.03778616e+00  9.35697415e-01 
 2.63844378e-02  9.33197877e-01  1.03778590e+00  9.33430324e-01 
 2.63944378e-02  9.30784725e-01  1.03778562e+00  9.31034603e-01 
 2.64044378e-02  9.28250079e-01  1.03778534e+00  9.28520502e-01 
 2.64144378e-02  9.25603943e-01  1.03778505e+00  9.25899075e-01 
 2.64244378e-02  9.22856760e-01  1.03778474e+00  9.23182345e-01 
 2.64344378e-02  9.20019372e-01  1.03778443e+00  9.20383650e-01 
 2.64444378e-02  9.17102976e-01  1.03778412e+00  9.17518363e-01 
 2.64544378e-02  9.14119083e-01  1.03778379e+00  9.14605495e-01 
 2.64644378e-02  9.11079468e-01  1.03778347e+00  9.11671540e-01 
 2.64744378e-02  9.07996128e-01  1.03778315e+00  9.08760565e-01 
 2.64844378e-02  9.04881230e-01  1.03778284e+00  9.05978690e-01 
 2.64944378e-02  9.01747069e-01  1.03778257e+00  9.03533444e-01 
 2.65044378e-02  8.98606013e-01  1.03778236e+00  9.01819703e-01 
 2.65144378e-02  8.95470458e-01  1.03778223e+00  9.00893387e-01 
 2.65244378e-02  8.92352779e-01  1.03778214e+00  9.00427220e-01 
 2.65317932e-02  8.90078165e-01  1.03778209e+00  9.00142295e-01 
 2.65387523e-02  8.87945535e-01  1.03778195e+00  8.99071828e-01 
 2.65438034e-02  8.86411826e-01  1.03778164e+00  8.96041419e-01 
 2.65503664e-02  8.84439707e-01  1.03778146e+00  8.94471635e-01 
 2.65560151e-02  8.82763412e-01  1.03778161e+00  8.96190184e-01 
 2.65622995e-02  8.80924045e-01  1.03778173e+00  8.97771000e-01 
 2.65690599e-02  8.78978625e-01  1.03778178e+00  8.98551541e-01 
 2.65769499e-02  8.76756392e-01  1.03778178e+00  8.98901212e-01 
 2.65859783e-02  8.74283871e-01  1.03778175e+00  8.99031944e-01 
 2.65959783e-02  8.71642168e-01  1.03778171e+00  8.99084963e-01 
 2.66059783e-02  8.69112381e-01  1.03778168e+00  8.99126611e-01 
 2.66159783e-02  8.66704493e-01  1.03778164e+00  8.99176483e-01 
 2.66259783e-02  8.64428008e-01  1.03778160e+00  8.99233203e-01 
 2.66359783e-02  8.62291908e-01  1.03778157e+00  8.99292762e-01 
 2.66459783e-02  8.60304626e-01  1.03778153e+00  8.99353136e-01 
 2.66559783e-02  8.58474003e-01  1.03778149e+00  8.99414123e-01 
 2.66659783e-02  8.56807264e-01  1.03778146e+00  8.99476417e-01 
 2.66759783e-02  8.55310987e-01  1.03778142e+00  8.99541021e-01 
 2.66859783e-02  8.53991077e-01  1.03778139e+00  8.99608906e-01 
 2.66959783e-02  8.52852743e-01  1.03778135e+00  8.99680709e-01 
 2.67059783e-02  8.51900478e-01  1.03778132e+00  8.99756375e-01 
 2.67159783e-02  8.51138040e-01  1.03778128e+00  8.99834852e-01 
 2.67259783e-02  8.50568438e-01  1.03778125e+00  8.99914062e-01 
 2.67359783e-02  8.50193919e-01  1.03778121e+00  8.99991293e-01 
 2.67459783e-02  8.50015962e-01  1.03778118e+00  9.00063281e-01 
 2.67559783e-02  8.50035270e-01  1.03778114e+00  9.00129362e-01 
 2.67659783e-02  8.50251765e-01  1.03778111e+00  9.00188768e-01 
 2.67759783e-02  8.50664594e-01  1.03778107e+00  9.00241896e-01 
 2.67859783e-02  8.51272128e-01  1.03778103e+00  9.00290067e-01 
 2.67959783e-02  8.52071968e-01  1.03778100e+00  9.00334988e-01 
 2.68059783e-02  8.53060958e-01  1.03778096e+00  9.00378328e-01 
 2.68159783e-02  8.54235195e-01  1.03778092e+00  9.00421482e-01 
 2.68259783e-02  8.55590044e-01  1.03778088e+00  9.00465470e-01 
 2.68359783e-02  8.57120160e-01  1.03778085e+00  9.00510945e-01 
 2.68459783e-02  8.58819503e-01  1.03778081e+00  9.00558239e-01 
 2.68559783e-02  8.60681366e-01  1.03778077e+00  9.00607429e-01 
 2.68659783e-02  8.62698402e-01  1.03778073e+00  9.00658432e-01 
 2.68759783e-02  8.64862650e-01  1.03778070e+00  9.00711089e-01 
 2.68859783e-02  8.67165570e-01  1.03778066e+00  9.00765270e-01 
 2.68959783e-02  8.69598071e-01  1.03778062e+00  9.00820963e-01 
 2.69059783e-02  8.72150556e-01  1.03778059e+00  9.00878372e-01 
 2.69159783e-02  8.74812949e-01  1.03778055e+00  9.00938010e-01 
 2.69259783e-02  8.77574745e-01  1.03778052e+00  9.01000830e-01 
 2.69359783e-02  8.80425042e-01  1.03778048e+00  9.01068420e-01 
 2.69459783e-02  8.83352593e-01  1.03778045e+00  9.01143358e-01 
 2.69559783e-02  8.86345844e-01  1.03778041e+00  9.01229858e-01 
 2.69659783e-02  8.89392981e-01  1.03778038e+00  9.01335005e-01 
 2.69759783e-02  8.92481979e-01  1.03778035e+00  9.01471014e-01 
 2.69859783e-02  8.95600648e-01  1.03778033e+00  9.01658758e-01 
 2.69959783e-02  8.98736679e-01  1.03778031e+00  9.01936061e-01 
 2.70059783e-02  9.01877695e-01  1.03778030e+00  9.02258667e-01 
 2.70159783e-02  9.05011302e-01  1.03778024e+00  9.02058442e-01 
 2.70259783e-02  9.08125130e-01  1.03778010e+00  9.00997907e-01 
 2.70327628e-02  9.10220203e-01  1.03778001e+00  9.00437186e-01 
 2.70397197e-02  9.12349168e-01  1.03777996e+00  9.00216752e-01 
 2.70444686e-02  9.13789169e-01  1.03777998e+00  9.00591094e-01 
 2.70497433e-02  9.15374134e-01  1.03778074e+00  9.08816617e-01 
 2.70548492e-02  9.16892312e-01  1.03778157e+00  9.17598614e-01 
 2.70588614e-02  9.18073180e-01  1.03778177e+00  9.19953737e-01 
 2.70635188e-02  9.19429487e-01  1.03778195e+00  9.21986528e-01 
 2.70690566e-02  9.21020422e-01  1.03778188e+00  9.21526949e-01 
 2.70762012e-02  9.23035125e-01  1.03778187e+00  9.21715696e-01 
 2.70846184e-02  9.25348806e-01  1.03778214e+00  9.24897477e-01 
 2.70944378e-02  9.27957907e-01  1.03778242e+00  9.28228507e-01 
 2.71044378e-02  9.30505597e-01  1.03778260e+00  9.30565402e-01 
 2.71144378e-02  9.32932895e-01  1.03778278e+00  9.32869827e-01 
 2.71244378e-02  9.35230223e-01  1.03778297e+00  9.35230556e-01 
 2.71344378e-02  9.37388512e-01  1.03778314e+00  9.37421078e-01 
 2.71444378e-02  9.39399247e-01  1.03778329e+00  9.39432594e-01 
 2.71544378e-02  9.41254490e-01  1.03778343e+00  9.41294810e-01 
 2.71644378e-02  9.42946921e-01  1.03778355e+00  9.42998132e-01 
 2.71744378e-02  9.44469860e-01  1.03778366e+00  9.44529742e-01 
 2.71844378e-02  9.45817297e-01  1.03778375e+00  9.45884696e-01 
 2.71944378e-02  9.46983914e-01  1.03778382e+00  9.47058704e-01 
 2.72044378e-02  9.47965107e-01  1.03778387e+00  9.48047003e-01 
 2.72144378e-02  9.48757003e-01  1.03778391e+00  9.48845678e-01 
 2.72244378e-02  9.49356478e-01  1.03778393e+00  9.49451721e-01 
 2.72344378e-02  9.49761165e-01  1.03778393e+00  9.49862843e-01 
 2.72444378e-02  9.49969468e-01  1.03778390e+00  9.50077499e-01 
 2.72544378e-02  9.49980564e-01  1.03778386e+00  9.50094928e-01 
 2.72644378e-02  9.49794410e-01  1.03778380e+00  9.49915146e-01 
 2.72744378e-02  9.49411740e-01  1.03778373e+00  9.49538952e-01 
 2.72844378e-02  9.48834064e-01  1.03778363e+00  9.48967922e-01 
 2.72944378e-02  9.48063663e-01  1.03778351e+00  9.48204408e-01 
 2.73044378e-02  9.47103576e-01  1.03778338e+00  9.47251528e-01 
 2.73144378e-02  9.45957593e-01  1.03778323e+00  9.46113162e-01 
 2.73244378e-02  9.44630236e-01  1.03778306e+00  9.44793936e-01 
 2.73344378e-02  9.43126744e-01  1.03778287e+00  9.43299210e-01 
 2.73444378e-02  9.41453051e-01  1.03778267e+00  9.41635064e-01 
 2.73544378e-02  9.39615761e-01  1.03778245e+00  9.39808284e-01 
 2.73644378e-02  9.37622127e-01  1.03778221e+00  9.37826348e-01 
 2.73744378e-02  9.35480014e-01  1.03778197e+00  9.35697416e-01 
 2.73844378e-02  9.33197879e-01  1.03778171e+00  9.33430325e-01 
 2.73944378e-02  9.30784726e-01  1.03778143e+00  9.31034604e-01 
 2.74044378e-02  9.28250080e-01  1.03778115e+00  9.28520503e-01 
 2.74144378e-02  9.25603944e-01  1.03778086e+00  9.25899076e-01 
 2.74244378e-02  9.22856761e-01  1.03778055e+00  9.23182346e-01 
 2.74344378e-02  9.20019373e-01  1.03778024e+00  9.20383651e-01 
 2.74444378e-02  9.17102977e-01  1.03777993e+00  9.17518364e-01 
 2.74544378e-02  9.14119084e-01  1.03777960e+00  9.14605497e-01 
 2.74644378e-02  9.11079470e-01  1.03777928e+00  9.11671541e-01 
 2.74744378e-02  9.07996129e-01  1.03777896e+00  9.08760566e-01 
 2.74844378e-02  9.04881232e-01  1.03777865e+00  9.05978691e-01 
 2.74944378e-02  9.01747070e-01  1.03777838e+00  9.03533445e-01 
 2.75044378e-02  8.98606014e-01  1.03777817e+00  9.01819704e-01 
 2.75144378e-02  8.95470459e-01  1.03777804e+00  9.00893387e-01 
 2.75244378e-02  8.92352780e-01  1.03777795e+00  9.00427220e-01 
 2.75317932e-02  8.90078166e-01  1.03777789e+00  9.00142295e-01 
 2.75387523e-02  8.87945536e-01  1.03777776e+00  8.99071829e-01 
 2.75438034e-02  8.86411827e-01  1.03777745e+00  8.96041420e-01 
 2.75503664e-02  8.84439708e-01  1.03777727e+00  8.94471634e-01 
 2.75560151e-02  8.82763413e-01  1.03777741e+00  8.96190183e-01 
 2.75622995e-02  8.80924046e-01  1.03777754e+00  8.97771000e-01 
 2.75690599e-02  8.78978625e-01  1.03777759e+00  8.98551541e-01 
 2.75769499e-02  8.76756392e-01  1.03777759e+00  8.98901212e-01 
 2.75859783e-02  8.74283871e-01  1.03777756e+00  8.99031944e-01 
 2.75959783e-02  8.71642169e-01  1.03777752e+00  8.99084963e-01 
 2.76059783e-02  8.69112382e-01  1.03777749e+00  8.99126611e-01 
 2.76159783e-02  8.66704494e-01  1.03777745e+00  8.99176483e-01 
 2.76259783e-02  8.64428008e-01  1.03777741e+00  8.99233203e-01 
 2.76359783e-02  8.62291909e-01  1.03777738e+00  8.99292762e-01 
 2.76459783e-02  8.60304626e-01  1.03777734e+00  8.99353136e-01 
 2.76559783e-02  8.58474003e-01  1.03777730e+00  8.99414122e-01 
 2.76659783e-02  8.56807264e-01  1.03777727e+00  8.99476417e-01 
 2.76759783e-02  8.55310987e-01  1.03777723e+00  8.99541021e-01 
 2.76859783e-02  8.53991077e-01  1.03777720e+00  8.99608906e-01 
 2.76959783e-02  8.52852743e-01  1.03777716e+00  8.99680709e-01 
 2.77059783e-02  8.51900478e-01  1.03777713e+00  8.99756375e-01 
 2.77159783e-02  8.51138040e-01  1.03777709e+00  8.99834852e-01 
 2.77259783e-02  8.50568438e-01  1.03777706e+00  8.99914062e-01 
 2.77359783e-02  8.50193919e-01  1.03777702e+00  8.99991293e-01 
 2.77459783e-02  8.50015962e-01  1.03777699e+00  9.00063281e-01 
 2.77559783e-02  8.50035270e-01  1.03777695e+00  9.00129362e-01 
 2.77659783e-02  8.50251765e-01  1.03777692e+00  9.00188768e-01 
 2.77759783e-02  8.50664594e-01  1.03777688e+00  9.00241896e-01 
 2.77859783e-02  8.51272127e-01  1.03777684e+00  9.00290067e-01 
 2.77959783e-02  8.52071967e-01  1.03777681e+00  9.00334988e-01 
 2.78059783e-02  8.53060957e-01  1.03777677e+00  9.00378328e-01 
 2.78159783e-02  8.54235194e-01  1.03777673e+00  9.00421482e-01 
 2.78259783e-02  8.55590044e-01  1.03777669e+00  9.00465470e-01 
 2.78359783e-02  8.57120159e-01  1.03777666e+00  9.00510945e-01 
 2.78459783e-02  8.58819502e-01  1.03777662e+00  9.00558238e-01 
 2.78559783e-02  8.60681365e-01  1.03777658e+00  9.00607429e-01 
 2.78659783e-02  8.62698401e-01  1.03777654e+00  9.00658432e-01 
 2.78759783e-02  8.64862650e-01  1.03777651e+00  9.00711089e-01 
 2.78859783e-02  8.67165569e-01  1.03777647e+00  9.00765270e-01 
 2.78959783e-02  8.69598071e-01  1.03777643e+00  9.00820963e-01 
 2.79059783e-02  8.72150555e-01  1.03777640e+00  9.00878372e-01 
 2.79159783e-02  8.74812949e-01  1.03777636e+00  9.00938010e-01 
 2.79259783e-02  8.77574744e-01  1.03777632e+00  9.01000830e-01 
 2.79359783e-02  8.80425042e-01  1.03777629e+00  9.01068420e-01 
 2.79459783e-02  8.83352592e-01  1.03777625e+00  9.01143358e-01 
 2.79559783e-02  8.86345843e-01  1.03777622e+00  9.01229858e-01 
 2.79659783e-02  8.89392980e-01  1.03777619e+00  9.01335005e-01 
 2.79759783e-02  8.92481979e-01  1.03777616e+00  9.01471014e-01 
 2.79859783e-02  8.95600647e-01  1.03777614e+00  9.01658758e-01 
 2.79959783e-02  8.98736678e-01  1.03777612e+00  9.01936061e-01 
 2.80059783e-02  9.01877695e-01  1.03777611e+00  9.02258667e-01 
 2.80159783e-02  9.05011301e-01  1.03777605e+00  9.02058442e-01 
 2.80259783e-02  9.08125130e-01  1.03777591e+00  9.00997907e-01 
 2.80327628e-02  9.10220203e-01  1.03777582e+00  9.00437186e-01 
 2.80397197e-02  9.12349168e-01  1.03777577e+00  9.00216752e-01 
 2.80444686e-02  9.13789169e-01  1.03777579e+00  9.00591094e-01 
 2.80497433e-02  9.15374134e-01  1.03777655e+00  9.08816618e-01 
 2.80548492e-02  9.16892312e-01  1.03777737e+00  9.17598615e-01 
 2.80588614e-02  9.18073180e-01  1.03777758e+00  9.19953737e-01 
 2.80635188e-02  9.19429487e-01  1.03777776e+00  9.21986529e-01 
 2.80690566e-02  9.21020423e-01  1.03777769e+00  9.21526949e-01 
 2.80762012e-02  9.23035126e-01  1.03777768e+00  9.21715696e-01 
 2.80846184e-02  9.25348807e-01  1.03777795e+00  9.24897478e-01 
 2.80944378e-02  9.27957908e-01  1.03777823e+00  9.28228508e-01 
 2.81044378e-02  9.30505598e-01  1.03777841e+00  9.30565403e-01 
 2.81144378e-02  9.32932896e-01  1.03777859e+00  9.32869828e-01 
 2.81244378e-02  9.35230223e-01  1.03777878e+00  9.35230557e-01 
 2.81344378e-02  9.37388513e-01  1.03777895e+00  9.37421079e-01 
 2.81444378e-02  9.39399247e-01  1.03777910e+00  9.39432594e-01 
 2.81544378e-02  9.41254491e-01  1.03777924e+00  9.41294810e-01 
 2.81644378e-02  9.42946922e-01  1.03777936e+00  9.42998132e-01 
 2.81744378e-02  9.44469861e-01  1.03777947e+00  9.44529742e-01 
 2.81844378e-02  9.45817297e-01  1.03777956e+00  9.45884697e-01 
 2.81944378e-02  9.46983914e-01  1.03777963e+00  9.47058704e-01 
 2.82044378e-02  9.47965107e-01  1.03777968e+00  9.48047004e-01 
 2.82144378e-02  9.48757003e-01  1.03777972e+00  9.48845678e-01 
 2.82244378e-02  9.49356478e-01  1.03777974e+00  9.49451721e-01 
 2.82344378e-02  9.49761165e-01  1.03777973e+00  9.49862843e-01 
 2.82444378e-02  9.49969468e-01  1.03777971e+00  9.50077500e-01 
 2.82544378e-02  9.49980564e-01  1.03777967e+00  9.50094928e-01 
 2.82644378e-02  9.49794410e-01  1.03777961e+00  9.49915146e-01 
 2.82744378e-02  9.49411740e-01  1.03777954e+00  9.49538952e-01 
 2.82844378e-02  9.48834064e-01  1.03777944e+00  9.48967922e-01 
 2.82944378e-02  9.48063662e-01  1.03777932e+00  9.48204407e-01 
 2.83044378e-02  9.47103576e-01  1.03777919e+00  9.47251528e-01 
 2.83144378e-02  9.45957593e-01  1.03777904e+00  9.46113162e-01 
 2.83244378e-02  9.44630236e-01  1.03777887e+00  9.44793935e-01 
 2.83344378e-02  9.43126744e-01  1.03777868e+00  9.43299209e-01 
 2.83444378e-02  9.41453051e-01  1.03777848e+00  9.41635063e-01 
 2.83544378e-02  9.39615761e-01  1.03777826e+00  9.39808284e-01 
 2.83644378e-02  9.37622126e-01  1.03777802e+00  9.37826348e-01 
 2.83744378e-02  9.35480014e-01  1.03777778e+00  9.35697415e-01 
 2.83844378e-02  9.33197878e-01  1.03777752e+00  9.33430325e-01 
 2.83944378e-02  9.30784725e-01  1.03777724e+00  9.31034604e-01 
 2.84044378e-02  9.28250079e-01  1.03777696e+00  9.28520502e-01 
 2.84144378e-02  9.25603943e-01  1.03777667e+00  9.25899075e-01 
 2.84244378e-02  9.22856760e-01  1.03777636e+00  9.23182345e-01 
 2.84344378e-02  9.20019372e-01  1.03777605e+00  9.20383650e-01 
 2.84444378e-02  9.17102977e-01  1.03777573e+00  9.17518364e-01 
 2.84544378e-02  9.14119083e-01  1.03777541e+00  9.14605496e-01 
 2.84644378e-02  9.11079469e-01  1.03777509e+00  9.11671540e-01 
 2.84744378e-02  9.07996128e-01  1.03777477e+00  9.08760565e-01 
 2.84844378e-02  9.04881231e-01  1.03777446e+00  9.05978690e-01 
 2.84944378e-02  9.01747069e-01  1.03777419e+00  9.03533445e-01 
 2.85044378e-02  8.98606013e-01  1.03777398e+00  9.01819703e-01 
 2.85144378e-02  8.95470458e-01  1.03777385e+00  9.00893387e-01 
 2.85244378e-02  8.92352779e-01  1.03777376e+00  9.00427220e-01 
 2.85317932e-02  8.90078165e-01  1.03777370e+00  9.00142295e-01 
 2.85387523e-02  8.87945535e-01  1.03777357e+00  8.99071828e-01 
 2.85438034e-02  8.86411827e-01  1.03777326e+00  8.96041420e-01 
 2.85503664e-02  8.84439707e-01  1.03777308e+00  8.94471635e-01 
 2.85560151e-02  8.82763413e-01  1.03777322e+00  8.96190183e-01 
 2.85622995e-02  8.80924045e-01  1.03777335e+00  8.97771000e-01 
 2.85690599e-02  8.78978625e-01  1.03777340e+00  8.98551541e-01 
 2.85769499e-02  8.76756392e-01  1.03777340e+00  8.98901212e-01 
 2.85859783e-02  8.74283871e-01  1.03777337e+00  8.99031944e-01 
 2.85959783e-02  8.71642168e-01  1.03777333e+00  8.99084963e-01 
 2.86059783e-02  8.69112381e-01  1.03777330e+00  8.99126611e-01 
 2.86159783e-02  8.66704493e-01  1.03777326e+00  8.99176483e-01 
 2.86259783e-02  8.64428008e-01  1.03777322e+00  8.99233203e-01 
 2.86359783e-02  8.62291908e-01  1.03777319e+00  8.99292762e-01 
 2.86459783e-02  8.60304626e-01  1.03777315e+00  8.99353136e-01 
 2.86559783e-02  8.58474003e-01  1.03777311e+00  8.99414122e-01 
 2.86659783e-02  8.56807264e-01  1.03777308e+00  8.99476417e-01 
 2.86759783e-02  8.55310987e-01  1.03777304e+00  8.99541021e-01 
 2.86859783e-02  8.53991077e-01  1.03777301e+00  8.99608906e-01 
 2.86959783e-02  8.52852743e-01  1.03777297e+00  8.99680709e-01 
 2.87059783e-02  8.51900478e-01  1.03777294e+00  8.99756375e-01 
 2.87159783e-02  8.51138040e-01  1.03777290e+00  8.99834852e-01 
 2.87259783e-02  8.50568438e-01  1.03777287e+00  8.99914062e-01 
 2.87359783e-02  8.50193919e-01  1.03777283e+00  8.99991293e-01 
 2.87459783e-02  8.50015962e-01  1.03777280e+00  9.00063281e-01 
 2.87559783e-02  8.50035270e-01  1.03777276e+00  9.00129362e-01 
 2.87659783e-02  8.50251765e-01  1.03777273e+00  9.00188768e-01 
 2.87759783e-02  8.50664594e-01  1.03777269e+00  9.00241896e-01 
 2.87859783e-02  8.51272128e-01  1.03777265e+00  9.00290067e-01 
 2.87959783e-02  8.52071967e-01  1.03777262e+00  9.00334988e-01 
 2.88059783e-02  8.53060957e-01  1.03777258e+00  9.00378328e-01 
 2.88159783e-02  8.54235194e-01  1.03777254e+00  9.00421482e-01 
 2.88259783e-02  8.55590044e-01  1.03777250e+00  9.00465470e-01 
 2.88359783e-02  8.57120160e-01  1.03777246e+00  9.00510945e-01 
 2.88459783e-02  8.58819502e-01  1.03777243e+00  9.00558238e-01 
 2.88559783e-02  8.60681366e-01  1.03777239e+00  9.00607429e-01 
 2.88659783e-02  8.62698402e-01  1.03777235e+00  9.00658432e-01 
 2.88759783e-02  8.64862650e-01  1.03777232e+00  9.00711089e-01 
 2.88859783e-02  8.67165569e-01  1.03777228e+00  9.00765270e-01 
 2.88959783e-02  8.69598071e-01  1.03777224e+00  9.00820963e-01 
 2.89059783e-02  8.72150556e-01  1.03777221e+00  9.00878372e-01 
 2.89159783e-02  8.74812949e-01  1.03777217e+00  9.00938010e-01 
 2.89259783e-02  8.77574744e-01  1.03777213e+00  9.01000830e-01 
 2.89359783e-02  8.80425042e-01  1.03777210e+00  9.01068420e-01 
 2.89459783e-02  8.83352593e-01  1.03777206e+00  9.01143358e-01 
 2.89559783e-02  8.86345843e-01  1.03777203e+00  9.01229858e-01 
 2.89659783e-02  8.89392981e-01  1.03777200e+00  9.01335005e-01 
 2.89759783e-02  8.92481979e-01  1.03777197e+00  9.01471014e-01 
 2.89859783e-02  8.95600648e-01  1.03777195e+00  9.01658758e-01 
 2.89959783e-02  8.98736679e-01  1.03777193e+00  9.01936061e-01 
 2.90059783e-02  9.01877695e-01  1.03777192e+00  9.02258667e-01 
 2.90159783e-02  9.05011301e-01  1.03777186e+00  9.02058442e-01 
 2.90259783e-02  9.08125130e-01  1.03777172e+00  9.00997907e-01 
 2.90327628e-02  9.10220203e-01  1.03777163e+00  9.00437186e-01 
 2.90397197e-02  9.12349168e-01  1.03777158e+00  9.00216752e-01 
 2.90444686e-02  9.13789169e-01  1.03777160e+00  9.00591094e-01 
 2.90497433e-02  9.15374134e-01  1.03777236e+00  9.08816618e-01 
 2.90548492e-02  9.16892312e-01  1.03777318e+00  9.17598615e-01 
 2.90588614e-02  9.18073180e-01  1.03777339e+00  9.19953737e-01 
 2.90635188e-02  9.19429487e-01  1.03777357e+00  9.21986528e-01 
 2.90690566e-02  9.21020422e-01  1.03777350e+00  9.21526949e-01 
 2.90762012e-02  9.23035126e-01  1.03777349e+00  9.21715696e-01 
 2.90846184e-02  9.25348806e-01  1.03777376e+00  9.24897477e-01 
 2.90944378e-02  9.27957907e-01  1.03777404e+00  9.28228507e-01 
 2.91044378e-02  9.30505597e-01  1.03777422e+00  9.30565402e-01 
 2.91144378e-02  9.32932896e-01  1.03777440e+00  9.32869828e-01 
 2.91244378e-02  9.35230223e-01  1.03777459e+00  9.35230557e-01 
 2.91344378e-02  9.37388513e-01  1.03777476e+00  9.37421078e-01 
 2.91444378e-02  9.39399247e-01  1.03777491e+00  9.39432594e-01 
 2.91544378e-02  9.41254490e-01  1.03777505e+00  9.41294810e-01 
 2.91644378e-02  9.42946921e-01  1.03777517e+00  9.42998132e-01 
 2.91744378e-02  9.44469860e-01  1.03777528e+00  9.44529742e-01 
 2.91844378e-02  9.45817297e-01  1.03777537e+00  9.45884696e-01 
 2.91944378e-02  9.46983914e-01  1.03777544e+00  9.47058704e-01 
 2.92044378e-02  9.47965107e-01  1.03777549e+00  9.48047004e-01 
 2.92144378e-02  9.48757003e-01  1.03777553e+00  9.48845678e-01 
 2.92244378e-02  9.49356478e-01  1.03777555e+00  9.49451721e-01 
 2.92344378e-02  9.49761165e-01  1.03777554e+00  9.49862843e-01 
 2.92444378e-02  9.49969468e-01  1.03777552e+00  9.50077499e-01 
 2.92544378e-02  9.49980564e-01  1.03777548e+00  9.50094928e-01 
 2.92644378e-02  9.49794410e-01  1.03777542e+00  9.49915146e-01 
 2.92744378e-02  9.49411740e-01  1.03777535e+00  9.49538952e-01 
 2.92844378e-02  9.48834064e-01  1.03777525e+00  9.48967922e-01 
 2.92944378e-02  9.48063663e-01  1.03777513e+00  9.48204408e-01 
 2.93044378e-02  9.47103576e-01  1.03777500e+00  9.47251528e-01 
 2.93144378e-02  9.45957593e-01  1.03777484e+00  9.46113162e-01 
 2.93244378e-02  9.44630236e-01  1.03777468e+00  9.44793936e-01 
 2.93344378e-02  9.43126744e-01  1.03777449e+00  9.43299209e-01 
 2.93444378e-02  9.41453051e-01  1.03777429e+00  9.41635064e-01 
 2.93544378e-02  9.39615761e-01  1.03777407e+00  9.39808284e-01 
 2.93644378e-02  9.37622126e-01  1.03777383e+00  9.37826348e-01 
 2.93744378e-02  9.35480014e-01  1.03777359e+00  9.35697416e-01 
 2.93844378e-02  9.33197878e-01  1.03777333e+00  9.33430325e-01 
 2.93944378e-02  9.30784726e-01  1.03777305e+00  9.31034604e-01 
