 1.00000000e+00  6.98458269e+01  1.00000000e+00 -4.55362151e-02 
 1.01157945e+00  6.98458269e+01  1.01157945e+00 -4.60700199e-02 
 1.02329299e+00  6.98458269e+01  1.02329299e+00 -4.66099312e-02 
 1.03514217e+00  6.98458268e+01  1.03514217e+00 -4.71560206e-02 
 1.04712855e+00  6.98458268e+01  1.04712855e+00 -4.77083605e-02 
 1.05925373e+00  6.98458267e+01  1.05925373e+00 -4.82670241e-02 
 1.07151931e+00  6.98458267e+01  1.07151931e+00 -4.88320854e-02 
 1.08392691e+00  6.98458267e+01  1.08392691e+00 -4.94036193e-02 
 1.09647820e+00  6.98458266e+01  1.09647820e+00 -4.99817017e-02 
 1.10917482e+00  6.98458266e+01  1.10917482e+00 -5.05664090e-02 
 1.12201845e+00  6.98458265e+01  1.12201845e+00 -5.11578189e-02 
 1.13501082e+00  6.98458265e+01  1.13501082e+00 -5.17560096e-02 
 1.14815362e+00  6.98458264e+01  1.14815362e+00 -5.23610606e-02 
 1.16144861e+00  6.98458264e+01  1.16144861e+00 -5.29730520e-02 
 1.17489755e+00  6.98458263e+01  1.17489755e+00 -5.35920648e-02 
 1.18850223e+00  6.98458263e+01  1.18850223e+00 -5.42181813e-02 
 1.20226443e+00  6.98458262e+01  1.20226443e+00 -5.48514843e-02 
 1.21618600e+00  6.98458262e+01  1.21618600e+00 -5.54920578e-02 
 1.23026877e+00  6.98458261e+01  1.23026877e+00 -5.61399867e-02 
 1.24451461e+00  6.98458260e+01  1.24451461e+00 -5.67953569e-02 
 1.25892541e+00  6.98458260e+01  1.25892541e+00 -5.74582552e-02 
 1.27350308e+00  6.98458259e+01  1.27350308e+00 -5.81287696e-02 
 1.28824955e+00  6.98458259e+01  1.28824955e+00 -5.88069888e-02 
 1.30316678e+00  6.98458258e+01  1.30316678e+00 -5.94930029e-02 
 1.31825674e+00  6.98458257e+01  1.31825674e+00 -6.01869027e-02 
 1.33352143e+00  6.98458257e+01  1.33352143e+00 -6.08887801e-02 
 1.34896288e+00  6.98458256e+01  1.34896288e+00 -6.15987283e-02 
 1.36458314e+00  6.98458255e+01  1.36458314e+00 -6.23168414e-02 
 1.38038426e+00  6.98458255e+01  1.38038426e+00 -6.30432145e-02 
 1.39636836e+00  6.98458254e+01  1.39636836e+00 -6.37779438e-02 
 1.41253754e+00  6.98458253e+01  1.41253754e+00 -6.45211269e-02 
 1.42889396e+00  6.98458252e+01  1.42889396e+00 -6.52728621e-02 
 1.44543977e+00  6.98458252e+01  1.44543977e+00 -6.60332492e-02 
 1.46217717e+00  6.98458251e+01  1.46217717e+00 -6.68023889e-02 
 1.47910839e+00  6.98458250e+01  1.47910839e+00 -6.75803832e-02 
 1.49623566e+00  6.98458249e+01  1.49623566e+00 -6.83673352e-02 
 1.51356125e+00  6.98458248e+01  1.51356125e+00 -6.91633491e-02 
 1.53108746e+00  6.98458247e+01  1.53108746e+00 -6.99685306e-02 
 1.54881662e+00  6.98458247e+01  1.54881662e+00 -7.07829864e-02 
 1.56675107e+00  6.98458246e+01  1.56675107e+00 -7.16068243e-02 
 1.58489319e+00  6.98458245e+01  1.58489319e+00 -7.24401536e-02 
 1.60324539e+00  6.98458244e+01  1.60324539e+00 -7.32830847e-02 
 1.62181010e+00  6.98458243e+01  1.62181010e+00 -7.41357295e-02 
 1.64058977e+00  6.98458242e+01  1.64058977e+00 -7.49982008e-02 
 1.65958691e+00  6.98458241e+01  1.65958691e+00 -7.58706131e-02 
 1.67880402e+00  6.98458240e+01  1.67880402e+00 -7.67530819e-02 
 1.69824365e+00  6.98458239e+01  1.69824365e+00 -7.76457242e-02 
 1.71790839e+00  6.98458238e+01  1.71790839e+00 -7.85486583e-02 
 1.73780083e+00  6.98458236e+01  1.73780083e+00 -7.94620040e-02 
 1.75792361e+00  6.98458235e+01  1.75792361e+00 -8.03858822e-02 
 1.77827941e+00  6.98458234e+01  1.77827941e+00 -8.13204155e-02 
 1.79887092e+00  6.98458233e+01  1.79887092e+00 -8.22657277e-02 
 1.81970086e+00  6.98458232e+01  1.81970086e+00 -8.32219442e-02 
 1.84077200e+00  6.98458230e+01  1.84077200e+00 -8.41891915e-02 
 1.86208714e+00  6.98458229e+01  1.86208714e+00 -8.51675981e-02 
 1.88364909e+00  6.98458228e+01  1.88364909e+00 -8.61572934e-02 
 1.90546072e+00  6.98458226e+01  1.90546072e+00 -8.71584088e-02 
 1.92752491e+00  6.98458225e+01  1.92752491e+00 -8.81710770e-02 
 1.94984460e+00  6.98458224e+01  1.94984460e+00 -8.91954321e-02 
 1.97242274e+00  6.98458222e+01  1.97242274e+00 -9.02316099e-02 
 1.99526231e+00  6.98458221e+01  1.99526231e+00 -9.12797478e-02 
 2.01836636e+00  6.98458219e+01  2.01836636e+00 -9.23399847e-02 
 2.04173794e+00  6.98458218e+01  2.04173794e+00 -9.34124611e-02 
 2.06538016e+00  6.98458216e+01  2.06538016e+00 -9.44973192e-02 
 2.08929613e+00  6.98458214e+01  2.08929613e+00 -9.55947028e-02 
 2.11348904e+00  6.98458213e+01  2.11348904e+00 -9.67047573e-02 
 2.13796209e+00  6.98458211e+01  2.13796209e+00 -9.78276299e-02 
 2.16271852e+00  6.98458209e+01  2.16271852e+00 -9.89634694e-02 
 2.18776162e+00  6.98458207e+01  2.18776162e+00 -1.00112426e-01 
 2.21309471e+00  6.98458206e+01  2.21309471e+00 -1.01274653e-01 
 2.23872114e+00  6.98458204e+01  2.23872114e+00 -1.02450304e-01 
 2.26464431e+00  6.98458202e+01  2.26464431e+00 -1.03639534e-01 
 2.29086765e+00  6.98458200e+01  2.29086765e+00 -1.04842501e-01 
 2.31739465e+00  6.98458198e+01  2.31739465e+00 -1.06059365e-01 
 2.34422882e+00  6.98458196e+01  2.34422882e+00 -1.07290287e-01 
 2.37137371e+00  6.98458194e+01  2.37137371e+00 -1.08535431e-01 
 2.39883292e+00  6.98458192e+01  2.39883292e+00 -1.09794960e-01 
 2.42661010e+00  6.98458189e+01  2.42661010e+00 -1.11069043e-01 
 2.45470892e+00  6.98458187e+01  2.45470892e+00 -1.12357848e-01 
 2.48313311e+00  6.98458185e+01  2.48313311e+00 -1.13661545e-01 
 2.51188643e+00  6.98458183e+01  2.51188643e+00 -1.14980308e-01 
 2.54097271e+00  6.98458180e+01  2.54097271e+00 -1.16314312e-01 
 2.57039578e+00  6.98458178e+01  2.57039578e+00 -1.17663733e-01 
 2.60015956e+00  6.98458175e+01  2.60015956e+00 -1.19028750e-01 
 2.63026799e+00  6.98458173e+01  2.63026799e+00 -1.20409544e-01 
 2.66072506e+00  6.98458170e+01  2.66072506e+00 -1.21806298e-01 
 2.69153480e+00  6.98458167e+01  2.69153480e+00 -1.23219198e-01 
 2.72270131e+00  6.98458164e+01  2.72270131e+00 -1.24648430e-01 
 2.75422870e+00  6.98458162e+01  2.75422870e+00 -1.26094183e-01 
 2.78612117e+00  6.98458159e+01  2.78612117e+00 -1.27556651e-01 
 2.81838293e+00  6.98458156e+01  2.81838293e+00 -1.29036026e-01 
 2.85101827e+00  6.98458153e+01  2.85101827e+00 -1.30532504e-01 
 2.88403150e+00  6.98458150e+01  2.88403150e+00 -1.32046284e-01 
 2.91742701e+00  6.98458146e+01  2.91742701e+00 -1.33577567e-01 
 2.95120923e+00  6.98458143e+01  2.95120923e+00 -1.35126555e-01 
 2.98538262e+00  6.98458140e+01  2.98538262e+00 -1.36693454e-01 
 3.01995172e+00  6.98458137e+01  3.01995172e+00 -1.38278471e-01 
 3.05492111e+00  6.98458133e+01  3.05492111e+00 -1.39881817e-01 
 3.09029543e+00  6.98458129e+01  3.09029543e+00 -1.41503704e-01 
 3.12607937e+00  6.98458126e+01  3.12607937e+00 -1.43144347e-01 
 3.16227766e+00  6.98458122e+01  3.16227766e+00 -1.44803964e-01 
 3.19889511e+00  6.98458118e+01  3.19889511e+00 -1.46482774e-01 
 3.23593657e+00  6.98458114e+01  3.23593657e+00 -1.48181000e-01 
 3.27340695e+00  6.98458110e+01  3.27340695e+00 -1.49898867e-01 
 3.31131121e+00  6.98458106e+01  3.31131121e+00 -1.51636603e-01 
 3.34965439e+00  6.98458102e+01  3.34965439e+00 -1.53394438e-01 
 3.38844156e+00  6.98458098e+01  3.38844156e+00 -1.55172605e-01 
