 0.00000000e+00  1.82391296e-01  0.00000000e+00  2.45098405e-06  0.00000000e+00  2.45098405e-06  0.00000000e+00  2.45098405e-06  0.00000000e+00  2.45098405e-06  0.00000000e+00  2.45098405e-06  0.00000000e+00  2.45098405e-06  0.00000000e+00  2.45098405e-06  0.00000000e+00  2.45098405e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-09  1.82391296e-01  1.00000000e-09  2.45098405e-06  1.00000000e-09  2.45098405e-06  1.00000000e-09  2.45098405e-06  1.00000000e-09  2.45098405e-06  1.00000000e-09  2.45098405e-06  1.00000000e-09  2.45098405e-06  1.00000000e-09  2.45098405e-06  1.00000000e-09  2.45098405e-06  1.00000000e-09  0.00000000e+00  1.00000000e-09  0.00000000e+00 
 2.00000000e-09  1.82391296e-01  2.00000000e-09  2.45098405e-06  2.00000000e-09  2.45098405e-06  2.00000000e-09  2.45098405e-06  2.00000000e-09  2.45098405e-06  2.00000000e-09  2.45098405e-06  2.00000000e-09  2.45098405e-06  2.00000000e-09  2.45098405e-06  2.00000000e-09  2.45098405e-06  2.00000000e-09  0.00000000e+00  2.00000000e-09  0.00000000e+00 
 4.00000000e-09  1.82391296e-01  4.00000000e-09  2.45098405e-06  4.00000000e-09  2.45098405e-06  4.00000000e-09  2.45098405e-06  4.00000000e-09  2.45098405e-06  4.00000000e-09  2.45098405e-06  4.00000000e-09  2.45098405e-06  4.00000000e-09  2.45098405e-06  4.00000000e-09  2.45098405e-06  4.00000000e-09  0.00000000e+00  4.00000000e-09  0.00000000e+00 
 8.00000000e-09  1.82391296e-01  8.00000000e-09  2.45098405e-06  8.00000000e-09  2.45098405e-06  8.00000000e-09  2.45098405e-06  8.00000000e-09  2.45098405e-06  8.00000000e-09  2.45098405e-06  8.00000000e-09  2.45098405e-06  8.00000000e-09  2.45098405e-06  8.00000000e-09  2.45098405e-06  8.00000000e-09  0.00000000e+00  8.00000000e-09  0.00000000e+00 
 1.60000000e-08  1.82391296e-01  1.60000000e-08  2.45098405e-06  1.60000000e-08  2.45098405e-06  1.60000000e-08  2.45098405e-06  1.60000000e-08  2.45098405e-06  1.60000000e-08  2.45098405e-06  1.60000000e-08  2.45098405e-06  1.60000000e-08  2.45098405e-06  1.60000000e-08  2.45098405e-06  1.60000000e-08  0.00000000e+00  1.60000000e-08  0.00000000e+00 
 3.20000000e-08  1.82391296e-01  3.20000000e-08  2.45098405e-06  3.20000000e-08  2.45098405e-06  3.20000000e-08  2.45098405e-06  3.20000000e-08  2.45098405e-06  3.20000000e-08  2.45098405e-06  3.20000000e-08  2.45098405e-06  3.20000000e-08  2.45098405e-06  3.20000000e-08  2.45098405e-06  3.20000000e-08  0.00000000e+00  3.20000000e-08  0.00000000e+00 
 6.40000000e-08  1.82391296e-01  6.40000000e-08  2.45098405e-06  6.40000000e-08  2.45098405e-06  6.40000000e-08  2.45098405e-06  6.40000000e-08  2.45098405e-06  6.40000000e-08  2.45098405e-06  6.40000000e-08  2.45098405e-06  6.40000000e-08  2.45098405e-06  6.40000000e-08  2.45098405e-06  6.40000000e-08  0.00000000e+00  6.40000000e-08  0.00000000e+00 
 1.28000000e-07  1.82391296e-01  1.28000000e-07  2.45098405e-06  1.28000000e-07  2.45098405e-06  1.28000000e-07  2.45098405e-06  1.28000000e-07  2.45098405e-06  1.28000000e-07  2.45098405e-06  1.28000000e-07  2.45098405e-06  1.28000000e-07  2.45098405e-06  1.28000000e-07  2.45098405e-06  1.28000000e-07  0.00000000e+00  1.28000000e-07  0.00000000e+00 
 2.28000000e-07  1.82391296e-01  2.28000000e-07  2.45098405e-06  2.28000000e-07  2.45098405e-06  2.28000000e-07  2.45098405e-06  2.28000000e-07  2.45098405e-06  2.28000000e-07  2.45098405e-06  2.28000000e-07  2.45098405e-06  2.28000000e-07  2.45098405e-06  2.28000000e-07  2.45098405e-06  2.28000000e-07  0.00000000e+00  2.28000000e-07  0.00000000e+00 
 3.28000000e-07  1.82391296e-01  3.28000000e-07  2.45098405e-06  3.28000000e-07  2.45098405e-06  3.28000000e-07  2.45098405e-06  3.28000000e-07  2.45098405e-06  3.28000000e-07  2.45098405e-06  3.28000000e-07  2.45098405e-06  3.28000000e-07  2.45098405e-06  3.28000000e-07  2.45098405e-06  3.28000000e-07  0.00000000e+00  3.28000000e-07  0.00000000e+00 
 4.28000000e-07  1.82391296e-01  4.28000000e-07  2.45098405e-06  4.28000000e-07  2.45098405e-06  4.28000000e-07  2.45098405e-06  4.28000000e-07  2.45098405e-06  4.28000000e-07  2.45098405e-06  4.28000000e-07  2.45098405e-06  4.28000000e-07  2.45098405e-06  4.28000000e-07  2.45098405e-06  4.28000000e-07  0.00000000e+00  4.28000000e-07  0.00000000e+00 
 5.28000000e-07  1.82391296e-01  5.28000000e-07  2.45098405e-06  5.28000000e-07  2.45098405e-06  5.28000000e-07  2.45098405e-06  5.28000000e-07  2.45098405e-06  5.28000000e-07  2.45098405e-06  5.28000000e-07  2.45098405e-06  5.28000000e-07  2.45098405e-06  5.28000000e-07  2.45098405e-06  5.28000000e-07  0.00000000e+00  5.28000000e-07  0.00000000e+00 
 6.28000000e-07  1.82391296e-01  6.28000000e-07  2.45098405e-06  6.28000000e-07  2.45098405e-06  6.28000000e-07  2.45098405e-06  6.28000000e-07  2.45098405e-06  6.28000000e-07  2.45098405e-06  6.28000000e-07  2.45098405e-06  6.28000000e-07  2.45098405e-06  6.28000000e-07  2.45098405e-06  6.28000000e-07  0.00000000e+00  6.28000000e-07  0.00000000e+00 
 7.28000000e-07  1.82391296e-01  7.28000000e-07  2.45098405e-06  7.28000000e-07  2.45098405e-06  7.28000000e-07  2.45098405e-06  7.28000000e-07  2.45098405e-06  7.28000000e-07  2.45098405e-06  7.28000000e-07  2.45098405e-06  7.28000000e-07  2.45098405e-06  7.28000000e-07  2.45098405e-06  7.28000000e-07  0.00000000e+00  7.28000000e-07  0.00000000e+00 
 8.28000000e-07  1.82391296e-01  8.28000000e-07  2.45098405e-06  8.28000000e-07  2.45098405e-06  8.28000000e-07  2.45098405e-06  8.28000000e-07  2.45098405e-06  8.28000000e-07  2.45098405e-06  8.28000000e-07  2.45098405e-06  8.28000000e-07  2.45098405e-06  8.28000000e-07  2.45098405e-06  8.28000000e-07  0.00000000e+00  8.28000000e-07  0.00000000e+00 
