 0.00000000e+00  1.74096328e-01  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.44071632e-07  0.00000000e+00  0.00000000e+00 
 1.00000000e-09  1.74096328e-01  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  0.00000000e+00  1.00000000e-09  1.44071632e-07  1.00000000e-09  0.00000000e+00 
 2.00000000e-09  1.74096328e-01  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  0.00000000e+00  2.00000000e-09  1.44071632e-07  2.00000000e-09  0.00000000e+00 
 4.00000000e-09  1.74096328e-01  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  0.00000000e+00  4.00000000e-09  1.44071632e-07  4.00000000e-09  0.00000000e+00 
 8.00000000e-09  1.74096328e-01  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  0.00000000e+00  8.00000000e-09  1.44071632e-07  8.00000000e-09  0.00000000e+00 
 1.60000000e-08  1.74096328e-01  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  0.00000000e+00  1.60000000e-08  1.44071632e-07  1.60000000e-08  0.00000000e+00 
 3.20000000e-08  1.74096328e-01  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  0.00000000e+00  3.20000000e-08  1.44071632e-07  3.20000000e-08  0.00000000e+00 
 6.40000000e-08  1.74096328e-01  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  0.00000000e+00  6.40000000e-08  1.44071632e-07  6.40000000e-08  0.00000000e+00 
 1.28000000e-07  1.74096328e-01  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  0.00000000e+00  1.28000000e-07  1.44071632e-07  1.28000000e-07  0.00000000e+00 
 2.28000000e-07  1.74096328e-01  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  0.00000000e+00  2.28000000e-07  1.44071632e-07  2.28000000e-07  0.00000000e+00 
