 0.00000000e+00  2.93565809e-02  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  2.14820274e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-09  2.93565809e-02  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  2.14820274e-07  1.00000000e-09  0.00000000e+00  1.00000000e-09  0.00000000e+00 
 2.00000000e-09  2.93565809e-02  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  2.14820274e-07  2.00000000e-09  0.00000000e+00  2.00000000e-09  0.00000000e+00 
 4.00000000e-09  2.93565809e-02  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  2.14820274e-07  4.00000000e-09  0.00000000e+00  4.00000000e-09  0.00000000e+00 
 8.00000000e-09  2.93565809e-02  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  2.14820274e-07  8.00000000e-09  0.00000000e+00  8.00000000e-09  0.00000000e+00 
 1.60000000e-08  2.93565809e-02  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  2.14820274e-07  1.60000000e-08  0.00000000e+00  1.60000000e-08  0.00000000e+00 
 3.20000000e-08  2.93565809e-02  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  2.14820274e-07  3.20000000e-08  0.00000000e+00  3.20000000e-08  0.00000000e+00 
 6.40000000e-08  2.93565809e-02  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  2.14820274e-07  6.40000000e-08  0.00000000e+00  6.40000000e-08  0.00000000e+00 
 1.28000000e-07  2.93565809e-02  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  2.14820274e-07  1.28000000e-07  0.00000000e+00  1.28000000e-07  0.00000000e+00 
 2.28000000e-07  2.93565809e-02  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  2.14820274e-07  2.28000000e-07  0.00000000e+00  2.28000000e-07  0.00000000e+00 
