 0.00000000e+00  2.19999999e+00  0.00000000e+00  3.86698529e-07  0.00000000e+00  0.00000000e+00 
 1.00000000e-09  2.19999999e+00  1.00000000e-09  3.86708841e-07  1.00000000e-09  7.00000000e-05 
 2.00000000e-09  2.19999999e+00  2.00000000e-09  3.86731875e-07  2.00000000e-09  1.40000000e-04 
 4.00000000e-09  2.19999999e+00  4.00000000e-09  3.86806182e-07  4.00000000e-09  2.80000000e-04 
 8.00000000e-09  2.19999999e+00  8.00000000e-09  3.87132878e-07  8.00000000e-09  5.60000000e-04 
 1.60000000e-08  2.19999999e+00  1.60000000e-08  3.88469890e-07  1.60000000e-08  1.12000000e-03 
 3.20000000e-08  2.19999999e+00  3.20000000e-08  3.93479711e-07  3.20000000e-08  2.24000000e-03 
 6.40000000e-08  2.19999999e+00  6.40000000e-08  4.10425412e-07  6.40000000e-08  4.48000000e-03 
 1.28000000e-07  2.19999999e+00  1.28000000e-07  4.60141118e-07  1.28000000e-07  8.96000000e-03 
 2.28000000e-07  2.19999999e+00  2.28000000e-07  5.55008628e-07  2.28000000e-07  1.59600000e-02 
 3.28000000e-07  2.19999999e+00  3.28000000e-07  6.55390954e-07  3.28000000e-07  2.29600000e-02 
 4.28000000e-07  2.19999999e+00  4.28000000e-07  7.56331787e-07  4.28000000e-07  2.99600000e-02 
 5.28000000e-07  2.19999999e+00  5.28000000e-07  8.57329199e-07  5.28000000e-07  3.69600000e-02 
 6.28000000e-07  2.19999999e+00  6.28000000e-07  9.58331835e-07  6.28000000e-07  4.39600000e-02 
 7.28000000e-07  2.19999999e+00  7.28000000e-07  1.05933496e-06  7.28000000e-07  5.09600000e-02 
 8.28000000e-07  2.19999999e+00  8.28000000e-07  1.16033757e-06  8.28000000e-07  5.79600000e-02 
 9.28000000e-07  2.19999999e+00  9.28000000e-07  1.26134009e-06  9.28000000e-07  6.49600000e-02 
 1.02800000e-06  2.19999999e+00  1.02800000e-06  1.36234200e-06  1.02800000e-06  7.19600000e-02 
 1.12800000e-06  2.19999999e+00  1.12800000e-06  1.46334383e-06  1.12800000e-06  7.89600000e-02 
 1.22800000e-06  2.19999999e+00  1.22800000e-06  1.56434503e-06  1.22800000e-06  8.59600000e-02 
 1.32800000e-06  2.19999999e+00  1.32800000e-06  1.66534617e-06  1.32800000e-06  9.29600000e-02 
 1.42800000e-06  2.19999999e+00  1.42800000e-06  1.76634665e-06  1.42800000e-06  9.99600000e-02 
 1.52800000e-06  2.19999999e+00  1.52800000e-06  1.86734708e-06  1.52800000e-06  1.06960000e-01 
