 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_en)       
 1.24800000e-05  1.05000000e+01  1.24800000e-05  1.04998977e+01  1.24800000e-05  1.34668928e+00  1.24800000e-05  1.04999990e+01 
 1.24900000e-05  1.05000000e+01  1.24900000e-05  1.04998977e+01  1.24900000e-05  1.34678917e+00  1.24900000e-05  1.04999990e+01 
 1.25000000e-05  1.05000000e+01  1.25000000e-05  1.04998977e+01  1.25000000e-05  1.34688916e+00  1.25000000e-05  1.04999990e+01 
 1.25100000e-05  1.05000000e+01  1.25100000e-05  1.04998976e+01  1.25100000e-05  1.34698924e+00  1.25100000e-05  1.04999990e+01 
 1.25200000e-05  1.05000000e+01  1.25200000e-05  1.04998976e+01  1.25200000e-05  1.34708942e+00  1.25200000e-05  1.04999990e+01 
 1.25300000e-05  1.05000000e+01  1.25300000e-05  1.04998976e+01  1.25300000e-05  1.34718970e+00  1.25300000e-05  1.04999990e+01 
 1.25400000e-05  1.05000000e+01  1.25400000e-05  1.04998976e+01  1.25400000e-05  1.34729007e+00  1.25400000e-05  1.04999990e+01 
 1.25500000e-05  1.05000000e+01  1.25500000e-05  1.04998976e+01  1.25500000e-05  1.34739053e+00  1.25500000e-05  1.04999990e+01 
 1.25600000e-05  1.05000000e+01  1.25600000e-05  1.04998976e+01  1.25600000e-05  1.34749109e+00  1.25600000e-05  1.04999990e+01 
 1.25700000e-05  1.05000000e+01  1.25700000e-05  1.04998976e+01  1.25700000e-05  1.34759175e+00  1.25700000e-05  1.04999990e+01 
 1.25800000e-05  1.05000000e+01  1.25800000e-05  1.04998976e+01  1.25800000e-05  1.34769251e+00  1.25800000e-05  1.04999990e+01 
 1.25900000e-05  1.05000000e+01  1.25900000e-05  1.04998975e+01  1.25900000e-05  1.34779336e+00  1.25900000e-05  1.04999990e+01 
 1.26000000e-05  1.05000000e+01  1.26000000e-05  1.04998975e+01  1.26000000e-05  1.34789430e+00  1.26000000e-05  1.04999990e+01 
 1.26100000e-05  1.05000000e+01  1.26100000e-05  1.04998975e+01  1.26100000e-05  1.34799535e+00  1.26100000e-05  1.04999990e+01 
 1.26200000e-05  1.05000000e+01  1.26200000e-05  1.04998975e+01  1.26200000e-05  1.34809649e+00  1.26200000e-05  1.04999990e+01 
 1.26300000e-05  1.05000000e+01  1.26300000e-05  1.04998975e+01  1.26300000e-05  1.34819773e+00  1.26300000e-05  1.04999990e+01 
 1.26400000e-05  1.05000000e+01  1.26400000e-05  1.04998975e+01  1.26400000e-05  1.34829906e+00  1.26400000e-05  1.04999990e+01 
 1.26500000e-05  1.05000000e+01  1.26500000e-05  1.04998975e+01  1.26500000e-05  1.34840050e+00  1.26500000e-05  1.04999990e+01 
 1.26600000e-05  1.05000000e+01  1.26600000e-05  1.04998975e+01  1.26600000e-05  1.34850203e+00  1.26600000e-05  1.04999990e+01 
 1.26700000e-05  1.05000000e+01  1.26700000e-05  1.04998974e+01  1.26700000e-05  1.34860366e+00  1.26700000e-05  1.04999990e+01 
 1.26800000e-05  1.05000000e+01  1.26800000e-05  1.04998974e+01  1.26800000e-05  1.34870538e+00  1.26800000e-05  1.04999990e+01 
 1.26900000e-05  1.05000000e+01  1.26900000e-05  1.04998974e+01  1.26900000e-05  1.34880721e+00  1.26900000e-05  1.04999990e+01 
 1.27000000e-05  1.05000000e+01  1.27000000e-05  1.04998974e+01  1.27000000e-05  1.34890913e+00  1.27000000e-05  1.04999990e+01 
 1.27100000e-05  1.05000000e+01  1.27100000e-05  1.04998974e+01  1.27100000e-05  1.34901116e+00  1.27100000e-05  1.04999990e+01 
 1.27200000e-05  1.05000000e+01  1.27200000e-05  1.04998974e+01  1.27200000e-05  1.34911328e+00  1.27200000e-05  1.04999990e+01 
 1.27300000e-05  1.05000000e+01  1.27300000e-05  1.04998974e+01  1.27300000e-05  1.34921550e+00  1.27300000e-05  1.04999990e+01 
 1.27400000e-05  1.05000000e+01  1.27400000e-05  1.04998974e+01  1.27400000e-05  1.34931782e+00  1.27400000e-05  1.04999990e+01 
 1.27500000e-05  1.05000000e+01  1.27500000e-05  1.04998973e+01  1.27500000e-05  1.34942024e+00  1.27500000e-05  1.04999990e+01 
 1.27600000e-05  1.05000000e+01  1.27600000e-05  1.04998973e+01  1.27600000e-05  1.34952276e+00  1.27600000e-05  1.04999990e+01 
 1.27700000e-05  1.05000000e+01  1.27700000e-05  1.04998973e+01  1.27700000e-05  1.34962538e+00  1.27700000e-05  1.04999990e+01 
 1.27800000e-05  1.05000000e+01  1.27800000e-05  1.04998973e+01  1.27800000e-05  1.34972810e+00  1.27800000e-05  1.04999990e+01 
 1.27900000e-05  1.05000000e+01  1.27900000e-05  1.04998973e+01  1.27900000e-05  1.34983092e+00  1.27900000e-05  1.04999990e+01 
 1.28000000e-05  1.05000000e+01  1.28000000e-05  1.04998973e+01  1.28000000e-05  1.34993384e+00  1.28000000e-05  1.04999990e+01 
 1.28100000e-05  1.05000000e+01  1.28100000e-05  1.04998973e+01  1.28100000e-05  1.35003686e+00  1.28100000e-05  1.04999990e+01 
 1.28200000e-05  1.05000000e+01  1.28200000e-05  1.04998973e+01  1.28200000e-05  1.35013998e+00  1.28200000e-05  1.04999990e+01 
 1.28300000e-05  1.05000000e+01  1.28300000e-05  1.04998972e+01  1.28300000e-05  1.35024320e+00  1.28300000e-05  1.04999990e+01 
 1.28400000e-05  1.05000000e+01  1.28400000e-05  1.04998972e+01  1.28400000e-05  1.35034653e+00  1.28400000e-05  1.04999990e+01 
 1.28500000e-05  1.05000000e+01  1.28500000e-05  1.04998972e+01  1.28500000e-05  1.35044995e+00  1.28500000e-05  1.04999990e+01 
 1.28600000e-05  1.05000000e+01  1.28600000e-05  1.04998972e+01  1.28600000e-05  1.35055348e+00  1.28600000e-05  1.04999990e+01 
 1.28700000e-05  1.05000000e+01  1.28700000e-05  1.04998972e+01  1.28700000e-05  1.35065711e+00  1.28700000e-05  1.04999990e+01 
 1.28800000e-05  1.05000000e+01  1.28800000e-05  1.04998972e+01  1.28800000e-05  1.35076084e+00  1.28800000e-05  1.04999990e+01 
 1.28900000e-05  1.05000000e+01  1.28900000e-05  1.04998972e+01  1.28900000e-05  1.35086467e+00  1.28900000e-05  1.04999990e+01 
 1.29000000e-05  1.05000000e+01  1.29000000e-05  1.04998971e+01  1.29000000e-05  1.35096861e+00  1.29000000e-05  1.04999990e+01 
 1.29100000e-05  1.05000000e+01  1.29100000e-05  1.04998971e+01  1.29100000e-05  1.35107265e+00  1.29100000e-05  1.04999990e+01 
 1.29200000e-05  1.05000000e+01  1.29200000e-05  1.04998971e+01  1.29200000e-05  1.35117679e+00  1.29200000e-05  1.04999990e+01 
 1.29300000e-05  1.05000000e+01  1.29300000e-05  1.04998971e+01  1.29300000e-05  1.35128103e+00  1.29300000e-05  1.04999990e+01 
 1.29400000e-05  1.05000000e+01  1.29400000e-05  1.04998971e+01  1.29400000e-05  1.35138538e+00  1.29400000e-05  1.04999990e+01 
 1.29500000e-05  1.05000000e+01  1.29500000e-05  1.04998971e+01  1.29500000e-05  1.35148983e+00  1.29500000e-05  1.04999990e+01 
 1.29600000e-05  1.05000000e+01  1.29600000e-05  1.04998971e+01  1.29600000e-05  1.35159438e+00  1.29600000e-05  1.04999990e+01 
 1.29700000e-05  1.05000000e+01  1.29700000e-05  1.04998971e+01  1.29700000e-05  1.35169904e+00  1.29700000e-05  1.04999990e+01 
 1.29800000e-05  1.05000000e+01  1.29800000e-05  1.04998970e+01  1.29800000e-05  1.35180380e+00  1.29800000e-05  1.04999990e+01 
 1.29900000e-05  1.05000000e+01  1.29900000e-05  1.04998970e+01  1.29900000e-05  1.35190867e+00  1.29900000e-05  1.04999990e+01 
 1.30000000e-05  1.05000000e+01  1.30000000e-05  1.04998970e+01  1.30000000e-05  1.35201364e+00  1.30000000e-05  1.04999990e+01 
 1.30100000e-05  1.05000000e+01  1.30100000e-05  1.04998970e+01  1.30100000e-05  1.35211871e+00  1.30100000e-05  1.04999990e+01 
 1.30200000e-05  1.05000000e+01  1.30200000e-05  1.04998970e+01  1.30200000e-05  1.35222389e+00  1.30200000e-05  1.04999990e+01 
 1.30300000e-05  1.05000000e+01  1.30300000e-05  1.04998970e+01  1.30300000e-05  1.35232917e+00  1.30300000e-05  1.04999990e+01 
 1.30400000e-05  1.05000000e+01  1.30400000e-05  1.04998970e+01  1.30400000e-05  1.35243456e+00  1.30400000e-05  1.04999990e+01 
 1.30500000e-05  1.05000000e+01  1.30500000e-05  1.04998969e+01  1.30500000e-05  1.35254006e+00  1.30500000e-05  1.04999990e+01 
 1.30600000e-05  1.05000000e+01  1.30600000e-05  1.04998969e+01  1.30600000e-05  1.35264566e+00  1.30600000e-05  1.04999990e+01 
 1.30700000e-05  1.05000000e+01  1.30700000e-05  1.04998969e+01  1.30700000e-05  1.35275136e+00  1.30700000e-05  1.04999990e+01 
 1.30800000e-05  1.05000000e+01  1.30800000e-05  1.04998969e+01  1.30800000e-05  1.35285717e+00  1.30800000e-05  1.04999990e+01 
 1.30900000e-05  1.05000000e+01  1.30900000e-05  1.04998969e+01  1.30900000e-05  1.35296309e+00  1.30900000e-05  1.04999990e+01 
 1.31000000e-05  1.05000000e+01  1.31000000e-05  1.04998969e+01  1.31000000e-05  1.35306911e+00  1.31000000e-05  1.04999990e+01 
 1.31100000e-05  1.05000000e+01  1.31100000e-05  1.04998969e+01  1.31100000e-05  1.35317525e+00  1.31100000e-05  1.04999990e+01 
 1.31200000e-05  1.05000000e+01  1.31200000e-05  1.04998969e+01  1.31200000e-05  1.35328148e+00  1.31200000e-05  1.04999989e+01 
 1.31300000e-05  1.05000000e+01  1.31300000e-05  1.04998968e+01  1.31300000e-05  1.35338783e+00  1.31300000e-05  1.04999990e+01 
 1.31400000e-05  1.05000000e+01  1.31400000e-05  1.04998968e+01  1.31400000e-05  1.35349428e+00  1.31400000e-05  1.04999989e+01 
 1.31500000e-05  1.05000000e+01  1.31500000e-05  1.04998968e+01  1.31500000e-05  1.35360084e+00  1.31500000e-05  1.04999990e+01 
 1.31600000e-05  1.05000000e+01  1.31600000e-05  1.04998968e+01  1.31600000e-05  1.35370750e+00  1.31600000e-05  1.04999989e+01 
 1.31700000e-05  1.05000000e+01  1.31700000e-05  1.04998968e+01  1.31700000e-05  1.35381427e+00  1.31700000e-05  1.04999990e+01 
 1.31800000e-05  1.05000000e+01  1.31800000e-05  1.04998968e+01  1.31800000e-05  1.35392115e+00  1.31800000e-05  1.04999989e+01 
 1.31900000e-05  1.05000000e+01  1.31900000e-05  1.04998968e+01  1.31900000e-05  1.35402814e+00  1.31900000e-05  1.04999990e+01 
 1.32000000e-05  1.05000000e+01  1.32000000e-05  1.04998967e+01  1.32000000e-05  1.35413524e+00  1.32000000e-05  1.04999989e+01 
 1.32100000e-05  1.05000000e+01  1.32100000e-05  1.04998967e+01  1.32100000e-05  1.35424245e+00  1.32100000e-05  1.04999990e+01 
 1.32200000e-05  1.05000000e+01  1.32200000e-05  1.04998967e+01  1.32200000e-05  1.35434976e+00  1.32200000e-05  1.04999989e+01 
 1.32300000e-05  1.05000000e+01  1.32300000e-05  1.04998967e+01  1.32300000e-05  1.35445719e+00  1.32300000e-05  1.04999990e+01 
 1.32400000e-05  1.05000000e+01  1.32400000e-05  1.04998967e+01  1.32400000e-05  1.35456472e+00  1.32400000e-05  1.04999989e+01 
 1.32500000e-05  1.05000000e+01  1.32500000e-05  1.04998967e+01  1.32500000e-05  1.35467236e+00  1.32500000e-05  1.04999990e+01 
 1.32600000e-05  1.05000000e+01  1.32600000e-05  1.04998967e+01  1.32600000e-05  1.35478011e+00  1.32600000e-05  1.04999989e+01 
 1.32700000e-05  1.05000000e+01  1.32700000e-05  1.04998966e+01  1.32700000e-05  1.35488797e+00  1.32700000e-05  1.04999990e+01 
 1.32800000e-05  1.05000000e+01  1.32800000e-05  1.04998966e+01  1.32800000e-05  1.35499594e+00  1.32800000e-05  1.04999989e+01 
 1.32900000e-05  1.05000000e+01  1.32900000e-05  1.04998966e+01  1.32900000e-05  1.35510403e+00  1.32900000e-05  1.04999990e+01 
 1.33000000e-05  1.05000000e+01  1.33000000e-05  1.04998966e+01  1.33000000e-05  1.35521222e+00  1.33000000e-05  1.04999989e+01 
 1.33100000e-05  1.05000000e+01  1.33100000e-05  1.04998966e+01  1.33100000e-05  1.35532052e+00  1.33100000e-05  1.04999990e+01 
 1.33200000e-05  1.05000000e+01  1.33200000e-05  1.04998966e+01  1.33200000e-05  1.35542893e+00  1.33200000e-05  1.04999989e+01 
 1.33300000e-05  1.05000000e+01  1.33300000e-05  1.04998966e+01  1.33300000e-05  1.35553746e+00  1.33300000e-05  1.04999990e+01 
 1.33400000e-05  1.05000000e+01  1.33400000e-05  1.04998965e+01  1.33400000e-05  1.35564609e+00  1.33400000e-05  1.04999989e+01 
 1.33500000e-05  1.05000000e+01  1.33500000e-05  1.04998965e+01  1.33500000e-05  1.35575484e+00  1.33500000e-05  1.04999990e+01 
 1.33600000e-05  1.05000000e+01  1.33600000e-05  1.04998965e+01  1.33600000e-05  1.35586369e+00  1.33600000e-05  1.04999989e+01 
 1.33700000e-05  1.05000000e+01  1.33700000e-05  1.04998965e+01  1.33700000e-05  1.35597266e+00  1.33700000e-05  1.04999990e+01 
 1.33800000e-05  1.05000000e+01  1.33800000e-05  1.04998965e+01  1.33800000e-05  1.35608174e+00  1.33800000e-05  1.04999989e+01 
 1.33900000e-05  1.05000000e+01  1.33900000e-05  1.04998965e+01  1.33900000e-05  1.35619094e+00  1.33900000e-05  1.04999990e+01 
 1.34000000e-05  1.05000000e+01  1.34000000e-05  1.04998965e+01  1.34000000e-05  1.35630024e+00  1.34000000e-05  1.04999989e+01 
 1.34100000e-05  1.05000000e+01  1.34100000e-05  1.04998964e+01  1.34100000e-05  1.35640966e+00  1.34100000e-05  1.04999990e+01 
 1.34200000e-05  1.05000000e+01  1.34200000e-05  1.04998964e+01  1.34200000e-05  1.35651919e+00  1.34200000e-05  1.04999989e+01 
 1.34300000e-05  1.05000000e+01  1.34300000e-05  1.04998964e+01  1.34300000e-05  1.35662883e+00  1.34300000e-05  1.04999990e+01 
 1.34400000e-05  1.05000000e+01  1.34400000e-05  1.04998964e+01  1.34400000e-05  1.35673859e+00  1.34400000e-05  1.04999989e+01 
 1.34500000e-05  1.05000000e+01  1.34500000e-05  1.04998964e+01  1.34500000e-05  1.35684846e+00  1.34500000e-05  1.04999990e+01 
 1.34600000e-05  1.05000000e+01  1.34600000e-05  1.04998964e+01  1.34600000e-05  1.35695844e+00  1.34600000e-05  1.04999989e+01 
 1.34700000e-05  1.05000000e+01  1.34700000e-05  1.04998964e+01  1.34700000e-05  1.35706854e+00  1.34700000e-05  1.04999990e+01 
 1.34800000e-05  1.05000000e+01  1.34800000e-05  1.04998963e+01  1.34800000e-05  1.35717875e+00  1.34800000e-05  1.04999989e+01 
 1.34900000e-05  1.05000000e+01  1.34900000e-05  1.04998963e+01  1.34900000e-05  1.35728908e+00  1.34900000e-05  1.04999990e+01 
 1.35000000e-05  1.05000000e+01  1.35000000e-05  1.04998963e+01  1.35000000e-05  1.35739952e+00  1.35000000e-05  1.04999989e+01 
 1.35100000e-05  1.05000000e+01  1.35100000e-05  1.04998963e+01  1.35100000e-05  1.35751007e+00  1.35100000e-05  1.04999990e+01 
 1.35200000e-05  1.05000000e+01  1.35200000e-05  1.04998963e+01  1.35200000e-05  1.35762074e+00  1.35200000e-05  1.04999989e+01 
 1.35300000e-05  1.05000000e+01  1.35300000e-05  1.04998963e+01  1.35300000e-05  1.35773152e+00  1.35300000e-05  1.04999990e+01 
 1.35400000e-05  1.05000000e+01  1.35400000e-05  1.04998962e+01  1.35400000e-05  1.35784242e+00  1.35400000e-05  1.04999989e+01 
 1.35500000e-05  1.05000000e+01  1.35500000e-05  1.04998962e+01  1.35500000e-05  1.35795344e+00  1.35500000e-05  1.04999990e+01 
 1.35600000e-05  1.05000000e+01  1.35600000e-05  1.04998962e+01  1.35600000e-05  1.35806457e+00  1.35600000e-05  1.04999989e+01 
 1.35700000e-05  1.05000000e+01  1.35700000e-05  1.04998962e+01  1.35700000e-05  1.35817582e+00  1.35700000e-05  1.04999990e+01 
 1.35800000e-05  1.05000000e+01  1.35800000e-05  1.04998962e+01  1.35800000e-05  1.35828718e+00  1.35800000e-05  1.04999989e+01 
 1.35900000e-05  1.05000000e+01  1.35900000e-05  1.04998962e+01  1.35900000e-05  1.35839866e+00  1.35900000e-05  1.04999990e+01 
 1.36000000e-05  1.05000000e+01  1.36000000e-05  1.04998962e+01  1.36000000e-05  1.35851025e+00  1.36000000e-05  1.04999989e+01 
 1.36100000e-05  1.05000000e+01  1.36100000e-05  1.04998961e+01  1.36100000e-05  1.35862196e+00  1.36100000e-05  1.04999990e+01 
 1.36200000e-05  1.05000000e+01  1.36200000e-05  1.04998961e+01  1.36200000e-05  1.35873379e+00  1.36200000e-05  1.04999989e+01 
 1.36300000e-05  1.05000000e+01  1.36300000e-05  1.04998961e+01  1.36300000e-05  1.35884574e+00  1.36300000e-05  1.04999990e+01 
 1.36400000e-05  1.05000000e+01  1.36400000e-05  1.04998961e+01  1.36400000e-05  1.35895780e+00  1.36400000e-05  1.04999989e+01 
 1.36500000e-05  1.05000000e+01  1.36500000e-05  1.04998961e+01  1.36500000e-05  1.35906998e+00  1.36500000e-05  1.04999990e+01 
 1.36600000e-05  1.05000000e+01  1.36600000e-05  1.04998961e+01  1.36600000e-05  1.35918228e+00  1.36600000e-05  1.04999989e+01 
 1.36700000e-05  1.05000000e+01  1.36700000e-05  1.04998961e+01  1.36700000e-05  1.35929469e+00  1.36700000e-05  1.04999990e+01 
 1.36800000e-05  1.05000000e+01  1.36800000e-05  1.04998960e+01  1.36800000e-05  1.35940723e+00  1.36800000e-05  1.04999989e+01 
 1.36900000e-05  1.05000000e+01  1.36900000e-05  1.04998960e+01  1.36900000e-05  1.35951988e+00  1.36900000e-05  1.04999990e+01 
 1.37000000e-05  1.05000000e+01  1.37000000e-05  1.04998960e+01  1.37000000e-05  1.35963265e+00  1.37000000e-05  1.04999989e+01 
 1.37100000e-05  1.05000000e+01  1.37100000e-05  1.04998960e+01  1.37100000e-05  1.35974554e+00  1.37100000e-05  1.04999990e+01 
 1.37200000e-05  1.05000000e+01  1.37200000e-05  1.04998960e+01  1.37200000e-05  1.35985855e+00  1.37200000e-05  1.04999989e+01 
 1.37300000e-05  1.05000000e+01  1.37300000e-05  1.04998960e+01  1.37300000e-05  1.35997167e+00  1.37300000e-05  1.04999990e+01 
 1.37400000e-05  1.05000000e+01  1.37400000e-05  1.04998959e+01  1.37400000e-05  1.36008492e+00  1.37400000e-05  1.04999989e+01 
 1.37500000e-05  1.05000000e+01  1.37500000e-05  1.04998959e+01  1.37500000e-05  1.36019829e+00  1.37500000e-05  1.04999990e+01 
 1.37600000e-05  1.05000000e+01  1.37600000e-05  1.04998959e+01  1.37600000e-05  1.36031177e+00  1.37600000e-05  1.04999989e+01 
 1.37700000e-05  1.05000000e+01  1.37700000e-05  1.04998959e+01  1.37700000e-05  1.36042538e+00  1.37700000e-05  1.04999990e+01 
 1.37800000e-05  1.05000000e+01  1.37800000e-05  1.04998959e+01  1.37800000e-05  1.36053911e+00  1.37800000e-05  1.04999989e+01 
 1.37900000e-05  1.05000000e+01  1.37900000e-05  1.04998959e+01  1.37900000e-05  1.36065295e+00  1.37900000e-05  1.04999990e+01 
 1.38000000e-05  1.05000000e+01  1.38000000e-05  1.04998958e+01  1.38000000e-05  1.36076692e+00  1.38000000e-05  1.04999989e+01 
 1.38100000e-05  1.05000000e+01  1.38100000e-05  1.04998958e+01  1.38100000e-05  1.36088101e+00  1.38100000e-05  1.04999990e+01 
 1.38200000e-05  1.05000000e+01  1.38200000e-05  1.04998958e+01  1.38200000e-05  1.36099522e+00  1.38200000e-05  1.04999989e+01 
 1.38300000e-05  1.05000000e+01  1.38300000e-05  1.04998958e+01  1.38300000e-05  1.36110955e+00  1.38300000e-05  1.04999990e+01 
 1.38400000e-05  1.05000000e+01  1.38400000e-05  1.04998958e+01  1.38400000e-05  1.36122400e+00  1.38400000e-05  1.04999989e+01 
 1.38500000e-05  1.05000000e+01  1.38500000e-05  1.04998958e+01  1.38500000e-05  1.36133858e+00  1.38500000e-05  1.04999990e+01 
 1.38600000e-05  1.05000000e+01  1.38600000e-05  1.04998958e+01  1.38600000e-05  1.36145327e+00  1.38600000e-05  1.04999989e+01 
 1.38700000e-05  1.05000000e+01  1.38700000e-05  1.04998957e+01  1.38700000e-05  1.36156809e+00  1.38700000e-05  1.04999990e+01 
 1.38800000e-05  1.05000000e+01  1.38800000e-05  1.04998957e+01  1.38800000e-05  1.36168303e+00  1.38800000e-05  1.04999989e+01 
 1.38900000e-05  1.05000000e+01  1.38900000e-05  1.04998957e+01  1.38900000e-05  1.36179810e+00  1.38900000e-05  1.04999990e+01 
 1.39000000e-05  1.05000000e+01  1.39000000e-05  1.04998957e+01  1.39000000e-05  1.36191328e+00  1.39000000e-05  1.04999989e+01 
 1.39100000e-05  1.05000000e+01  1.39100000e-05  1.04998957e+01  1.39100000e-05  1.36202859e+00  1.39100000e-05  1.04999990e+01 
 1.39200000e-05  1.05000000e+01  1.39200000e-05  1.04998957e+01  1.39200000e-05  1.36214402e+00  1.39200000e-05  1.04999989e+01 
 1.39300000e-05  1.05000000e+01  1.39300000e-05  1.04998956e+01  1.39300000e-05  1.36225958e+00  1.39300000e-05  1.04999990e+01 
 1.39400000e-05  1.05000000e+01  1.39400000e-05  1.04998956e+01  1.39400000e-05  1.36237526e+00  1.39400000e-05  1.04999989e+01 
 1.39500000e-05  1.05000000e+01  1.39500000e-05  1.04998956e+01  1.39500000e-05  1.36249106e+00  1.39500000e-05  1.04999990e+01 
 1.39600000e-05  1.05000000e+01  1.39600000e-05  1.04998956e+01  1.39600000e-05  1.36260699e+00  1.39600000e-05  1.04999989e+01 
 1.39700000e-05  1.05000000e+01  1.39700000e-05  1.04998956e+01  1.39700000e-05  1.36272304e+00  1.39700000e-05  1.04999990e+01 
 1.39800000e-05  1.05000000e+01  1.39800000e-05  1.04998956e+01  1.39800000e-05  1.36283922e+00  1.39800000e-05  1.04999989e+01 
 1.39900000e-05  1.05000000e+01  1.39900000e-05  1.04998955e+01  1.39900000e-05  1.36295552e+00  1.39900000e-05  1.04999990e+01 
 1.40000000e-05  1.05000000e+01  1.40000000e-05  1.04998955e+01  1.40000000e-05  1.36307195e+00  1.40000000e-05  1.04999989e+01 
 1.40100000e-05  1.05000000e+01  1.40100000e-05  1.04998955e+01  1.40100000e-05  1.36318850e+00  1.40100000e-05  1.04999990e+01 
 1.40200000e-05  1.05000000e+01  1.40200000e-05  1.04998955e+01  1.40200000e-05  1.36330517e+00  1.40200000e-05  1.04999989e+01 
 1.40300000e-05  1.05000000e+01  1.40300000e-05  1.04998955e+01  1.40300000e-05  1.36342198e+00  1.40300000e-05  1.04999990e+01 
 1.40400000e-05  1.05000000e+01  1.40400000e-05  1.04998955e+01  1.40400000e-05  1.36353890e+00  1.40400000e-05  1.04999989e+01 
 1.40500000e-05  1.05000000e+01  1.40500000e-05  1.04998954e+01  1.40500000e-05  1.36365596e+00  1.40500000e-05  1.04999990e+01 
 1.40600000e-05  1.05000000e+01  1.40600000e-05  1.04998954e+01  1.40600000e-05  1.36377314e+00  1.40600000e-05  1.04999989e+01 
 1.40700000e-05  1.05000000e+01  1.40700000e-05  1.04998954e+01  1.40700000e-05  1.36389045e+00  1.40700000e-05  1.04999990e+01 
 1.40800000e-05  1.05000000e+01  1.40800000e-05  1.04998954e+01  1.40800000e-05  1.36400788e+00  1.40800000e-05  1.04999989e+01 
 1.40900000e-05  1.05000000e+01  1.40900000e-05  1.04998954e+01  1.40900000e-05  1.36412544e+00  1.40900000e-05  1.04999990e+01 
 1.41000000e-05  1.05000000e+01  1.41000000e-05  1.04998954e+01  1.41000000e-05  1.36424313e+00  1.41000000e-05  1.04999989e+01 
 1.41100000e-05  1.05000000e+01  1.41100000e-05  1.04998953e+01  1.41100000e-05  1.36436094e+00  1.41100000e-05  1.04999990e+01 
 1.41200000e-05  1.05000000e+01  1.41200000e-05  1.04998953e+01  1.41200000e-05  1.36447888e+00  1.41200000e-05  1.04999989e+01 
 1.41300000e-05  1.05000000e+01  1.41300000e-05  1.04998953e+01  1.41300000e-05  1.36459696e+00  1.41300000e-05  1.04999990e+01 
 1.41400000e-05  1.05000000e+01  1.41400000e-05  1.04998953e+01  1.41400000e-05  1.36471515e+00  1.41400000e-05  1.04999989e+01 
 1.41500000e-05  1.05000000e+01  1.41500000e-05  1.04998953e+01  1.41500000e-05  1.36483348e+00  1.41500000e-05  1.04999990e+01 
 1.41600000e-05  1.05000000e+01  1.41600000e-05  1.04998953e+01  1.41600000e-05  1.36495194e+00  1.41600000e-05  1.04999989e+01 
 1.41700000e-05  1.05000000e+01  1.41700000e-05  1.04998952e+01  1.41700000e-05  1.36507052e+00  1.41700000e-05  1.04999990e+01 
 1.41800000e-05  1.05000000e+01  1.41800000e-05  1.04998952e+01  1.41800000e-05  1.36518923e+00  1.41800000e-05  1.04999989e+01 
 1.41900000e-05  1.05000000e+01  1.41900000e-05  1.04998952e+01  1.41900000e-05  1.36530807e+00  1.41900000e-05  1.04999990e+01 
 1.42000000e-05  1.05000000e+01  1.42000000e-05  1.04998952e+01  1.42000000e-05  1.36542705e+00  1.42000000e-05  1.04999989e+01 
 1.42100000e-05  1.05000000e+01  1.42100000e-05  1.04998952e+01  1.42100000e-05  1.36554615e+00  1.42100000e-05  1.04999990e+01 
 1.42200000e-05  1.05000000e+01  1.42200000e-05  1.04998952e+01  1.42200000e-05  1.36566538e+00  1.42200000e-05  1.04999989e+01 
 1.42300000e-05  1.05000000e+01  1.42300000e-05  1.04998951e+01  1.42300000e-05  1.36578474e+00  1.42300000e-05  1.04999990e+01 
 1.42400000e-05  1.05000000e+01  1.42400000e-05  1.04998951e+01  1.42400000e-05  1.36590423e+00  1.42400000e-05  1.04999989e+01 
 1.42500000e-05  1.05000000e+01  1.42500000e-05  1.04998951e+01  1.42500000e-05  1.36602385e+00  1.42500000e-05  1.04999990e+01 
 1.42600000e-05  1.05000000e+01  1.42600000e-05  1.04998951e+01  1.42600000e-05  1.36614360e+00  1.42600000e-05  1.04999989e+01 
 1.42700000e-05  1.05000000e+01  1.42700000e-05  1.04998951e+01  1.42700000e-05  1.36626349e+00  1.42700000e-05  1.04999990e+01 
 1.42800000e-05  1.05000000e+01  1.42800000e-05  1.04998951e+01  1.42800000e-05  1.36638350e+00  1.42800000e-05  1.04999989e+01 
 1.42900000e-05  1.05000000e+01  1.42900000e-05  1.04998950e+01  1.42900000e-05  1.36650365e+00  1.42900000e-05  1.04999990e+01 
 1.43000000e-05  1.05000000e+01  1.43000000e-05  1.04998950e+01  1.43000000e-05  1.36662392e+00  1.43000000e-05  1.04999989e+01 
 1.43100000e-05  1.05000000e+01  1.43100000e-05  1.04998950e+01  1.43100000e-05  1.36674433e+00  1.43100000e-05  1.04999990e+01 
 1.43200000e-05  1.05000000e+01  1.43200000e-05  1.04998950e+01  1.43200000e-05  1.36686487e+00  1.43200000e-05  1.04999989e+01 
 1.43300000e-05  1.05000000e+01  1.43300000e-05  1.04998950e+01  1.43300000e-05  1.36698555e+00  1.43300000e-05  1.04999990e+01 
 1.43400000e-05  1.05000000e+01  1.43400000e-05  1.04998950e+01  1.43400000e-05  1.36710635e+00  1.43400000e-05  1.04999989e+01 
 1.43500000e-05  1.05000000e+01  1.43500000e-05  1.04998949e+01  1.43500000e-05  1.36722729e+00  1.43500000e-05  1.04999990e+01 
