 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 3.02644763e-06  1.05000000e+01  3.02644763e-06  6.78455779e+00  3.02644763e-06  9.37091701e+00  3.02644763e-06  4.33896596e+00  3.02644763e-06  1.05083213e+01  3.02644763e-06  1.35126657e-02 
 3.12644763e-06  1.05000000e+01  3.12644763e-06  6.77604916e+00  3.12644763e-06  9.37163073e+00  3.12644763e-06  4.33603027e+00  3.12644763e-06  1.04916737e+01  3.12644763e-06  1.39187404e-02 
 3.22644763e-06  1.05000000e+01  3.22644763e-06  6.76768557e+00  3.22644763e-06  9.37143584e+00  3.22644763e-06  4.33893032e+00  3.22644763e-06  1.05083044e+01  3.22644763e-06  1.43257599e-02 
 3.32644763e-06  1.05000000e+01  3.32644763e-06  6.75952062e+00  3.32644763e-06  9.37175515e+00  3.32644763e-06  4.33585612e+00  3.32644763e-06  1.04916907e+01  3.32644763e-06  1.47318918e-02 
 3.42644763e-06  1.05000000e+01  3.42644763e-06  6.75158499e+00  3.42644763e-06  9.37131544e+00  3.42644763e-06  4.33864844e+00  3.42644763e-06  1.05082874e+01  3.42644763e-06  1.51390045e-02 
 3.52644763e-06  1.05000000e+01  3.52644763e-06  6.74389402e+00  3.52644763e-06  9.37148907e+00  3.52644763e-06  4.33555993e+00  3.52644763e-06  1.04917077e+01  3.52644763e-06  1.55452558e-02 
 3.62644763e-06  1.05000000e+01  3.62644763e-06  6.73645158e+00  3.62644763e-06  9.37098200e+00  3.62644763e-06  4.33832714e+00  3.62644763e-06  1.05082705e+01  3.62644763e-06  1.59524959e-02 
 3.72644763e-06  1.05000000e+01  3.72644763e-06  6.72925512e+00  3.72644763e-06  9.37112923e+00  3.72644763e-06  4.33526870e+00  3.72644763e-06  1.04917246e+01  3.72644763e-06  1.63588803e-02 
 3.82644763e-06  1.05000000e+01  3.82644763e-06  6.72229759e+00  3.82644763e-06  9.37062921e+00  3.82644763e-06  4.33803708e+00  3.82644763e-06  1.05082537e+01  3.82644763e-06  1.67662490e-02 
 3.92644763e-06  1.05000000e+01  3.92644763e-06  6.71557034e+00  3.92644763e-06  9.37079313e+00  3.92644763e-06  4.33501820e+00  3.92644763e-06  1.04917415e+01  3.92644763e-06  1.71727598e-02 
 4.02644763e-06  1.05000000e+01  4.02644763e-06  6.70906347e+00  4.02644763e-06  9.37032199e+00  4.02644763e-06  4.33779184e+00  4.02644763e-06  1.05082369e+01  4.02644763e-06  1.75802462e-02 
 4.12644763e-06  1.05000000e+01  4.12644763e-06  6.70276743e+00  4.12644763e-06  9.37051171e+00  4.12644763e-06  4.33481075e+00  4.12644763e-06  1.04917583e+01  4.12644763e-06  1.79868707e-02 
 4.22644763e-06  1.05000000e+01  4.22644763e-06  6.69667253e+00  4.22644763e-06  9.37007100e+00  4.22644763e-06  4.33758744e+00  4.22644763e-06  1.05082201e+01  4.22644763e-06  1.83944616e-02 
 4.32644763e-06  1.05000000e+01  4.32644763e-06  6.69076999e+00  4.32644763e-06  9.37028448e+00  4.32644763e-06  4.33464042e+00  4.32644763e-06  1.04917751e+01  4.32644763e-06  1.88011869e-02 
 4.42644763e-06  1.05000000e+01  4.42644763e-06  6.68505111e+00  4.42644763e-06  9.36987047e+00  4.42644763e-06  4.33741726e+00  4.42644763e-06  1.05082033e+01  4.42644763e-06  1.92088701e-02 
 4.52644763e-06  1.05000000e+01  4.52644763e-06  6.67950815e+00  4.52644763e-06  9.37010368e+00  4.52644763e-06  4.33450122e+00  4.52644763e-06  1.04917919e+01  4.52644763e-06  1.96156846e-02 
 4.62644763e-06  1.05000000e+01  4.62644763e-06  6.67413338e+00  4.62644763e-06  9.36971241e+00  4.62644763e-06  4.33727591e+00  4.62644763e-06  1.05081866e+01  4.62644763e-06  2.00234490e-02 
 4.72644763e-06  1.05000000e+01  4.72644763e-06  6.66891997e+00  4.72644763e-06  9.36996189e+00  4.72644763e-06  4.33438854e+00  4.72644763e-06  1.04918086e+01  4.72644763e-06  2.04303426e-02 
