 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            ibvdd           time            p_pass         
 1.79750000e-04  7.00000000e+00  1.79750000e-04  7.95408124e-01  1.79750000e-04  6.99616655e+00  1.79750000e-04  1.12346695e+00  1.79750000e-04  5.15137998e-05  1.79750000e-04  3.19622104e-04 
 1.79850000e-04  7.00000000e+00  1.79850000e-04  7.95731649e-01  1.79850000e-04  6.99616669e+00  1.79850000e-04  1.12353191e+00  1.79850000e-04  5.15119518e-05  1.79850000e-04  3.19593972e-04 
 1.79950000e-04  7.00000000e+00  1.79950000e-04  7.96055018e-01  1.79950000e-04  6.99616683e+00  1.79950000e-04  1.12359687e+00  1.79950000e-04  5.15101307e-05  1.79950000e-04  3.19566017e-04 
 1.80050000e-04  7.00000000e+00  1.80050000e-04  7.96378232e-01  1.80050000e-04  6.99616696e+00  1.80050000e-04  1.12366180e+00  1.80050000e-04  5.15082834e-05  1.80050000e-04  3.19537908e-04 
 1.80150000e-04  7.00000000e+00  1.80150000e-04  7.96701290e-01  1.80150000e-04  6.99616710e+00  1.80150000e-04  1.12372673e+00  1.80150000e-04  5.15064634e-05  1.80150000e-04  3.19509978e-04 
 1.80250000e-04  7.00000000e+00  1.80250000e-04  7.97024194e-01  1.80250000e-04  6.99616724e+00  1.80250000e-04  1.12379164e+00  1.80250000e-04  5.15046168e-05  1.80250000e-04  3.19481892e-04 
 1.80350000e-04  7.00000000e+00  1.80350000e-04  7.97346942e-01  1.80350000e-04  6.99616738e+00  1.80350000e-04  1.12385653e+00  1.80350000e-04  5.15027978e-05  1.80350000e-04  3.19453986e-04 
 1.80450000e-04  7.00000000e+00  1.80450000e-04  7.97669534e-01  1.80450000e-04  6.99616752e+00  1.80450000e-04  1.12392141e+00  1.80450000e-04  5.15009520e-05  1.80450000e-04  3.19425924e-04 
 1.80550000e-04  7.00000000e+00  1.80550000e-04  7.97991971e-01  1.80550000e-04  6.99616766e+00  1.80550000e-04  1.12398628e+00  1.80550000e-04  5.14991340e-05  1.80550000e-04  3.19398042e-04 
 1.80650000e-04  7.00000000e+00  1.80650000e-04  7.98314253e-01  1.80650000e-04  6.99616779e+00  1.80650000e-04  1.12405113e+00  1.80650000e-04  5.14972888e-05  1.80650000e-04  3.19370002e-04 
 1.80750000e-04  7.00000000e+00  1.80750000e-04  7.98636378e-01  1.80750000e-04  6.99616793e+00  1.80750000e-04  1.12411598e+00  1.80750000e-04  5.14954718e-05  1.80750000e-04  3.19342146e-04 
 1.80850000e-04  7.00000000e+00  1.80850000e-04  7.98958348e-01  1.80850000e-04  6.99616807e+00  1.80850000e-04  1.12418080e+00  1.80850000e-04  5.14936273e-05  1.80850000e-04  3.19314128e-04 
 1.80950000e-04  7.00000000e+00  1.80950000e-04  7.99280163e-01  1.80950000e-04  6.99616821e+00  1.80950000e-04  1.12424562e+00  1.80950000e-04  5.14918112e-05  1.80950000e-04  3.19286295e-04 
 1.81050000e-04  7.00000000e+00  1.81050000e-04  7.99601821e-01  1.81050000e-04  6.99616835e+00  1.81050000e-04  1.12431042e+00  1.81050000e-04  5.14899674e-05  1.81050000e-04  3.19258300e-04 
 1.81150000e-04  7.00000000e+00  1.81150000e-04  7.99923324e-01  1.81150000e-04  6.99616849e+00  1.81150000e-04  1.12437522e+00  1.81150000e-04  5.14881522e-05  1.81150000e-04  3.19230492e-04 
 1.81250000e-04  7.00000000e+00  1.81250000e-04  8.00244670e-01  1.81250000e-04  6.99616862e+00  1.81250000e-04  1.12444000e+00  1.81250000e-04  5.14863090e-05  1.81250000e-04  3.19202519e-04 
 1.81350000e-04  7.00000000e+00  1.81350000e-04  8.00565861e-01  1.81350000e-04  6.99616876e+00  1.81350000e-04  1.12450476e+00  1.81350000e-04  5.14844947e-05  1.81350000e-04  3.19174734e-04 
 1.81450000e-04  7.00000000e+00  1.81450000e-04  8.00886895e-01  1.81450000e-04  6.99616890e+00  1.81450000e-04  1.12456952e+00  1.81450000e-04  5.14826521e-05  1.81450000e-04  3.19146783e-04 
 1.81550000e-04  7.00000000e+00  1.81550000e-04  8.01207773e-01  1.81550000e-04  6.99616904e+00  1.81550000e-04  1.12463427e+00  1.81550000e-04  5.14808387e-05  1.81550000e-04  3.19119023e-04 
 1.81650000e-04  7.00000000e+00  1.81650000e-04  8.01528494e-01  1.81650000e-04  6.99616917e+00  1.81650000e-04  1.12469900e+00  1.81650000e-04  5.14789966e-05  1.81650000e-04  3.19091094e-04 
 1.81750000e-04  7.00000000e+00  1.81750000e-04  8.01849060e-01  1.81750000e-04  6.99616931e+00  1.81750000e-04  1.12476372e+00  1.81750000e-04  5.14771841e-05  1.81750000e-04  3.19063357e-04 
 1.81850000e-04  7.00000000e+00  1.81850000e-04  8.02169469e-01  1.81850000e-04  6.99616945e+00  1.81850000e-04  1.12482844e+00  1.81850000e-04  5.14753425e-05  1.81850000e-04  3.19035449e-04 
 1.81950000e-04  7.00000000e+00  1.81950000e-04  8.02489721e-01  1.81950000e-04  6.99616959e+00  1.81950000e-04  1.12489314e+00  1.81950000e-04  5.14735308e-05  1.81950000e-04  3.19007736e-04 
 1.82050000e-04  7.00000000e+00  1.82050000e-04  8.02809817e-01  1.82050000e-04  6.99616972e+00  1.82050000e-04  1.12495783e+00  1.82050000e-04  5.14716897e-05  1.82050000e-04  3.18979850e-04 
 1.82150000e-04  7.00000000e+00  1.82150000e-04  8.03129756e-01  1.82150000e-04  6.99616987e+00  1.82150000e-04  1.12502251e+00  1.82150000e-04  5.14698788e-05  1.82150000e-04  3.18952161e-04 
 1.82250000e-04  7.00000000e+00  1.82250000e-04  8.03449538e-01  1.82250000e-04  6.99617000e+00  1.82250000e-04  1.12508719e+00  1.82250000e-04  5.14680383e-05  1.82250000e-04  3.18924296e-04 
 1.82350000e-04  7.00000000e+00  1.82350000e-04  8.03769163e-01  1.82350000e-04  6.99617014e+00  1.82350000e-04  1.12515185e+00  1.82350000e-04  5.14662281e-05  1.82350000e-04  3.18896630e-04 
 1.82450000e-04  7.00000000e+00  1.82450000e-04  8.04088632e-01  1.82450000e-04  6.99617028e+00  1.82450000e-04  1.12521650e+00  1.82450000e-04  5.14643880e-05  1.82450000e-04  3.18868787e-04 
 1.82550000e-04  7.00000000e+00  1.82550000e-04  8.04407943e-01  1.82550000e-04  6.99617042e+00  1.82550000e-04  1.12528115e+00  1.82550000e-04  5.14625786e-05  1.82550000e-04  3.18841143e-04 
 1.82650000e-04  7.00000000e+00  1.82650000e-04  8.04727098e-01  1.82650000e-04  6.99617055e+00  1.82650000e-04  1.12534578e+00  1.82650000e-04  5.14607390e-05  1.82650000e-04  3.18813322e-04 
 1.82750000e-04  7.00000000e+00  1.82750000e-04  8.05046095e-01  1.82750000e-04  6.99617069e+00  1.82750000e-04  1.12541041e+00  1.82750000e-04  5.14589303e-05  1.82750000e-04  3.18785701e-04 
 1.82850000e-04  7.00000000e+00  1.82850000e-04  8.05364935e-01  1.82850000e-04  6.99617083e+00  1.82850000e-04  1.12547503e+00  1.82850000e-04  5.14570911e-05  1.82850000e-04  3.18757901e-04 
 1.82950000e-04  7.00000000e+00  1.82950000e-04  8.05683618e-01  1.82950000e-04  6.99617097e+00  1.82950000e-04  1.12553964e+00  1.82950000e-04  5.14552831e-05  1.82950000e-04  3.18730303e-04 
 1.83050000e-04  7.00000000e+00  1.83050000e-04  8.06002143e-01  1.83050000e-04  6.99617110e+00  1.83050000e-04  1.12560424e+00  1.83050000e-04  5.14534442e-05  1.83050000e-04  3.18702523e-04 
 1.83150000e-04  7.00000000e+00  1.83150000e-04  8.06320511e-01  1.83150000e-04  6.99617124e+00  1.83150000e-04  1.12566884e+00  1.83150000e-04  5.14516369e-05  1.83150000e-04  3.18674948e-04 
 1.83250000e-04  7.00000000e+00  1.83250000e-04  8.06638721e-01  1.83250000e-04  6.99617138e+00  1.83250000e-04  1.12573343e+00  1.83250000e-04  5.14497984e-05  1.83250000e-04  3.18647189e-04 
 1.83350000e-04  7.00000000e+00  1.83350000e-04  8.06956774e-01  1.83350000e-04  6.99617152e+00  1.83350000e-04  1.12579801e+00  1.83350000e-04  5.14479918e-05  1.83350000e-04  3.18619637e-04 
 1.83450000e-04  7.00000000e+00  1.83450000e-04  8.07274668e-01  1.83450000e-04  6.99617165e+00  1.83450000e-04  1.12586258e+00  1.83450000e-04  5.14461537e-05  1.83450000e-04  3.18591899e-04 
 1.83550000e-04  7.00000000e+00  1.83550000e-04  8.07592405e-01  1.83550000e-04  6.99617179e+00  1.83550000e-04  1.12592714e+00  1.83550000e-04  5.14443476e-05  1.83550000e-04  3.18564369e-04 
 1.83650000e-04  7.00000000e+00  1.83650000e-04  8.07909984e-01  1.83650000e-04  6.99617193e+00  1.83650000e-04  1.12599170e+00  1.83650000e-04  5.14425098e-05  1.83650000e-04  3.18536651e-04 
 1.83750000e-04  7.00000000e+00  1.83750000e-04  8.08227406e-01  1.83750000e-04  6.99617207e+00  1.83750000e-04  1.12605626e+00  1.83750000e-04  5.14407044e-05  1.83750000e-04  3.18509144e-04 
 1.83850000e-04  7.00000000e+00  1.83850000e-04  8.08544669e-01  1.83850000e-04  6.99617220e+00  1.83850000e-04  1.12612080e+00  1.83850000e-04  5.14388669e-05  1.83850000e-04  3.18481447e-04 
 1.83950000e-04  7.00000000e+00  1.83950000e-04  8.08861773e-01  1.83950000e-04  6.99617234e+00  1.83950000e-04  1.12618534e+00  1.83950000e-04  5.14370620e-05  1.83950000e-04  3.18453961e-04 
 1.84050000e-04  7.00000000e+00  1.84050000e-04  8.09178720e-01  1.84050000e-04  6.99617248e+00  1.84050000e-04  1.12624988e+00  1.84050000e-04  5.14352248e-05  1.84050000e-04  3.18426284e-04 
 1.84150000e-04  7.00000000e+00  1.84150000e-04  8.09495508e-01  1.84150000e-04  6.99617262e+00  1.84150000e-04  1.12631440e+00  1.84150000e-04  5.14334205e-05  1.84150000e-04  3.18398821e-04 
 1.84250000e-04  7.00000000e+00  1.84250000e-04  8.09812138e-01  1.84250000e-04  6.99617275e+00  1.84250000e-04  1.12637893e+00  1.84250000e-04  5.14315836e-05  1.84250000e-04  3.18371164e-04 
 1.84350000e-04  7.00000000e+00  1.84350000e-04  8.10128609e-01  1.84350000e-04  6.99617289e+00  1.84350000e-04  1.12644345e+00  1.84350000e-04  5.14297798e-05  1.84350000e-04  3.18343722e-04 
 1.84450000e-04  7.00000000e+00  1.84450000e-04  8.10444922e-01  1.84450000e-04  6.99617303e+00  1.84450000e-04  1.12650796e+00  1.84450000e-04  5.14279431e-05  1.84450000e-04  3.18316086e-04 
 1.84550000e-04  7.00000000e+00  1.84550000e-04  8.10761076e-01  1.84550000e-04  6.99617317e+00  1.84550000e-04  1.12657246e+00  1.84550000e-04  5.14261398e-05  1.84550000e-04  3.18288666e-04 
 1.84650000e-04  7.00000000e+00  1.84650000e-04  8.11077071e-01  1.84650000e-04  6.99617330e+00  1.84650000e-04  1.12663697e+00  1.84650000e-04  5.14243033e-05  1.84650000e-04  3.18261050e-04 
 1.84750000e-04  7.00000000e+00  1.84750000e-04  8.11392907e-01  1.84750000e-04  6.99617344e+00  1.84750000e-04  1.12670147e+00  1.84750000e-04  5.14225005e-05  1.84750000e-04  3.18233651e-04 
 1.84850000e-04  7.00000000e+00  1.84850000e-04  8.11708585e-01  1.84850000e-04  6.99617358e+00  1.84850000e-04  1.12676596e+00  1.84850000e-04  5.14206642e-05  1.84850000e-04  3.18206055e-04 
 1.84950000e-04  7.00000000e+00  1.84950000e-04  8.12024103e-01  1.84950000e-04  6.99617371e+00  1.84950000e-04  1.12683045e+00  1.84950000e-04  5.14188619e-05  1.84950000e-04  3.18178678e-04 
 1.85050000e-04  7.00000000e+00  1.85050000e-04  8.12339462e-01  1.85050000e-04  6.99617385e+00  1.85050000e-04  1.12689493e+00  1.85050000e-04  5.14170258e-05  1.85050000e-04  3.18151102e-04 
 1.85150000e-04  7.00000000e+00  1.85150000e-04  8.12654662e-01  1.85150000e-04  6.99617399e+00  1.85150000e-04  1.12695941e+00  1.85150000e-04  5.14152239e-05  1.85150000e-04  3.18123746e-04 
 1.85250000e-04  7.00000000e+00  1.85250000e-04  8.12969703e-01  1.85250000e-04  6.99617412e+00  1.85250000e-04  1.12702389e+00  1.85250000e-04  5.14133880e-05  1.85250000e-04  3.18096189e-04 
 1.85350000e-04  7.00000000e+00  1.85350000e-04  8.13284584e-01  1.85350000e-04  6.99617426e+00  1.85350000e-04  1.12708837e+00  1.85350000e-04  5.14115865e-05  1.85350000e-04  3.18068855e-04 
 1.85450000e-04  7.00000000e+00  1.85450000e-04  8.13599306e-01  1.85450000e-04  6.99617440e+00  1.85450000e-04  1.12715284e+00  1.85450000e-04  5.14097507e-05  1.85450000e-04  3.18041317e-04 
 1.85550000e-04  7.00000000e+00  1.85550000e-04  8.13913868e-01  1.85550000e-04  6.99617454e+00  1.85550000e-04  1.12721731e+00  1.85550000e-04  5.14079496e-05  1.85550000e-04  3.18014004e-04 
 1.85650000e-04  7.00000000e+00  1.85650000e-04  8.14228270e-01  1.85650000e-04  6.99617467e+00  1.85650000e-04  1.12728177e+00  1.85650000e-04  5.14061139e-05  1.85650000e-04  3.17986486e-04 
 1.85750000e-04  7.00000000e+00  1.85750000e-04  8.14542512e-01  1.85750000e-04  6.99617481e+00  1.85750000e-04  1.12734623e+00  1.85750000e-04  5.14043132e-05  1.85750000e-04  3.17959194e-04 
 1.85850000e-04  7.00000000e+00  1.85850000e-04  8.14856595e-01  1.85850000e-04  6.99617495e+00  1.85850000e-04  1.12741069e+00  1.85850000e-04  5.14024777e-05  1.85850000e-04  3.17931696e-04 
 1.85950000e-04  7.00000000e+00  1.85950000e-04  8.15170517e-01  1.85950000e-04  6.99617509e+00  1.85950000e-04  1.12747515e+00  1.85950000e-04  5.14006773e-05  1.85950000e-04  3.17904424e-04 
 1.86050000e-04  7.00000000e+00  1.86050000e-04  8.15484280e-01  1.86050000e-04  6.99617522e+00  1.86050000e-04  1.12753960e+00  1.86050000e-04  5.13988418e-05  1.86050000e-04  3.17876945e-04 
 1.86150000e-04  7.00000000e+00  1.86150000e-04  8.15797882e-01  1.86150000e-04  6.99617536e+00  1.86150000e-04  1.12760406e+00  1.86150000e-04  5.13970418e-05  1.86150000e-04  3.17849695e-04 
 1.86250000e-04  7.00000000e+00  1.86250000e-04  8.16111324e-01  1.86250000e-04  6.99617550e+00  1.86250000e-04  1.12766851e+00  1.86250000e-04  5.13952064e-05  1.86250000e-04  3.17822235e-04 
 1.86350000e-04  7.00000000e+00  1.86350000e-04  8.16424606e-01  1.86350000e-04  6.99617564e+00  1.86350000e-04  1.12773296e+00  1.86350000e-04  5.13934067e-05  1.86350000e-04  3.17795005e-04 
 1.86450000e-04  7.00000000e+00  1.86450000e-04  8.16737727e-01  1.86450000e-04  6.99617577e+00  1.86450000e-04  1.12779741e+00  1.86450000e-04  5.13915713e-05  1.86450000e-04  3.17767564e-04 
 1.86550000e-04  7.00000000e+00  1.86550000e-04  8.17050688e-01  1.86550000e-04  6.99617591e+00  1.86550000e-04  1.12786185e+00  1.86550000e-04  5.13897719e-05  1.86550000e-04  3.17740355e-04 
 1.86650000e-04  7.00000000e+00  1.86650000e-04  8.17363488e-01  1.86650000e-04  6.99617605e+00  1.86650000e-04  1.12792630e+00  1.86650000e-04  5.13879365e-05  1.86650000e-04  3.17712933e-04 
 1.86750000e-04  7.00000000e+00  1.86750000e-04  8.17676127e-01  1.86750000e-04  6.99617618e+00  1.86750000e-04  1.12799074e+00  1.86750000e-04  5.13861374e-05  1.86750000e-04  3.17685744e-04 
 1.86850000e-04  7.00000000e+00  1.86850000e-04  8.17988605e-01  1.86850000e-04  6.99617632e+00  1.86850000e-04  1.12805518e+00  1.86850000e-04  5.13843021e-05  1.86850000e-04  3.17658341e-04 
 1.86950000e-04  7.00000000e+00  1.86950000e-04  8.18300922e-01  1.86950000e-04  6.99617646e+00  1.86950000e-04  1.12811963e+00  1.86950000e-04  5.13825032e-05  1.86950000e-04  3.17631173e-04 
 1.87050000e-04  7.00000000e+00  1.87050000e-04  8.18613078e-01  1.87050000e-04  6.99617659e+00  1.87050000e-04  1.12818407e+00  1.87050000e-04  5.13806679e-05  1.87050000e-04  3.17603788e-04 
 1.87150000e-04  7.00000000e+00  1.87150000e-04  8.18925073e-01  1.87150000e-04  6.99617673e+00  1.87150000e-04  1.12824851e+00  1.87150000e-04  5.13788693e-05  1.87150000e-04  3.17576641e-04 
 1.87250000e-04  7.00000000e+00  1.87250000e-04  8.19236907e-01  1.87250000e-04  6.99617687e+00  1.87250000e-04  1.12831295e+00  1.87250000e-04  5.13770339e-05  1.87250000e-04  3.17549275e-04 
 1.87350000e-04  7.00000000e+00  1.87350000e-04  8.19548579e-01  1.87350000e-04  6.99617701e+00  1.87350000e-04  1.12837739e+00  1.87350000e-04  5.13752355e-05  1.87350000e-04  3.17522147e-04 
 1.87450000e-04  7.00000000e+00  1.87450000e-04  8.19860090e-01  1.87450000e-04  6.99617714e+00  1.87450000e-04  1.12844183e+00  1.87450000e-04  5.13734001e-05  1.87450000e-04  3.17494800e-04 
 1.87550000e-04  7.00000000e+00  1.87550000e-04  8.20171439e-01  1.87550000e-04  6.99617728e+00  1.87550000e-04  1.12850627e+00  1.87550000e-04  5.13716019e-05  1.87550000e-04  3.17467693e-04 
 1.87650000e-04  7.00000000e+00  1.87650000e-04  8.20482627e-01  1.87650000e-04  6.99617742e+00  1.87650000e-04  1.12857071e+00  1.87650000e-04  5.13697665e-05  1.87650000e-04  3.17440364e-04 
 1.87750000e-04  7.00000000e+00  1.87750000e-04  8.20793653e-01  1.87750000e-04  6.99617756e+00  1.87750000e-04  1.12863515e+00  1.87750000e-04  5.13679685e-05  1.87750000e-04  3.17413277e-04 
 1.87850000e-04  7.00000000e+00  1.87850000e-04  8.21104517e-01  1.87850000e-04  6.99617769e+00  1.87850000e-04  1.12869959e+00  1.87850000e-04  5.13661330e-05  1.87850000e-04  3.17385967e-04 
 1.87950000e-04  7.00000000e+00  1.87950000e-04  8.21415218e-01  1.87950000e-04  6.99617783e+00  1.87950000e-04  1.12876404e+00  1.87950000e-04  5.13643352e-05  1.87950000e-04  3.17358899e-04 
 1.88050000e-04  7.00000000e+00  1.88050000e-04  8.21725758e-01  1.88050000e-04  6.99617797e+00  1.88050000e-04  1.12882848e+00  1.88050000e-04  5.13624995e-05  1.88050000e-04  3.17331608e-04 
 1.88150000e-04  7.00000000e+00  1.88150000e-04  8.22036136e-01  1.88150000e-04  6.99617810e+00  1.88150000e-04  1.12889292e+00  1.88150000e-04  5.13607019e-05  1.88150000e-04  3.17304560e-04 
 1.88250000e-04  7.00000000e+00  1.88250000e-04  8.22346351e-01  1.88250000e-04  6.99617824e+00  1.88250000e-04  1.12895737e+00  1.88250000e-04  5.13588662e-05  1.88250000e-04  3.17277287e-04 
 1.88350000e-04  7.00000000e+00  1.88350000e-04  8.22656404e-01  1.88350000e-04  6.99617838e+00  1.88350000e-04  1.12902181e+00  1.88350000e-04  5.13570687e-05  1.88350000e-04  3.17250259e-04 
 1.88450000e-04  7.00000000e+00  1.88450000e-04  8.22966294e-01  1.88450000e-04  6.99617851e+00  1.88450000e-04  1.12908626e+00  1.88450000e-04  5.13552329e-05  1.88450000e-04  3.17223004e-04 
 1.88550000e-04  7.00000000e+00  1.88550000e-04  8.23276022e-01  1.88550000e-04  6.99617865e+00  1.88550000e-04  1.12915071e+00  1.88550000e-04  5.13534355e-05  1.88550000e-04  3.17195996e-04 
 1.88650000e-04  7.00000000e+00  1.88650000e-04  8.23585586e-01  1.88650000e-04  6.99617879e+00  1.88650000e-04  1.12921516e+00  1.88650000e-04  5.13515995e-05  1.88650000e-04  3.17168759e-04 
 1.88750000e-04  7.00000000e+00  1.88750000e-04  8.23894988e-01  1.88750000e-04  6.99617893e+00  1.88750000e-04  1.12927961e+00  1.88750000e-04  5.13498023e-05  1.88750000e-04  3.17141771e-04 
 1.88850000e-04  7.00000000e+00  1.88850000e-04  8.24204227e-01  1.88850000e-04  6.99617906e+00  1.88850000e-04  1.12934407e+00  1.88850000e-04  5.13479662e-05  1.88850000e-04  3.17114552e-04 
 1.88950000e-04  7.00000000e+00  1.88950000e-04  8.24513303e-01  1.88950000e-04  6.99617920e+00  1.88950000e-04  1.12940852e+00  1.88950000e-04  5.13461690e-05  1.88950000e-04  3.17087584e-04 
 1.89050000e-04  7.00000000e+00  1.89050000e-04  8.24822216e-01  1.89050000e-04  6.99617934e+00  1.89050000e-04  1.12947298e+00  1.89050000e-04  5.13443328e-05  1.89050000e-04  3.17060383e-04 
 1.89150000e-04  7.00000000e+00  1.89150000e-04  8.25130966e-01  1.89150000e-04  6.99617948e+00  1.89150000e-04  1.12953744e+00  1.89150000e-04  5.13425357e-05  1.89150000e-04  3.17033434e-04 
 1.89250000e-04  7.00000000e+00  1.89250000e-04  8.25439552e-01  1.89250000e-04  6.99617961e+00  1.89250000e-04  1.12960191e+00  1.89250000e-04  5.13406993e-05  1.89250000e-04  3.17006251e-04 
 1.89350000e-04  7.00000000e+00  1.89350000e-04  8.25747975e-01  1.89350000e-04  6.99617975e+00  1.89350000e-04  1.12966637e+00  1.89350000e-04  5.13389023e-05  1.89350000e-04  3.16979321e-04 
 1.89450000e-04  7.00000000e+00  1.89450000e-04  8.26056234e-01  1.89450000e-04  6.99617989e+00  1.89450000e-04  1.12973084e+00  1.89450000e-04  5.13370657e-05  1.89450000e-04  3.16952157e-04 
 1.89550000e-04  7.00000000e+00  1.89550000e-04  8.26364329e-01  1.89550000e-04  6.99618003e+00  1.89550000e-04  1.12979531e+00  1.89550000e-04  5.13352688e-05  1.89550000e-04  3.16925246e-04 
 1.89650000e-04  7.00000000e+00  1.89650000e-04  8.26672260e-01  1.89650000e-04  6.99618016e+00  1.89650000e-04  1.12985978e+00  1.89650000e-04  5.13334320e-05  1.89650000e-04  3.16898100e-04 
 1.89750000e-04  7.00000000e+00  1.89750000e-04  8.26980028e-01  1.89750000e-04  6.99618030e+00  1.89750000e-04  1.12992426e+00  1.89750000e-04  5.13316351e-05  1.89750000e-04  3.16871209e-04 
 1.89850000e-04  7.00000000e+00  1.89850000e-04  8.27287631e-01  1.89850000e-04  6.99618043e+00  1.89850000e-04  1.12998874e+00  1.89850000e-04  5.13297981e-05  1.89850000e-04  3.16844080e-04 
 1.89950000e-04  7.00000000e+00  1.89950000e-04  8.27595071e-01  1.89950000e-04  6.99618057e+00  1.89950000e-04  1.13005322e+00  1.89950000e-04  5.13280013e-05  1.89950000e-04  3.16817208e-04 
 1.90050000e-04  7.00000000e+00  1.90050000e-04  8.27902346e-01  1.90050000e-04  6.99618071e+00  1.90050000e-04  1.13011771e+00  1.90050000e-04  5.13261641e-05  1.90050000e-04  3.16790097e-04 
 1.90150000e-04  7.00000000e+00  1.90150000e-04  8.28209456e-01  1.90150000e-04  6.99618085e+00  1.90150000e-04  1.13018219e+00  1.90150000e-04  5.13243672e-05  1.90150000e-04  3.16763244e-04 
 1.90250000e-04  7.00000000e+00  1.90250000e-04  8.28516402e-01  1.90250000e-04  6.99618098e+00  1.90250000e-04  1.13024669e+00  1.90250000e-04  5.13225298e-05  1.90250000e-04  3.16736151e-04 
 1.90350000e-04  7.00000000e+00  1.90350000e-04  8.28823184e-01  1.90350000e-04  6.99618112e+00  1.90350000e-04  1.13031118e+00  1.90350000e-04  5.13207330e-05  1.90350000e-04  3.16709318e-04 
 1.90450000e-04  7.00000000e+00  1.90450000e-04  8.29129801e-01  1.90450000e-04  6.99618126e+00  1.90450000e-04  1.13037568e+00  1.90450000e-04  5.13188954e-05  1.90450000e-04  3.16682242e-04 
 1.90550000e-04  7.00000000e+00  1.90550000e-04  8.29436253e-01  1.90550000e-04  6.99618140e+00  1.90550000e-04  1.13044018e+00  1.90550000e-04  5.13170985e-05  1.90550000e-04  3.16655428e-04 
 1.90650000e-04  7.00000000e+00  1.90650000e-04  8.29742540e-01  1.90650000e-04  6.99618153e+00  1.90650000e-04  1.13050469e+00  1.90650000e-04  5.13152606e-05  1.90650000e-04  3.16628370e-04 
 1.90750000e-04  7.00000000e+00  1.90750000e-04  8.30048662e-01  1.90750000e-04  6.99618167e+00  1.90750000e-04  1.13056920e+00  1.90750000e-04  5.13134638e-05  1.90750000e-04  3.16601575e-04 
 1.90850000e-04  7.00000000e+00  1.90850000e-04  8.30354618e-01  1.90850000e-04  6.99618181e+00  1.90850000e-04  1.13063371e+00  1.90850000e-04  5.13116257e-05  1.90850000e-04  3.16574534e-04 
 1.90950000e-04  7.00000000e+00  1.90950000e-04  8.30660410e-01  1.90950000e-04  6.99618195e+00  1.90950000e-04  1.13069823e+00  1.90950000e-04  5.13098288e-05  1.90950000e-04  3.16547758e-04 
 1.91050000e-04  7.00000000e+00  1.91050000e-04  8.30966036e-01  1.91050000e-04  6.99618208e+00  1.91050000e-04  1.13076275e+00  1.91050000e-04  5.13079904e-05  1.91050000e-04  3.16520735e-04 
 1.91150000e-04  7.00000000e+00  1.91150000e-04  8.31271497e-01  1.91150000e-04  6.99618222e+00  1.91150000e-04  1.13082728e+00  1.91150000e-04  5.13061935e-05  1.91150000e-04  3.16493978e-04 
 1.91250000e-04  7.00000000e+00  1.91250000e-04  8.31576791e-01  1.91250000e-04  6.99618236e+00  1.91250000e-04  1.13089181e+00  1.91250000e-04  5.13043548e-05  1.91250000e-04  3.16466973e-04 
 1.91350000e-04  7.00000000e+00  1.91350000e-04  8.31881921e-01  1.91350000e-04  6.99618249e+00  1.91350000e-04  1.13095635e+00  1.91350000e-04  5.13025579e-05  1.91350000e-04  3.16440235e-04 
 1.91450000e-04  7.00000000e+00  1.91450000e-04  8.32186884e-01  1.91450000e-04  6.99618263e+00  1.91450000e-04  1.13102089e+00  1.91450000e-04  5.13007189e-05  1.91450000e-04  3.16413247e-04 
 1.91550000e-04  7.00000000e+00  1.91550000e-04  8.32491681e-01  1.91550000e-04  6.99618277e+00  1.91550000e-04  1.13108543e+00  1.91550000e-04  5.12989219e-05  1.91550000e-04  3.16386528e-04 
 1.91650000e-04  7.00000000e+00  1.91650000e-04  8.32796312e-01  1.91650000e-04  6.99618290e+00  1.91650000e-04  1.13114998e+00  1.91650000e-04  5.12970827e-05  1.91650000e-04  3.16359557e-04 
 1.91750000e-04  7.00000000e+00  1.91750000e-04  8.33100777e-01  1.91750000e-04  6.99618304e+00  1.91750000e-04  1.13121453e+00  1.91750000e-04  5.12952856e-05  1.91750000e-04  3.16332857e-04 
 1.91850000e-04  7.00000000e+00  1.91850000e-04  8.33405076e-01  1.91850000e-04  6.99618318e+00  1.91850000e-04  1.13127909e+00  1.91850000e-04  5.12934461e-05  1.91850000e-04  3.16305904e-04 
 1.91950000e-04  7.00000000e+00  1.91950000e-04  8.33709208e-01  1.91950000e-04  6.99618332e+00  1.91950000e-04  1.13134366e+00  1.91950000e-04  5.12916489e-05  1.91950000e-04  3.16279222e-04 
 1.92050000e-04  7.00000000e+00  1.92050000e-04  8.34013174e-01  1.92050000e-04  6.99618345e+00  1.92050000e-04  1.13140822e+00  1.92050000e-04  5.12898091e-05  1.92050000e-04  3.16252287e-04 
 1.92150000e-04  7.00000000e+00  1.92150000e-04  8.34316972e-01  1.92150000e-04  6.99618359e+00  1.92150000e-04  1.13147280e+00  1.92150000e-04  5.12880118e-05  1.92150000e-04  3.16225624e-04 
 1.92250000e-04  7.00000000e+00  1.92250000e-04  8.34620605e-01  1.92250000e-04  6.99618373e+00  1.92250000e-04  1.13153737e+00  1.92250000e-04  5.12861717e-05  1.92250000e-04  3.16198706e-04 
