 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            ibvdd           time            p_pass         
 6.83850000e-04  7.00000000e+00  6.83850000e-04  1.14279872e+00  6.83850000e-04  6.99626027e+00  6.83850000e-04  1.16769333e+00  6.83850000e-04  5.02707875e-05  6.83850000e-04  2.94446121e-04 
 6.83950000e-04  7.00000000e+00  6.83950000e-04  1.14278778e+00  6.83950000e-04  6.99626025e+00  6.83950000e-04  1.16768242e+00  6.83950000e-04  5.02711389e-05  6.83950000e-04  2.94448729e-04 
 6.84050000e-04  7.00000000e+00  6.84050000e-04  1.14277683e+00  6.84050000e-04  6.99626023e+00  6.84050000e-04  1.16767151e+00  6.84050000e-04  5.02713938e-05  6.84050000e-04  2.94450772e-04 
 6.84150000e-04  7.00000000e+00  6.84150000e-04  1.14276588e+00  6.84150000e-04  6.99626020e+00  6.84150000e-04  1.16766060e+00  6.84150000e-04  5.02717451e-05  6.84150000e-04  2.94453380e-04 
 6.84250000e-04  7.00000000e+00  6.84250000e-04  1.14275494e+00  6.84250000e-04  6.99626018e+00  6.84250000e-04  1.16764968e+00  6.84250000e-04  5.02720000e-05  6.84250000e-04  2.94455424e-04 
 6.84350000e-04  7.00000000e+00  6.84350000e-04  1.14274398e+00  6.84350000e-04  6.99626016e+00  6.84350000e-04  1.16763877e+00  6.84350000e-04  5.02723513e-05  6.84350000e-04  2.94458032e-04 
 6.84450000e-04  7.00000000e+00  6.84450000e-04  1.14273303e+00  6.84450000e-04  6.99626013e+00  6.84450000e-04  1.16762786e+00  6.84450000e-04  5.02726063e-05  6.84450000e-04  2.94460076e-04 
 6.84550000e-04  7.00000000e+00  6.84550000e-04  1.14272208e+00  6.84550000e-04  6.99626011e+00  6.84550000e-04  1.16761694e+00  6.84550000e-04  5.02729576e-05  6.84550000e-04  2.94462685e-04 
 6.84650000e-04  7.00000000e+00  6.84650000e-04  1.14271112e+00  6.84650000e-04  6.99626009e+00  6.84650000e-04  1.16760603e+00  6.84650000e-04  5.02732126e-05  6.84650000e-04  2.94464729e-04 
 6.84750000e-04  7.00000000e+00  6.84750000e-04  1.14270016e+00  6.84750000e-04  6.99626006e+00  6.84750000e-04  1.16759512e+00  6.84750000e-04  5.02735639e-05  6.84750000e-04  2.94467338e-04 
 6.84850000e-04  7.00000000e+00  6.84850000e-04  1.14268920e+00  6.84850000e-04  6.99626004e+00  6.84850000e-04  1.16758420e+00  6.84850000e-04  5.02738189e-05  6.84850000e-04  2.94469382e-04 
 6.84950000e-04  7.00000000e+00  6.84950000e-04  1.14267823e+00  6.84950000e-04  6.99626002e+00  6.84950000e-04  1.16757329e+00  6.84950000e-04  5.02741702e-05  6.84950000e-04  2.94471991e-04 
 6.85050000e-04  7.00000000e+00  6.85050000e-04  1.14266727e+00  6.85050000e-04  6.99625999e+00  6.85050000e-04  1.16756238e+00  6.85050000e-04  5.02744251e-05  6.85050000e-04  2.94474036e-04 
 6.85150000e-04  7.00000000e+00  6.85150000e-04  1.14265630e+00  6.85150000e-04  6.99625997e+00  6.85150000e-04  1.16755146e+00  6.85150000e-04  5.02747765e-05  6.85150000e-04  2.94476645e-04 
 6.85250000e-04  7.00000000e+00  6.85250000e-04  1.14264533e+00  6.85250000e-04  6.99625995e+00  6.85250000e-04  1.16754055e+00  6.85250000e-04  5.02750315e-05  6.85250000e-04  2.94478690e-04 
 6.85350000e-04  7.00000000e+00  6.85350000e-04  1.14263436e+00  6.85350000e-04  6.99625993e+00  6.85350000e-04  1.16752964e+00  6.85350000e-04  5.02753828e-05  6.85350000e-04  2.94481300e-04 
 6.85450000e-04  7.00000000e+00  6.85450000e-04  1.14262339e+00  6.85450000e-04  6.99625990e+00  6.85450000e-04  1.16751872e+00  6.85450000e-04  5.02756378e-05  6.85450000e-04  2.94483345e-04 
 6.85550000e-04  7.00000000e+00  6.85550000e-04  1.14261241e+00  6.85550000e-04  6.99625988e+00  6.85550000e-04  1.16750781e+00  6.85550000e-04  5.02759892e-05  6.85550000e-04  2.94485955e-04 
 6.85650000e-04  7.00000000e+00  6.85650000e-04  1.14260143e+00  6.85650000e-04  6.99625986e+00  6.85650000e-04  1.16749689e+00  6.85650000e-04  5.02762441e-05  6.85650000e-04  2.94488000e-04 
 6.85750000e-04  7.00000000e+00  6.85750000e-04  1.14259045e+00  6.85750000e-04  6.99625983e+00  6.85750000e-04  1.16748598e+00  6.85750000e-04  5.02765955e-05  6.85750000e-04  2.94490611e-04 
 6.85850000e-04  7.00000000e+00  6.85850000e-04  1.14257947e+00  6.85850000e-04  6.99625981e+00  6.85850000e-04  1.16747506e+00  6.85850000e-04  5.02768505e-05  6.85850000e-04  2.94492656e-04 
 6.85950000e-04  7.00000000e+00  6.85950000e-04  1.14256849e+00  6.85950000e-04  6.99625979e+00  6.85950000e-04  1.16746415e+00  6.85950000e-04  5.02772019e-05  6.85950000e-04  2.94495267e-04 
 6.86050000e-04  7.00000000e+00  6.86050000e-04  1.14255750e+00  6.86050000e-04  6.99625976e+00  6.86050000e-04  1.16745324e+00  6.86050000e-04  5.02774569e-05  6.86050000e-04  2.94497312e-04 
 6.86150000e-04  7.00000000e+00  6.86150000e-04  1.14254651e+00  6.86150000e-04  6.99625974e+00  6.86150000e-04  1.16744232e+00  6.86150000e-04  5.02778082e-05  6.86150000e-04  2.94499923e-04 
 6.86250000e-04  7.00000000e+00  6.86250000e-04  1.14253552e+00  6.86250000e-04  6.99625972e+00  6.86250000e-04  1.16743141e+00  6.86250000e-04  5.02780632e-05  6.86250000e-04  2.94501969e-04 
 6.86350000e-04  7.00000000e+00  6.86350000e-04  1.14252453e+00  6.86350000e-04  6.99625970e+00  6.86350000e-04  1.16742049e+00  6.86350000e-04  5.02784146e-05  6.86350000e-04  2.94504580e-04 
 6.86450000e-04  7.00000000e+00  6.86450000e-04  1.14251354e+00  6.86450000e-04  6.99625967e+00  6.86450000e-04  1.16740958e+00  6.86450000e-04  5.02786696e-05  6.86450000e-04  2.94506627e-04 
 6.86550000e-04  7.00000000e+00  6.86550000e-04  1.14250254e+00  6.86550000e-04  6.99625965e+00  6.86550000e-04  1.16739866e+00  6.86550000e-04  5.02790210e-05  6.86550000e-04  2.94509238e-04 
 6.86650000e-04  7.00000000e+00  6.86650000e-04  1.14249154e+00  6.86650000e-04  6.99625963e+00  6.86650000e-04  1.16738775e+00  6.86650000e-04  5.02792760e-05  6.86650000e-04  2.94511284e-04 
 6.86750000e-04  7.00000000e+00  6.86750000e-04  1.14248054e+00  6.86750000e-04  6.99625960e+00  6.86750000e-04  1.16737683e+00  6.86750000e-04  5.02796274e-05  6.86750000e-04  2.94513896e-04 
 6.86850000e-04  7.00000000e+00  6.86850000e-04  1.14246954e+00  6.86850000e-04  6.99625958e+00  6.86850000e-04  1.16736592e+00  6.86850000e-04  5.02798824e-05  6.86850000e-04  2.94515943e-04 
 6.86950000e-04  7.00000000e+00  6.86950000e-04  1.14245854e+00  6.86950000e-04  6.99625956e+00  6.86950000e-04  1.16735500e+00  6.86950000e-04  5.02802339e-05  6.86950000e-04  2.94518555e-04 
 6.87050000e-04  7.00000000e+00  6.87050000e-04  1.14244753e+00  6.87050000e-04  6.99625953e+00  6.87050000e-04  1.16734409e+00  6.87050000e-04  5.02804889e-05  6.87050000e-04  2.94520602e-04 
 6.87150000e-04  7.00000000e+00  6.87150000e-04  1.14243652e+00  6.87150000e-04  6.99625951e+00  6.87150000e-04  1.16733317e+00  6.87150000e-04  5.02808403e-05  6.87150000e-04  2.94523214e-04 
 6.87250000e-04  7.00000000e+00  6.87250000e-04  1.14242551e+00  6.87250000e-04  6.99625949e+00  6.87250000e-04  1.16732226e+00  6.87250000e-04  5.02810953e-05  6.87250000e-04  2.94525261e-04 
 6.87350000e-04  7.00000000e+00  6.87350000e-04  1.14241450e+00  6.87350000e-04  6.99625947e+00  6.87350000e-04  1.16731134e+00  6.87350000e-04  5.02814467e-05  6.87350000e-04  2.94527873e-04 
 6.87450000e-04  7.00000000e+00  6.87450000e-04  1.14240349e+00  6.87450000e-04  6.99625944e+00  6.87450000e-04  1.16730042e+00  6.87450000e-04  5.02817018e-05  6.87450000e-04  2.94529921e-04 
 6.87550000e-04  7.00000000e+00  6.87550000e-04  1.14239247e+00  6.87550000e-04  6.99625942e+00  6.87550000e-04  1.16728951e+00  6.87550000e-04  5.02820532e-05  6.87550000e-04  2.94532533e-04 
 6.87650000e-04  7.00000000e+00  6.87650000e-04  1.14238145e+00  6.87650000e-04  6.99625940e+00  6.87650000e-04  1.16727859e+00  6.87650000e-04  5.02823082e-05  6.87650000e-04  2.94534581e-04 
 6.87750000e-04  7.00000000e+00  6.87750000e-04  1.14237043e+00  6.87750000e-04  6.99625937e+00  6.87750000e-04  1.16726768e+00  6.87750000e-04  5.02826597e-05  6.87750000e-04  2.94537194e-04 
 6.87850000e-04  7.00000000e+00  6.87850000e-04  1.14235941e+00  6.87850000e-04  6.99625935e+00  6.87850000e-04  1.16725676e+00  6.87850000e-04  5.02829147e-05  6.87850000e-04  2.94539242e-04 
 6.87950000e-04  7.00000000e+00  6.87950000e-04  1.14234838e+00  6.87950000e-04  6.99625933e+00  6.87950000e-04  1.16724585e+00  6.87950000e-04  5.02832662e-05  6.87950000e-04  2.94541855e-04 
 6.88050000e-04  7.00000000e+00  6.88050000e-04  1.14233736e+00  6.88050000e-04  6.99625930e+00  6.88050000e-04  1.16723493e+00  6.88050000e-04  5.02835212e-05  6.88050000e-04  2.94543903e-04 
 6.88150000e-04  7.00000000e+00  6.88150000e-04  1.14232633e+00  6.88150000e-04  6.99625928e+00  6.88150000e-04  1.16722401e+00  6.88150000e-04  5.02838726e-05  6.88150000e-04  2.94546517e-04 
 6.88250000e-04  7.00000000e+00  6.88250000e-04  1.14231530e+00  6.88250000e-04  6.99625926e+00  6.88250000e-04  1.16721310e+00  6.88250000e-04  5.02841277e-05  6.88250000e-04  2.94548565e-04 
 6.88350000e-04  7.00000000e+00  6.88350000e-04  1.14230427e+00  6.88350000e-04  6.99625924e+00  6.88350000e-04  1.16720218e+00  6.88350000e-04  5.02844791e-05  6.88350000e-04  2.94551179e-04 
 6.88450000e-04  7.00000000e+00  6.88450000e-04  1.14229323e+00  6.88450000e-04  6.99625921e+00  6.88450000e-04  1.16719126e+00  6.88450000e-04  5.02847342e-05  6.88450000e-04  2.94553228e-04 
 6.88550000e-04  7.00000000e+00  6.88550000e-04  1.14228220e+00  6.88550000e-04  6.99625919e+00  6.88550000e-04  1.16718035e+00  6.88550000e-04  5.02850857e-05  6.88550000e-04  2.94555841e-04 
 6.88650000e-04  7.00000000e+00  6.88650000e-04  1.14227116e+00  6.88650000e-04  6.99625917e+00  6.88650000e-04  1.16716943e+00  6.88650000e-04  5.02853407e-05  6.88650000e-04  2.94557890e-04 
 6.88750000e-04  7.00000000e+00  6.88750000e-04  1.14226012e+00  6.88750000e-04  6.99625914e+00  6.88750000e-04  1.16715852e+00  6.88750000e-04  5.02856922e-05  6.88750000e-04  2.94560504e-04 
 6.88850000e-04  7.00000000e+00  6.88850000e-04  1.14224908e+00  6.88850000e-04  6.99625912e+00  6.88850000e-04  1.16714760e+00  6.88850000e-04  5.02859472e-05  6.88850000e-04  2.94562554e-04 
 6.88950000e-04  7.00000000e+00  6.88950000e-04  1.14223803e+00  6.88950000e-04  6.99625910e+00  6.88950000e-04  1.16713668e+00  6.88950000e-04  5.02862987e-05  6.88950000e-04  2.94565168e-04 
 6.89050000e-04  7.00000000e+00  6.89050000e-04  1.14222699e+00  6.89050000e-04  6.99625907e+00  6.89050000e-04  1.16712577e+00  6.89050000e-04  5.02865538e-05  6.89050000e-04  2.94567218e-04 
 6.89150000e-04  7.00000000e+00  6.89150000e-04  1.14221594e+00  6.89150000e-04  6.99625905e+00  6.89150000e-04  1.16711485e+00  6.89150000e-04  5.02869053e-05  6.89150000e-04  2.94569832e-04 
 6.89250000e-04  7.00000000e+00  6.89250000e-04  1.14220489e+00  6.89250000e-04  6.99625903e+00  6.89250000e-04  1.16710393e+00  6.89250000e-04  5.02871603e-05  6.89250000e-04  2.94571882e-04 
 6.89350000e-04  7.00000000e+00  6.89350000e-04  1.14219384e+00  6.89350000e-04  6.99625901e+00  6.89350000e-04  1.16709302e+00  6.89350000e-04  5.02875118e-05  6.89350000e-04  2.94574497e-04 
 6.89450000e-04  7.00000000e+00  6.89450000e-04  1.14218279e+00  6.89450000e-04  6.99625898e+00  6.89450000e-04  1.16708210e+00  6.89450000e-04  5.02877669e-05  6.89450000e-04  2.94576547e-04 
 6.89550000e-04  7.00000000e+00  6.89550000e-04  1.14217173e+00  6.89550000e-04  6.99625896e+00  6.89550000e-04  1.16707118e+00  6.89550000e-04  5.02881184e-05  6.89550000e-04  2.94579162e-04 
 6.89650000e-04  7.00000000e+00  6.89650000e-04  1.14216067e+00  6.89650000e-04  6.99625894e+00  6.89650000e-04  1.16706026e+00  6.89650000e-04  5.02883734e-05  6.89650000e-04  2.94581212e-04 
 6.89750000e-04  7.00000000e+00  6.89750000e-04  1.14214961e+00  6.89750000e-04  6.99625891e+00  6.89750000e-04  1.16704935e+00  6.89750000e-04  5.02887250e-05  6.89750000e-04  2.94583827e-04 
 6.89850000e-04  7.00000000e+00  6.89850000e-04  1.14213855e+00  6.89850000e-04  6.99625889e+00  6.89850000e-04  1.16703843e+00  6.89850000e-04  5.02889800e-05  6.89850000e-04  2.94585877e-04 
 6.89950000e-04  7.00000000e+00  6.89950000e-04  1.14212749e+00  6.89950000e-04  6.99625887e+00  6.89950000e-04  1.16702751e+00  6.89950000e-04  5.02893315e-05  6.89950000e-04  2.94588493e-04 
 6.90050000e-04  7.00000000e+00  6.90050000e-04  1.14211642e+00  6.90050000e-04  6.99625884e+00  6.90050000e-04  1.16701660e+00  6.90050000e-04  5.02895866e-05  6.90050000e-04  2.94590544e-04 
 6.90150000e-04  7.00000000e+00  6.90150000e-04  1.14210535e+00  6.90150000e-04  6.99625882e+00  6.90150000e-04  1.16700568e+00  6.90150000e-04  5.02899381e-05  6.90150000e-04  2.94593159e-04 
 6.90250000e-04  7.00000000e+00  6.90250000e-04  1.14209429e+00  6.90250000e-04  6.99625880e+00  6.90250000e-04  1.16699476e+00  6.90250000e-04  5.02901932e-05  6.90250000e-04  2.94595210e-04 
 6.90350000e-04  7.00000000e+00  6.90350000e-04  1.14208321e+00  6.90350000e-04  6.99625877e+00  6.90350000e-04  1.16698384e+00  6.90350000e-04  5.02905447e-05  6.90350000e-04  2.94597826e-04 
 6.90450000e-04  7.00000000e+00  6.90450000e-04  1.14207214e+00  6.90450000e-04  6.99625875e+00  6.90450000e-04  1.16697293e+00  6.90450000e-04  5.02907998e-05  6.90450000e-04  2.94599877e-04 
 6.90550000e-04  7.00000000e+00  6.90550000e-04  1.14206107e+00  6.90550000e-04  6.99625873e+00  6.90550000e-04  1.16696201e+00  6.90550000e-04  5.02911514e-05  6.90550000e-04  2.94602494e-04 
 6.90650000e-04  7.00000000e+00  6.90650000e-04  1.14204999e+00  6.90650000e-04  6.99625871e+00  6.90650000e-04  1.16695109e+00  6.90650000e-04  5.02914064e-05  6.90650000e-04  2.94604545e-04 
 6.90750000e-04  7.00000000e+00  6.90750000e-04  1.14203891e+00  6.90750000e-04  6.99625868e+00  6.90750000e-04  1.16694017e+00  6.90750000e-04  5.02917580e-05  6.90750000e-04  2.94607161e-04 
 6.90850000e-04  7.00000000e+00  6.90850000e-04  1.14202783e+00  6.90850000e-04  6.99625866e+00  6.90850000e-04  1.16692925e+00  6.90850000e-04  5.02920131e-05  6.90850000e-04  2.94609213e-04 
 6.90950000e-04  7.00000000e+00  6.90950000e-04  1.14201675e+00  6.90950000e-04  6.99625864e+00  6.90950000e-04  1.16691834e+00  6.90950000e-04  5.02923646e-05  6.90950000e-04  2.94611830e-04 
 6.91050000e-04  7.00000000e+00  6.91050000e-04  1.14200566e+00  6.91050000e-04  6.99625861e+00  6.91050000e-04  1.16690742e+00  6.91050000e-04  5.02926197e-05  6.91050000e-04  2.94613881e-04 
 6.91150000e-04  7.00000000e+00  6.91150000e-04  1.14199458e+00  6.91150000e-04  6.99625859e+00  6.91150000e-04  1.16689650e+00  6.91150000e-04  5.02929713e-05  6.91150000e-04  2.94616498e-04 
 6.91250000e-04  7.00000000e+00  6.91250000e-04  1.14198349e+00  6.91250000e-04  6.99625857e+00  6.91250000e-04  1.16688558e+00  6.91250000e-04  5.02932264e-05  6.91250000e-04  2.94618550e-04 
 6.91350000e-04  7.00000000e+00  6.91350000e-04  1.14197240e+00  6.91350000e-04  6.99625854e+00  6.91350000e-04  1.16687467e+00  6.91350000e-04  5.02935779e-05  6.91350000e-04  2.94621168e-04 
 6.91450000e-04  7.00000000e+00  6.91450000e-04  1.14196131e+00  6.91450000e-04  6.99625852e+00  6.91450000e-04  1.16686375e+00  6.91450000e-04  5.02938330e-05  6.91450000e-04  2.94623220e-04 
 6.91550000e-04  7.00000000e+00  6.91550000e-04  1.14195021e+00  6.91550000e-04  6.99625850e+00  6.91550000e-04  1.16685283e+00  6.91550000e-04  5.02941846e-05  6.91550000e-04  2.94625837e-04 
 6.91650000e-04  7.00000000e+00  6.91650000e-04  1.14193912e+00  6.91650000e-04  6.99625848e+00  6.91650000e-04  1.16684191e+00  6.91650000e-04  5.02944397e-05  6.91650000e-04  2.94627890e-04 
 6.91750000e-04  7.00000000e+00  6.91750000e-04  1.14192802e+00  6.91750000e-04  6.99625845e+00  6.91750000e-04  1.16683099e+00  6.91750000e-04  5.02947912e-05  6.91750000e-04  2.94630507e-04 
 6.91850000e-04  7.00000000e+00  6.91850000e-04  1.14191692e+00  6.91850000e-04  6.99625843e+00  6.91850000e-04  1.16682007e+00  6.91850000e-04  5.02950463e-05  6.91850000e-04  2.94632560e-04 
 6.91950000e-04  7.00000000e+00  6.91950000e-04  1.14190582e+00  6.91950000e-04  6.99625841e+00  6.91950000e-04  1.16680916e+00  6.91950000e-04  5.02953979e-05  6.91950000e-04  2.94635178e-04 
 6.92050000e-04  7.00000000e+00  6.92050000e-04  1.14189471e+00  6.92050000e-04  6.99625838e+00  6.92050000e-04  1.16679824e+00  6.92050000e-04  5.02956530e-05  6.92050000e-04  2.94637231e-04 
 6.92150000e-04  7.00000000e+00  6.92150000e-04  1.14188361e+00  6.92150000e-04  6.99625836e+00  6.92150000e-04  1.16678732e+00  6.92150000e-04  5.02960046e-05  6.92150000e-04  2.94639849e-04 
 6.92250000e-04  7.00000000e+00  6.92250000e-04  1.14187250e+00  6.92250000e-04  6.99625834e+00  6.92250000e-04  1.16677640e+00  6.92250000e-04  5.02962597e-05  6.92250000e-04  2.94641902e-04 
 6.92350000e-04  7.00000000e+00  6.92350000e-04  1.14186139e+00  6.92350000e-04  6.99625831e+00  6.92350000e-04  1.16676548e+00  6.92350000e-04  5.02966113e-05  6.92350000e-04  2.94644521e-04 
 6.92450000e-04  7.00000000e+00  6.92450000e-04  1.14185028e+00  6.92450000e-04  6.99625829e+00  6.92450000e-04  1.16675456e+00  6.92450000e-04  5.02968664e-05  6.92450000e-04  2.94646574e-04 
 6.92550000e-04  7.00000000e+00  6.92550000e-04  1.14183917e+00  6.92550000e-04  6.99625827e+00  6.92550000e-04  1.16674365e+00  6.92550000e-04  5.02972180e-05  6.92550000e-04  2.94649192e-04 
 6.92650000e-04  7.00000000e+00  6.92650000e-04  1.14182805e+00  6.92650000e-04  6.99625825e+00  6.92650000e-04  1.16673273e+00  6.92650000e-04  5.02974731e-05  6.92650000e-04  2.94651246e-04 
 6.92750000e-04  7.00000000e+00  6.92750000e-04  1.14181694e+00  6.92750000e-04  6.99625822e+00  6.92750000e-04  1.16672181e+00  6.92750000e-04  5.02978247e-05  6.92750000e-04  2.94653865e-04 
 6.92850000e-04  7.00000000e+00  6.92850000e-04  1.14180582e+00  6.92850000e-04  6.99625820e+00  6.92850000e-04  1.16671089e+00  6.92850000e-04  5.02980798e-05  6.92850000e-04  2.94655919e-04 
 6.92950000e-04  7.00000000e+00  6.92950000e-04  1.14179470e+00  6.92950000e-04  6.99625818e+00  6.92950000e-04  1.16669997e+00  6.92950000e-04  5.02984314e-05  6.92950000e-04  2.94658538e-04 
 6.93050000e-04  7.00000000e+00  6.93050000e-04  1.14178357e+00  6.93050000e-04  6.99625815e+00  6.93050000e-04  1.16668905e+00  6.93050000e-04  5.02986865e-05  6.93050000e-04  2.94660592e-04 
 6.93150000e-04  7.00000000e+00  6.93150000e-04  1.14177245e+00  6.93150000e-04  6.99625813e+00  6.93150000e-04  1.16667813e+00  6.93150000e-04  5.02990381e-05  6.93150000e-04  2.94663211e-04 
 6.93250000e-04  7.00000000e+00  6.93250000e-04  1.14176132e+00  6.93250000e-04  6.99625811e+00  6.93250000e-04  1.16666721e+00  6.93250000e-04  5.02992933e-05  6.93250000e-04  2.94665265e-04 
 6.93350000e-04  7.00000000e+00  6.93350000e-04  1.14175020e+00  6.93350000e-04  6.99625808e+00  6.93350000e-04  1.16665630e+00  6.93350000e-04  5.02996449e-05  6.93350000e-04  2.94667885e-04 
 6.93450000e-04  7.00000000e+00  6.93450000e-04  1.14173907e+00  6.93450000e-04  6.99625806e+00  6.93450000e-04  1.16664538e+00  6.93450000e-04  5.02999000e-05  6.93450000e-04  2.94669939e-04 
 6.93550000e-04  7.00000000e+00  6.93550000e-04  1.14172794e+00  6.93550000e-04  6.99625804e+00  6.93550000e-04  1.16663446e+00  6.93550000e-04  5.03002516e-05  6.93550000e-04  2.94672559e-04 
 6.93650000e-04  7.00000000e+00  6.93650000e-04  1.14171680e+00  6.93650000e-04  6.99625801e+00  6.93650000e-04  1.16662354e+00  6.93650000e-04  5.03005067e-05  6.93650000e-04  2.94674613e-04 
 6.93750000e-04  7.00000000e+00  6.93750000e-04  1.14170567e+00  6.93750000e-04  6.99625799e+00  6.93750000e-04  1.16661262e+00  6.93750000e-04  5.03008584e-05  6.93750000e-04  2.94677233e-04 
 6.93850000e-04  7.00000000e+00  6.93850000e-04  1.14169453e+00  6.93850000e-04  6.99625797e+00  6.93850000e-04  1.16660170e+00  6.93850000e-04  5.03011135e-05  6.93850000e-04  2.94679288e-04 
 6.93950000e-04  7.00000000e+00  6.93950000e-04  1.14168339e+00  6.93950000e-04  6.99625795e+00  6.93950000e-04  1.16659078e+00  6.93950000e-04  5.03014651e-05  6.93950000e-04  2.94681909e-04 
 6.94050000e-04  7.00000000e+00  6.94050000e-04  1.14167225e+00  6.94050000e-04  6.99625792e+00  6.94050000e-04  1.16657986e+00  6.94050000e-04  5.03017202e-05  6.94050000e-04  2.94683963e-04 
 6.94150000e-04  7.00000000e+00  6.94150000e-04  1.14166111e+00  6.94150000e-04  6.99625790e+00  6.94150000e-04  1.16656894e+00  6.94150000e-04  5.03020719e-05  6.94150000e-04  2.94686584e-04 
 6.94250000e-04  7.00000000e+00  6.94250000e-04  1.14164996e+00  6.94250000e-04  6.99625788e+00  6.94250000e-04  1.16655802e+00  6.94250000e-04  5.03023270e-05  6.94250000e-04  2.94688639e-04 
 6.94350000e-04  7.00000000e+00  6.94350000e-04  1.14163882e+00  6.94350000e-04  6.99625785e+00  6.94350000e-04  1.16654711e+00  6.94350000e-04  5.03026786e-05  6.94350000e-04  2.94691260e-04 
 6.94450000e-04  7.00000000e+00  6.94450000e-04  1.14162767e+00  6.94450000e-04  6.99625783e+00  6.94450000e-04  1.16653619e+00  6.94450000e-04  5.03029338e-05  6.94450000e-04  2.94693315e-04 
 6.94550000e-04  7.00000000e+00  6.94550000e-04  1.14161652e+00  6.94550000e-04  6.99625781e+00  6.94550000e-04  1.16652527e+00  6.94550000e-04  5.03032854e-05  6.94550000e-04  2.94695936e-04 
 6.94650000e-04  7.00000000e+00  6.94650000e-04  1.14160537e+00  6.94650000e-04  6.99625778e+00  6.94650000e-04  1.16651435e+00  6.94650000e-04  5.03035405e-05  6.94650000e-04  2.94697992e-04 
 6.94750000e-04  7.00000000e+00  6.94750000e-04  1.14159421e+00  6.94750000e-04  6.99625776e+00  6.94750000e-04  1.16650343e+00  6.94750000e-04  5.03038922e-05  6.94750000e-04  2.94700613e-04 
 6.94850000e-04  7.00000000e+00  6.94850000e-04  1.14158306e+00  6.94850000e-04  6.99625774e+00  6.94850000e-04  1.16649251e+00  6.94850000e-04  5.03041473e-05  6.94850000e-04  2.94702669e-04 
 6.94950000e-04  7.00000000e+00  6.94950000e-04  1.14157190e+00  6.94950000e-04  6.99625772e+00  6.94950000e-04  1.16648159e+00  6.94950000e-04  5.03044990e-05  6.94950000e-04  2.94705290e-04 
 6.95050000e-04  7.00000000e+00  6.95050000e-04  1.14156074e+00  6.95050000e-04  6.99625769e+00  6.95050000e-04  1.16647067e+00  6.95050000e-04  5.03047541e-05  6.95050000e-04  2.94707346e-04 
 6.95150000e-04  7.00000000e+00  6.95150000e-04  1.14154958e+00  6.95150000e-04  6.99625767e+00  6.95150000e-04  1.16645975e+00  6.95150000e-04  5.03051058e-05  6.95150000e-04  2.94709968e-04 
 6.95250000e-04  7.00000000e+00  6.95250000e-04  1.14153842e+00  6.95250000e-04  6.99625765e+00  6.95250000e-04  1.16644883e+00  6.95250000e-04  5.03053609e-05  6.95250000e-04  2.94712024e-04 
 6.95350000e-04  7.00000000e+00  6.95350000e-04  1.14152726e+00  6.95350000e-04  6.99625762e+00  6.95350000e-04  1.16643791e+00  6.95350000e-04  5.03057126e-05  6.95350000e-04  2.94714646e-04 
 6.95450000e-04  7.00000000e+00  6.95450000e-04  1.14151609e+00  6.95450000e-04  6.99625760e+00  6.95450000e-04  1.16642699e+00  6.95450000e-04  5.03059677e-05  6.95450000e-04  2.94716702e-04 
 6.95550000e-04  7.00000000e+00  6.95550000e-04  1.14150492e+00  6.95550000e-04  6.99625758e+00  6.95550000e-04  1.16641607e+00  6.95550000e-04  5.03063194e-05  6.95550000e-04  2.94719324e-04 
 6.95650000e-04  7.00000000e+00  6.95650000e-04  1.14149375e+00  6.95650000e-04  6.99625755e+00  6.95650000e-04  1.16640515e+00  6.95650000e-04  5.03065745e-05  6.95650000e-04  2.94721381e-04 
 6.95750000e-04  7.00000000e+00  6.95750000e-04  1.14148258e+00  6.95750000e-04  6.99625753e+00  6.95750000e-04  1.16639423e+00  6.95750000e-04  5.03069262e-05  6.95750000e-04  2.94724003e-04 
 6.95850000e-04  7.00000000e+00  6.95850000e-04  1.14147141e+00  6.95850000e-04  6.99625751e+00  6.95850000e-04  1.16638331e+00  6.95850000e-04  5.03071813e-05  6.95850000e-04  2.94726060e-04 
 6.95950000e-04  7.00000000e+00  6.95950000e-04  1.14146023e+00  6.95950000e-04  6.99625749e+00  6.95950000e-04  1.16637240e+00  6.95950000e-04  5.03075330e-05  6.95950000e-04  2.94728683e-04 
 6.96050000e-04  7.00000000e+00  6.96050000e-04  1.14144906e+00  6.96050000e-04  6.99625746e+00  6.96050000e-04  1.16636148e+00  6.96050000e-04  5.03077881e-05  6.96050000e-04  2.94730740e-04 
 6.96150000e-04  7.00000000e+00  6.96150000e-04  1.14143788e+00  6.96150000e-04  6.99625744e+00  6.96150000e-04  1.16635056e+00  6.96150000e-04  5.03081398e-05  6.96150000e-04  2.94733362e-04 
 6.96250000e-04  7.00000000e+00  6.96250000e-04  1.14142670e+00  6.96250000e-04  6.99625742e+00  6.96250000e-04  1.16633964e+00  6.96250000e-04  5.03083950e-05  6.96250000e-04  2.94735420e-04 
 6.96350000e-04  7.00000000e+00  6.96350000e-04  1.14141551e+00  6.96350000e-04  6.99625739e+00  6.96350000e-04  1.16632872e+00  6.96350000e-04  5.03087466e-05  6.96350000e-04  2.94738043e-04 
