 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 3.71069789e-06  3.71069789e+00  3.71069789e-06  3.52947090e-03  3.71069789e-06  2.80262855e+00  3.71069789e-06  3.11409217e-01  3.71069789e-06 -6.97558515e-05  3.71069789e-06  2.93898240e-03 
 3.81069789e-06  3.81069789e+00  3.81069789e-06  7.75478141e-03  3.81069789e-06  2.85377937e+00  3.81069789e-06  3.48122237e-01  3.81069789e-06  8.42641809e-05  3.81069789e-06  2.94155941e-03 
 3.91069789e-06  3.91069789e+00  3.91069789e-06  1.60884988e-02  3.91069789e-06  2.90963777e+00  3.91069789e-06  3.89643299e-01  3.91069789e-06 -6.63272933e-05  3.91069789e-06  2.94543674e-03 
 4.01069789e-06  4.01069789e+00  4.01069789e-06  3.02030879e-02  4.01069789e-06  2.97190392e+00  4.01069789e-06  4.37583510e-01  4.01069789e-06  8.06108128e-05  4.01069789e-06  2.95117257e-03 
 4.11069789e-06  4.11069789e+00  4.11069789e-06  5.08793894e-02  4.11069789e-06  3.04239161e+00  4.11069789e-06  4.91861879e-01  4.11069789e-06 -6.34918248e-05  4.11069789e-06  2.95910361e-03 
 4.21069789e-06  4.21069789e+00  4.21069789e-06  7.77215858e-02  4.21069789e-06  3.12109660e+00  4.21069789e-06  5.51767306e-01  4.21069789e-06  7.74305254e-05  4.21069789e-06  2.96935635e-03 
 4.31069789e-06  4.31069789e+00  4.31069789e-06  1.09545783e-01  4.31069789e-06  3.20703466e+00  4.31069789e-06  6.14911347e-01  4.31069789e-06 -6.10105616e-05  4.31069789e-06  2.98180295e-03 
 4.41069789e-06  4.41069789e+00  4.41069789e-06  1.45175999e-01  4.41069789e-06  3.29694650e+00  4.41069789e-06  6.78246126e-01  4.41069789e-06  7.46428749e-05  4.41069789e-06  2.99610919e-03 
 4.51069789e-06  4.51069789e+00  4.51069789e-06  1.84263683e-01  4.51069789e-06  3.38662513e+00  4.51069789e-06  7.37665414e-01  4.51069789e-06 -5.88246369e-05  4.51069789e-06  3.01154091e-03 
 4.61069789e-06  4.61069789e+00  4.61069789e-06  2.27934975e-01  4.61069789e-06  3.47058204e+00  4.61069789e-06  7.89822755e-01  4.61069789e-06  7.21847100e-05  4.61069789e-06  3.02717125e-03 
 4.71069789e-06  4.71069789e+00  4.71069789e-06  2.79061753e-01  4.71069789e-06  3.54502830e+00  4.71069789e-06  8.33818759e-01  4.71069789e-06 -5.68874110e-05  4.71069789e-06  3.04248108e-03 
 4.81069789e-06  4.81069789e+00  4.81069789e-06  3.42070123e-01  4.81069789e-06  3.60815149e+00  4.81069789e-06  8.70649685e-01  4.81069789e-06  7.00058214e-05  4.81069789e-06  3.05758677e-03 
 4.91069789e-06  4.91069789e+00  4.91069789e-06  4.22467127e-01  4.91069789e-06  3.66053540e+00  4.91069789e-06  9.01532648e-01  4.91069789e-06 -5.51613852e-05  4.91069789e-06  3.07295853e-03 
 5.01069789e-06  5.01069789e+00  5.01069789e-06  5.26240113e-01  5.01069789e-06  3.70359489e+00  5.01069789e-06  9.28889218e-01  5.01069789e-06  6.80658771e-05  5.01069789e-06  3.08956443e-03 
 5.11069789e-06  5.11069789e+00  5.11069789e-06  6.59058417e-01  5.11069789e-06  3.74023087e+00  5.11069789e-06  9.54530889e-01  5.11069789e-06 -5.36672002e-05  5.11069789e-06  3.10828827e-03 
 5.21069789e-06  5.21069789e+00  5.21069789e-06  8.25363438e-01  5.21069789e-06  3.77376032e+00  5.21069789e-06  9.80817491e-01  5.21069789e-06  6.63321531e-05  5.21069789e-06  3.13033528e-03 
 5.31069789e-06  5.31069789e+00  5.31069789e-06  1.02686571e+00  5.31069789e-06  3.81035490e+00  5.31069789e-06  1.00838170e+00  5.31069789e-06 -5.22257042e-05  5.31069789e-06  3.16486354e-03 
 5.41069789e-06  5.41069789e+00  5.41069789e-06  1.25803765e+00  5.41069789e-06  3.86589168e+00  5.41069789e-06  1.06239397e+00  5.41069789e-06  6.47782929e-05  5.41069789e-06  3.22580161e-03 
 5.51069789e-06  5.51069789e+00  5.51069789e-06  1.50253548e+00  5.51069789e-06  3.95630785e+00  5.51069789e-06  1.15650341e+00  5.51069789e-06 -5.09693794e-05  5.51069789e-06  3.31019901e-03 
 5.61069789e-06  5.61069789e+00  5.61069789e-06  1.74422423e+00  5.61069789e-06  4.06301617e+00  5.61069789e-06  1.23871408e+00  5.61069789e-06  6.33826680e-05  5.61069789e-06  3.39911218e-03 
 5.71005206e-06  5.71005206e+00  5.71005206e-06  1.97715903e+00  5.71005206e-06  4.16655440e+00  5.71005206e-06  1.31619510e+00  5.71005206e-06 -4.98309771e-05  5.71005206e-06  3.48702160e-03 
 5.81005206e-06  5.81005206e+00  5.81005206e-06  2.20168255e+00  5.81005206e-06  4.28276437e+00  5.81005206e-06  1.42232736e+00  5.81005206e-06  6.21307256e-05  5.81005206e-06  3.57441182e-03 
 5.91005206e-06  5.91005206e+00  5.91005206e-06  2.40911273e+00  5.91005206e-06  4.41263294e+00  5.91005206e-06  1.51688487e+00  5.91005206e-06 -4.88200081e-05  5.91005206e-06  3.65547272e-03 
 6.01005206e-06  6.01005206e+00  6.01005206e-06  2.59585964e+00  6.01005206e-06  4.54420758e+00  6.01005206e-06  1.61058048e+00  6.01005206e-06  6.09846588e-05  6.01005206e-06  3.72923142e-03 
 6.11005206e-06  6.11005206e+00  6.11005206e-06  2.76362738e+00  6.11005206e-06  4.67170721e+00  6.11005206e-06  1.69175922e+00  6.11005206e-06 -4.78591188e-05  6.11005206e-06  3.79548696e-03 
 6.21005206e-06  6.21005206e+00  6.21005206e-06  2.91679068e+00  6.21005206e-06  4.79005822e+00  6.21005206e-06  1.76919933e+00  6.21005206e-06  5.99754453e-05  6.21005206e-06  3.85628746e-03 
 6.31005206e-06  6.31005206e+00  6.31005206e-06  3.06051106e+00  6.31005206e-06  4.89997252e+00  6.31005206e-06  1.84039666e+00  6.31005206e-06 -4.69694163e-05  6.31005206e-06  3.91330501e-03 
 6.41005206e-06  6.41005206e+00  6.41005206e-06  3.19917311e+00  6.41005206e-06  5.00230127e+00  6.41005206e-06  1.90977565e+00  6.41005206e-06  5.90744843e-05  6.41005206e-06  3.96840223e-03 
 6.51005206e-06  6.51005206e+00  6.51005206e-06  3.33594265e+00  6.51005206e-06  5.10011318e+00  6.51005206e-06  1.97827718e+00  6.51005206e-06 -4.61375861e-05  6.51005206e-06  4.02278824e-03 
