 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_en)       
 7.90950716e-05  7.90950716e+00  7.90950716e-05  6.94515696e+00  7.90950716e-05  6.92915062e+00  7.90950716e-05  7.90952791e+00 
 7.95950716e-05  7.95950716e+00  7.95950716e-05  6.99123262e+00  7.95950716e-05  6.97708144e+00  7.95950716e-05  7.95945683e+00 
 8.00950716e-05  8.00950716e+00  8.00950716e-05  7.03766008e+00  8.00950716e-05  7.02449686e+00  8.00950716e-05  8.00952775e+00 
 8.05950716e-05  8.05950716e+00  8.05950716e-05  7.08433191e+00  8.05950716e-05  7.07234480e+00  8.05950716e-05  8.05945727e+00 
 8.10950716e-05  8.10950716e+00  8.10950716e-05  7.13118022e+00  8.10950716e-05  7.11971825e+00  8.10950716e-05  8.10952752e+00 
 8.15950716e-05  8.15950716e+00  8.15950716e-05  7.17814909e+00  8.15950716e-05  7.16750796e+00  8.15950716e-05  8.15945765e+00 
 8.20950716e-05  8.20950716e+00  8.20950716e-05  7.22521058e+00  8.20950716e-05  7.21485891e+00  8.20950716e-05  8.20952726e+00 
 8.25950716e-05  8.25950716e+00  8.25950716e-05  7.27233727e+00  8.25950716e-05  7.26261235e+00  8.25950716e-05  8.25945799e+00 
 8.30950716e-05  8.30950716e+00  8.30950716e-05  7.31951978e+00  8.30950716e-05  7.30996074e+00  8.30950716e-05  8.30952700e+00 
 8.35950716e-05  8.35950716e+00  8.35950716e-05  7.36674456e+00  8.35950716e-05  7.35769874e+00  8.35950716e-05  8.35945830e+00 
 8.40950716e-05  8.40950716e+00  8.40950716e-05  7.41401075e+00  8.40950716e-05  7.40506274e+00  8.40950716e-05  8.40952673e+00 
 8.45950716e-05  8.45950716e+00  8.45950716e-05  7.46131145e+00  8.45950716e-05  7.45280409e+00  8.45950716e-05  8.45945861e+00 
 8.50950716e-05  8.50950716e+00  8.50950716e-05  7.50864943e+00  8.50950716e-05  7.50019969e+00  8.50950716e-05  8.50952647e+00 
 8.55950716e-05  8.55950716e+00  8.55950716e-05  7.55602098e+00  8.55950716e-05  7.54796093e+00  8.55950716e-05  8.55945890e+00 
 8.60950716e-05  8.60950716e+00  8.60950716e-05  7.60343013e+00  8.60950716e-05  7.59540187e+00  8.60950716e-05  8.60952622e+00 
 8.65950716e-05  8.65950716e+00  8.65950716e-05  7.65087465e+00  8.65950716e-05  7.64319721e+00  8.65950716e-05  8.65945919e+00 
 8.70950716e-05  8.70950716e+00  8.70950716e-05  7.69835873e+00  8.70950716e-05  7.69069503e+00  8.70950716e-05  8.70952597e+00 
 8.75950716e-05  8.75950716e+00  8.75950716e-05  7.74588080e+00  8.75950716e-05  7.73853642e+00  8.75950716e-05  8.75945946e+00 
 8.80950716e-05  8.80950716e+00  8.80950716e-05  7.79344467e+00  8.80950716e-05  7.78610050e+00  8.80950716e-05  8.80952572e+00 
 8.85950716e-05  8.85950716e+00  8.85950716e-05  7.84104905e+00  8.85950716e-05  7.83399764e+00  8.85950716e-05  8.85945973e+00 
 8.90950716e-05  8.90950716e+00  8.90950716e-05  7.88869715e+00  8.90950716e-05  7.88163529e+00  8.90950716e-05  8.90952549e+00 
 8.95950716e-05  8.95950716e+00  8.95950716e-05  7.93638778e+00  8.95950716e-05  7.92959573e+00  8.95950716e-05  8.95945999e+00 
 9.00950716e-05  9.00950716e+00  9.00950716e-05  7.98412345e+00  9.00950716e-05  7.97731230e+00  9.00950716e-05  9.00952525e+00 
 9.05950716e-05  9.05950716e+00  9.05950716e-05  8.03190302e+00  9.05950716e-05  8.02534160e+00  9.05950716e-05  9.05946025e+00 
 9.10950716e-05  9.10950716e+00  9.10950716e-05  8.07972829e+00  9.10950716e-05  8.07314063e+00  9.10950716e-05  9.10952503e+00 
 9.15950716e-05  9.15950716e+00  9.15950716e-05  8.12759813e+00  9.15950716e-05  8.12124252e+00  9.15950716e-05  9.15946049e+00 
 9.20950716e-05  9.20950716e+00  9.20950716e-05  8.17551367e+00  9.20950716e-05  8.16912588e+00  9.20950716e-05  9.20952480e+00 
 9.25950716e-05  9.25950716e+00  9.25950716e-05  8.22347380e+00  9.25950716e-05  8.21730242e+00  9.25950716e-05  9.25946073e+00 
 9.30950716e-05  9.30950716e+00  9.30950716e-05  8.27147903e+00  9.30950716e-05  8.26527057e+00  9.30950716e-05  9.30952459e+00 
 9.35950716e-05  9.35950716e+00  9.35950716e-05  8.31952829e+00  9.35950716e-05  8.31352237e+00  9.35950716e-05  9.35946097e+00 
 9.40950716e-05  9.40950716e+00  9.40950716e-05  8.36762152e+00  9.40950716e-05  8.36157449e+00  9.40950716e-05  9.40952437e+00 
 9.45950716e-05  9.45950716e+00  9.45950716e-05  8.41575772e+00  9.45950716e-05  8.40990091e+00  9.45950716e-05  9.45946119e+00 
 9.50950716e-05  9.50950716e+00  9.50950716e-05  8.46393634e+00  9.50950716e-05  8.45803515e+00  9.50950716e-05  9.50952416e+00 
 9.55950716e-05  9.55950716e+00  9.55950716e-05  8.51215646e+00  9.55950716e-05  8.50643454e+00  9.55950716e-05  9.55946141e+00 
 9.60950716e-05  9.60950716e+00  9.60950716e-05  8.56041709e+00  9.60950716e-05  8.55464817e+00  9.60950716e-05  9.60952395e+00 
 9.65950716e-05  9.65950716e+00  9.65950716e-05  8.60871743e+00  9.65950716e-05  8.60311804e+00  9.65950716e-05  9.65946163e+00 
 9.70950716e-05  9.70950716e+00  9.70950716e-05  8.65705612e+00  9.70950716e-05  8.65140767e+00  9.70950716e-05  9.70952375e+00 
 9.75950716e-05  9.75950716e+00  9.75950716e-05  8.70543248e+00  9.75950716e-05  8.69994487e+00  9.75950716e-05  9.75946184e+00 
 9.80950716e-05  9.80950716e+00  9.80950716e-05  8.75384486e+00  9.80950716e-05  8.74830661e+00  9.80950716e-05  9.80952355e+00 
 9.85950716e-05  9.85950716e+00  9.85950716e-05  8.80229270e+00  9.85950716e-05  8.79690753e+00  9.85950716e-05  9.85946204e+00 
 9.90950716e-05  9.90950716e+00  9.90950716e-05  8.85077410e+00  9.90950716e-05  8.84533713e+00  9.90950716e-05  9.90952335e+00 
 9.95950716e-05  9.95950716e+00  9.95950716e-05  8.89928866e+00  9.95950716e-05  8.89399780e+00  9.95950716e-05  9.95946224e+00 
 1.00095072e-04  1.00095072e+01  1.00095072e-04  8.94783427e+00  1.00095072e-04  8.94249079e+00  1.00095072e-04  1.00095232e+01 
 1.00595072e-04  1.00595072e+01  1.00595072e-04  8.99641069e+00  1.00595072e-04  8.99120707e+00  1.00595072e-04  1.00594624e+01 
 1.01095072e-04  1.01095072e+01  1.01095072e-04  9.04501565e+00  1.01095072e-04  9.03975888e+00  1.01095072e-04  1.01095230e+01 
 1.01595072e-04  1.01595072e+01  1.01595072e-04  9.09364906e+00  1.01595072e-04  9.08852649e+00  1.01595072e-04  1.01594626e+01 
 1.02095072e-04  1.02095072e+01  1.02095072e-04  9.14230854e+00  1.02095072e-04  9.13713253e+00  1.02095072e-04  1.02095228e+01 
 1.02595072e-04  1.02595072e+01  1.02595072e-04  9.19099414e+00  1.02595072e-04  9.18594720e+00  1.02595072e-04  1.02594628e+01 
 1.03095072e-04  1.03095072e+01  1.03095072e-04  9.23970340e+00  1.03095072e-04  9.23460294e+00  1.03095072e-04  1.03095226e+01 
 1.03595072e-04  1.03595072e+01  1.03595072e-04  9.28843652e+00  1.03595072e-04  9.28346046e+00  1.03595072e-04  1.03594630e+01 
 1.04095072e-04  1.04095072e+01  1.04095072e-04  9.33719100e+00  1.04095072e-04  9.33216149e+00  1.04095072e-04  1.04095224e+01 
 1.04595072e-04  1.04595072e+01  1.04595072e-04  9.38596716e+00  1.04595072e-04  9.38105778e+00  1.04595072e-04  1.04594631e+01 
 1.05000000e-04  1.05000000e+01  1.05000000e-04  9.42548281e+00  1.05000000e-04  9.42051410e+00  1.05000000e-04  1.05000150e+01 
 1.05050000e-04  1.05000000e+01  1.05050000e-04  9.42827134e+00  1.05050000e-04  9.42339478e+00  1.05050000e-04  1.05000037e+01 
 1.05150000e-04  1.05000000e+01  1.05150000e-04  9.43143007e+00  1.05150000e-04  9.42679633e+00  1.05150000e-04  1.04999987e+01 
 1.05350000e-04  1.05000000e+01  1.05350000e-04  9.43177052e+00  1.05350000e-04  9.42774196e+00  1.05350000e-04  1.04999975e+01 
 1.05750000e-04  1.05000000e+01  1.05750000e-04  9.43076427e+00  1.05750000e-04  9.42778765e+00  1.05750000e-04  1.04999978e+01 
 1.06224035e-04  1.05000000e+01  1.06224035e-04  9.43013715e+00  1.06224035e-04  9.42806297e+00  1.06224035e-04  1.04999978e+01 
 1.06724035e-04  1.05000000e+01  1.06724035e-04  9.42959514e+00  1.06724035e-04  9.42817941e+00  1.06724035e-04  1.04999978e+01 
 1.07224035e-04  1.05000000e+01  1.07224035e-04  9.42930193e+00  1.07224035e-04  9.42833362e+00  1.07224035e-04  1.04999979e+01 
 1.07724035e-04  1.05000000e+01  1.07724035e-04  9.42908941e+00  1.07724035e-04  9.42842701e+00  1.07724035e-04  1.04999979e+01 
 1.08224035e-04  1.05000000e+01  1.08224035e-04  9.42897967e+00  1.08224035e-04  9.42852533e+00  1.08224035e-04  1.04999979e+01 
 1.08724035e-04  1.05000000e+01  1.08724035e-04  9.42891231e+00  1.08724035e-04  9.42860021e+00  1.08724035e-04  1.04999979e+01 
 1.09224035e-04  1.05000000e+01  1.09224035e-04  9.42888786e+00  1.09224035e-04  9.42867258e+00  1.09224035e-04  1.04999979e+01 
 1.09724035e-04  1.05000000e+01  1.09724035e-04  9.42888374e+00  1.09724035e-04  9.42873469e+00  1.09724035e-04  1.04999979e+01 
 1.10224035e-04  1.05000000e+01  1.10224035e-04  9.42889728e+00  1.10224035e-04  9.42879334e+00  1.10224035e-04  1.04999979e+01 
 1.10724035e-04  1.05000000e+01  1.10724035e-04  9.42891969e+00  1.10724035e-04  9.42884667e+00  1.10724035e-04  1.04999979e+01 
 1.11224035e-04  1.05000000e+01  1.11224035e-04  9.42894887e+00  1.11224035e-04  9.42889691e+00  1.11224035e-04  1.04999979e+01 
 1.11724035e-04  1.05000000e+01  1.11724035e-04  9.42898128e+00  1.11724035e-04  9.42894384e+00  1.11724035e-04  1.04999979e+01 
 1.12224035e-04  1.05000000e+01  1.12224035e-04  9.42901575e+00  1.12224035e-04  9.42898818e+00  1.12224035e-04  1.04999980e+01 
 1.12724035e-04  1.05000000e+01  1.12724035e-04  9.42905080e+00  1.12724035e-04  9.42903012e+00  1.12724035e-04  1.04999979e+01 
 1.13224035e-04  1.05000000e+01  1.13224035e-04  9.42908587e+00  1.13224035e-04  9.42906984e+00  1.13224035e-04  1.04999980e+01 
 1.13724035e-04  1.05000000e+01  1.13724035e-04  9.42912035e+00  1.13724035e-04  9.42910766e+00  1.13724035e-04  1.04999979e+01 
 1.14224035e-04  1.05000000e+01  1.14224035e-04  9.42915399e+00  1.14224035e-04  9.42914353e+00  1.14224035e-04  1.04999980e+01 
 1.14724035e-04  1.05000000e+01  1.14724035e-04  9.42918657e+00  1.14724035e-04  9.42917778e+00  1.14724035e-04  1.04999979e+01 
 1.15224035e-04  1.05000000e+01  1.15224035e-04  9.42921800e+00  1.15224035e-04  9.42921031e+00  1.15224035e-04  1.04999980e+01 
 1.15724035e-04  1.05000000e+01  1.15724035e-04  9.42924821e+00  1.15724035e-04  9.42924141e+00  1.15724035e-04  1.04999979e+01 
 1.16224035e-04  1.05000000e+01  1.16224035e-04  9.42927721e+00  1.16224035e-04  9.42927096e+00  1.16224035e-04  1.04999980e+01 
 1.16724035e-04  1.05000000e+01  1.16724035e-04  9.42930497e+00  1.16724035e-04  9.42929925e+00  1.16724035e-04  1.04999979e+01 
 1.17224035e-04  1.05000000e+01  1.17224035e-04  9.42933154e+00  1.17224035e-04  9.42932612e+00  1.17224035e-04  1.04999980e+01 
 1.17724035e-04  1.05000000e+01  1.17724035e-04  9.42935694e+00  1.17724035e-04  9.42935187e+00  1.17724035e-04  1.04999979e+01 
 1.18224035e-04  1.05000000e+01  1.18224035e-04  9.42938122e+00  1.18224035e-04  9.42937631e+00  1.18224035e-04  1.04999980e+01 
 1.18724035e-04  1.05000000e+01  1.18724035e-04  9.42940441e+00  1.18724035e-04  9.42939976e+00  1.18724035e-04  1.04999979e+01 
 1.19224035e-04  1.05000000e+01  1.19224035e-04  9.42942655e+00  1.19224035e-04  9.42942200e+00  1.19224035e-04  1.04999980e+01 
 1.19724035e-04  1.05000000e+01  1.19724035e-04  9.42944769e+00  1.19724035e-04  9.42944336e+00  1.19724035e-04  1.04999979e+01 
 1.20224035e-04  1.05000000e+01  1.20224035e-04  9.42946788e+00  1.20224035e-04  9.42946361e+00  1.20224035e-04  1.04999980e+01 
 1.20724035e-04  1.05000000e+01  1.20724035e-04  9.42948714e+00  1.20724035e-04  9.42948306e+00  1.20724035e-04  1.04999979e+01 
 1.21224035e-04  1.05000000e+01  1.21224035e-04  9.42950553e+00  1.21224035e-04  9.42950149e+00  1.21224035e-04  1.04999980e+01 
 1.21724035e-04  1.05000000e+01  1.21724035e-04  9.42952308e+00  1.21724035e-04  9.42951922e+00  1.21724035e-04  1.04999979e+01 
 1.22224035e-04  1.05000000e+01  1.22224035e-04  9.42953983e+00  1.22224035e-04  9.42953599e+00  1.22224035e-04  1.04999980e+01 
 1.22724035e-04  1.05000000e+01  1.22724035e-04  9.42955582e+00  1.22724035e-04  9.42955214e+00  1.22724035e-04  1.04999979e+01 
 1.23224035e-04  1.05000000e+01  1.23224035e-04  9.42957108e+00  1.23224035e-04  9.42956742e+00  1.23224035e-04  1.04999980e+01 
 1.23724035e-04  1.05000000e+01  1.23724035e-04  9.42958564e+00  1.23724035e-04  9.42958213e+00  1.23724035e-04  1.04999979e+01 
 1.24224035e-04  1.05000000e+01  1.24224035e-04  9.42959954e+00  1.24224035e-04  9.42959603e+00  1.24224035e-04  1.04999980e+01 
 1.24724035e-04  1.05000000e+01  1.24724035e-04  9.42961280e+00  1.24724035e-04  9.42960945e+00  1.24724035e-04  1.04999979e+01 
 1.25224035e-04  1.05000000e+01  1.25224035e-04  9.42962546e+00  1.25224035e-04  9.42962210e+00  1.25224035e-04  1.04999980e+01 
 1.25724035e-04  1.05000000e+01  1.25724035e-04  9.42963754e+00  1.25724035e-04  9.42963433e+00  1.25724035e-04  1.04999979e+01 
 1.26224035e-04  1.05000000e+01  1.26224035e-04  9.42964907e+00  1.26224035e-04  9.42964584e+00  1.26224035e-04  1.04999980e+01 
 1.26724035e-04  1.05000000e+01  1.26724035e-04  9.42966008e+00  1.26724035e-04  9.42965699e+00  1.26724035e-04  1.04999979e+01 
 1.27224035e-04  1.05000000e+01  1.27224035e-04  9.42967058e+00  1.27224035e-04  9.42966747e+00  1.27224035e-04  1.04999979e+01 
 1.27724035e-04  1.05000000e+01  1.27724035e-04  9.42968060e+00  1.27724035e-04  9.42967763e+00  1.27724035e-04  1.04999979e+01 
 1.28224035e-04  1.05000000e+01  1.28224035e-04  9.42969017e+00  1.28224035e-04  9.42968717e+00  1.28224035e-04  1.04999979e+01 
 1.28724035e-04  1.05000000e+01  1.28724035e-04  9.42969930e+00  1.28724035e-04  9.42969643e+00  1.28724035e-04  1.04999979e+01 
 1.29224035e-04  1.05000000e+01  1.29224035e-04  9.42970802e+00  1.29224035e-04  9.42970511e+00  1.29224035e-04  1.04999979e+01 
 1.29724035e-04  1.05000000e+01  1.29724035e-04  9.42971633e+00  1.29724035e-04  9.42971355e+00  1.29724035e-04  1.04999979e+01 
 1.30224035e-04  1.05000000e+01  1.30224035e-04  9.42972427e+00  1.30224035e-04  9.42972146e+00  1.30224035e-04  1.04999979e+01 
 1.30724035e-04  1.05000000e+01  1.30724035e-04  9.42973185e+00  1.30724035e-04  9.42972915e+00  1.30724035e-04  1.04999979e+01 
 1.31224035e-04  1.05000000e+01  1.31224035e-04  9.42973908e+00  1.31224035e-04  9.42973635e+00  1.31224035e-04  1.04999979e+01 
 1.31724035e-04  1.05000000e+01  1.31724035e-04  9.42974598e+00  1.31724035e-04  9.42974337e+00  1.31724035e-04  1.04999979e+01 
 1.32224035e-04  1.05000000e+01  1.32224035e-04  9.42975257e+00  1.32224035e-04  9.42974991e+00  1.32224035e-04  1.04999979e+01 
 1.32724035e-04  1.05000000e+01  1.32724035e-04  9.42975886e+00  1.32724035e-04  9.42975631e+00  1.32724035e-04  1.04999979e+01 
 1.33224035e-04  1.05000000e+01  1.33224035e-04  9.42976486e+00  1.33224035e-04  9.42976227e+00  1.33224035e-04  1.04999979e+01 
 1.33724035e-04  1.05000000e+01  1.33724035e-04  9.42977059e+00  1.33724035e-04  9.42976810e+00  1.33724035e-04  1.04999979e+01 
 1.34224035e-04  1.05000000e+01  1.34224035e-04  9.42977606e+00  1.34224035e-04  9.42977352e+00  1.34224035e-04  1.04999979e+01 
 1.34724035e-04  1.05000000e+01  1.34724035e-04  9.42978127e+00  1.34724035e-04  9.42977885e+00  1.34724035e-04  1.04999979e+01 
 1.35224035e-04  1.05000000e+01  1.35224035e-04  9.42978625e+00  1.35224035e-04  9.42978378e+00  1.35224035e-04  1.04999979e+01 
 1.35724035e-04  1.05000000e+01  1.35724035e-04  9.42979101e+00  1.35724035e-04  9.42978864e+00  1.35724035e-04  1.04999979e+01 
 1.36224035e-04  1.05000000e+01  1.36224035e-04  9.42979554e+00  1.36224035e-04  9.42979312e+00  1.36224035e-04  1.04999979e+01 
 1.36724035e-04  1.05000000e+01  1.36724035e-04  9.42979987e+00  1.36724035e-04  9.42979755e+00  1.36724035e-04  1.04999979e+01 
 1.37224035e-04  1.05000000e+01  1.37224035e-04  9.42980401e+00  1.37224035e-04  9.42980163e+00  1.37224035e-04  1.04999979e+01 
 1.37724035e-04  1.05000000e+01  1.37724035e-04  9.42980795e+00  1.37724035e-04  9.42980567e+00  1.37724035e-04  1.04999979e+01 
 1.38224035e-04  1.05000000e+01  1.38224035e-04  9.42981172e+00  1.38224035e-04  9.42980938e+00  1.38224035e-04  1.04999979e+01 
 1.38724035e-04  1.05000000e+01  1.38724035e-04  9.42981531e+00  1.38724035e-04  9.42981307e+00  1.38724035e-04  1.04999979e+01 
 1.39224035e-04  1.05000000e+01  1.39224035e-04  9.42981874e+00  1.39224035e-04  9.42981644e+00  1.39224035e-04  1.04999979e+01 
 1.39724035e-04  1.05000000e+01  1.39724035e-04  9.42982202e+00  1.39724035e-04  9.42981981e+00  1.39724035e-04  1.04999979e+01 
 1.40224035e-04  1.05000000e+01  1.40224035e-04  9.42982514e+00  1.40224035e-04  9.42982288e+00  1.40224035e-04  1.04999979e+01 
 1.40724035e-04  1.05000000e+01  1.40724035e-04  9.42982813e+00  1.40724035e-04  9.42982596e+00  1.40724035e-04  1.04999979e+01 
 1.41224035e-04  1.05000000e+01  1.41224035e-04  9.42983097e+00  1.41224035e-04  9.42982874e+00  1.41224035e-04  1.04999979e+01 
 1.41724035e-04  1.05000000e+01  1.41724035e-04  9.42983369e+00  1.41724035e-04  9.42983155e+00  1.41724035e-04  1.04999979e+01 
 1.42224035e-04  1.05000000e+01  1.42224035e-04  9.42983628e+00  1.42224035e-04  9.42983408e+00  1.42224035e-04  1.04999979e+01 
 1.42724035e-04  1.05000000e+01  1.42724035e-04  9.42983876e+00  1.42724035e-04  9.42983665e+00  1.42724035e-04  1.04999979e+01 
 1.43224035e-04  1.05000000e+01  1.43224035e-04  9.42984112e+00  1.43224035e-04  9.42983895e+00  1.43224035e-04  1.04999979e+01 
 1.43724035e-04  1.05000000e+01  1.43724035e-04  9.42984338e+00  1.43724035e-04  9.42984129e+00  1.43724035e-04  1.04999979e+01 
 1.44224035e-04  1.05000000e+01  1.44224035e-04  9.42984553e+00  1.44224035e-04  9.42984338e+00  1.44224035e-04  1.04999979e+01 
 1.44724035e-04  1.05000000e+01  1.44724035e-04  9.42984759e+00  1.44724035e-04  9.42984552e+00  1.44724035e-04  1.04999979e+01 
 1.45224035e-04  1.05000000e+01  1.45224035e-04  9.42984955e+00  1.45224035e-04  9.42984742e+00  1.45224035e-04  1.04999979e+01 
 1.45724035e-04  1.05000000e+01  1.45724035e-04  9.42985142e+00  1.45724035e-04  9.42984938e+00  1.45724035e-04  1.04999979e+01 
 1.46224035e-04  1.05000000e+01  1.46224035e-04  9.42985321e+00  1.46224035e-04  9.42985110e+00  1.46224035e-04  1.04999979e+01 
 1.46724035e-04  1.05000000e+01  1.46724035e-04  9.42985491e+00  1.46724035e-04  9.42985289e+00  1.46724035e-04  1.04999979e+01 
 1.47224035e-04  1.05000000e+01  1.47224035e-04  9.42985654e+00  1.47224035e-04  9.42985445e+00  1.47224035e-04  1.04999979e+01 
 1.47724035e-04  1.05000000e+01  1.47724035e-04  9.42985809e+00  1.47724035e-04  9.42985609e+00  1.47724035e-04  1.04999979e+01 
 1.48224035e-04  1.05000000e+01  1.48224035e-04  9.42985958e+00  1.48224035e-04  9.42985750e+00  1.48224035e-04  1.04999979e+01 
 1.48724035e-04  1.05000000e+01  1.48724035e-04  9.42986099e+00  1.48724035e-04  9.42985900e+00  1.48724035e-04  1.04999979e+01 
 1.49224035e-04  1.05000000e+01  1.49224035e-04  9.42986234e+00  1.49224035e-04  9.42986028e+00  1.49224035e-04  1.04999979e+01 
 1.49724035e-04  1.05000000e+01  1.49724035e-04  9.42986363e+00  1.49724035e-04  9.42986166e+00  1.49724035e-04  1.04999979e+01 
 1.50224035e-04  1.05000000e+01  1.50224035e-04  9.42986487e+00  1.50224035e-04  9.42986282e+00  1.50224035e-04  1.04999979e+01 
 1.50724035e-04  1.05000000e+01  1.50724035e-04  9.42986604e+00  1.50724035e-04  9.42986408e+00  1.50724035e-04  1.04999979e+01 
 1.51224035e-04  1.05000000e+01  1.51224035e-04  9.42986716e+00  1.51224035e-04  9.42986513e+00  1.51224035e-04  1.04999979e+01 
 1.51724035e-04  1.05000000e+01  1.51724035e-04  9.42986823e+00  1.51724035e-04  9.42986628e+00  1.51724035e-04  1.04999979e+01 
 1.52224035e-04  1.05000000e+01  1.52224035e-04  9.42986925e+00  1.52224035e-04  9.42986723e+00  1.52224035e-04  1.04999979e+01 
 1.52724035e-04  1.05000000e+01  1.52724035e-04  9.42987023e+00  1.52724035e-04  9.42986829e+00  1.52724035e-04  1.04999979e+01 
 1.53224035e-04  1.05000000e+01  1.53224035e-04  9.42987116e+00  1.53224035e-04  9.42986915e+00  1.53224035e-04  1.04999979e+01 
 1.53724035e-04  1.05000000e+01  1.53724035e-04  9.42987205e+00  1.53724035e-04  9.42987012e+00  1.53724035e-04  1.04999979e+01 
 1.54224035e-04  1.05000000e+01  1.54224035e-04  9.42987290e+00  1.54224035e-04  9.42987090e+00  1.54224035e-04  1.04999979e+01 
 1.54724035e-04  1.05000000e+01  1.54724035e-04  9.42987371e+00  1.54724035e-04  9.42987178e+00  1.54724035e-04  1.04999979e+01 
 1.55224035e-04  1.05000000e+01  1.55224035e-04  9.42987448e+00  1.55224035e-04  9.42987249e+00  1.55224035e-04  1.04999979e+01 
 1.55724035e-04  1.05000000e+01  1.55724035e-04  9.42987522e+00  1.55724035e-04  9.42987330e+00  1.55724035e-04  1.04999979e+01 
 1.56224035e-04  1.05000000e+01  1.56224035e-04  9.42987592e+00  1.56224035e-04  9.42987394e+00  1.56224035e-04  1.04999979e+01 
 1.56724035e-04  1.05000000e+01  1.56724035e-04  9.42987659e+00  1.56724035e-04  9.42987469e+00  1.56724035e-04  1.04999979e+01 
 1.57224035e-04  1.05000000e+01  1.57224035e-04  9.42987724e+00  1.57224035e-04  9.42987526e+00  1.57224035e-04  1.04999979e+01 
 1.57724035e-04  1.05000000e+01  1.57724035e-04  9.42987785e+00  1.57724035e-04  9.42987595e+00  1.57724035e-04  1.04999979e+01 
 1.58224035e-04  1.05000000e+01  1.58224035e-04  9.42987843e+00  1.58224035e-04  9.42987646e+00  1.58224035e-04  1.04999979e+01 
 1.58724035e-04  1.05000000e+01  1.58724035e-04  9.42987899e+00  1.58724035e-04  9.42987709e+00  1.58724035e-04  1.04999979e+01 
 1.59224035e-04  1.05000000e+01  1.59224035e-04  9.42987952e+00  1.59224035e-04  9.42987756e+00  1.59224035e-04  1.04999979e+01 
 1.59724035e-04  1.05000000e+01  1.59724035e-04  9.42988003e+00  1.59724035e-04  9.42987814e+00  1.59724035e-04  1.04999979e+01 
 1.60224035e-04  1.05000000e+01  1.60224035e-04  9.42988052e+00  1.60224035e-04  9.42987856e+00  1.60224035e-04  1.04999979e+01 
 1.60724035e-04  1.05000000e+01  1.60724035e-04  9.42988098e+00  1.60724035e-04  9.42987909e+00  1.60724035e-04  1.04999979e+01 
 1.61224035e-04  1.05000000e+01  1.61224035e-04  9.42988142e+00  1.61224035e-04  9.42987947e+00  1.61224035e-04  1.04999979e+01 
 1.61724035e-04  1.05000000e+01  1.61724035e-04  9.42988184e+00  1.61724035e-04  9.42987996e+00  1.61724035e-04  1.04999979e+01 
 1.62224035e-04  1.05000000e+01  1.62224035e-04  9.42988225e+00  1.62224035e-04  9.42988030e+00  1.62224035e-04  1.04999979e+01 
 1.62724035e-04  1.05000000e+01  1.62724035e-04  9.42988263e+00  1.62724035e-04  9.42988075e+00  1.62724035e-04  1.04999979e+01 
 1.63224035e-04  1.05000000e+01  1.63224035e-04  9.42988300e+00  1.63224035e-04  9.42988105e+00  1.63224035e-04  1.04999979e+01 
 1.63724035e-04  1.05000000e+01  1.63724035e-04  9.42988335e+00  1.63724035e-04  9.42988147e+00  1.63724035e-04  1.04999979e+01 
 1.64224035e-04  1.05000000e+01  1.64224035e-04  9.42988368e+00  1.64224035e-04  9.42988174e+00  1.64224035e-04  1.04999979e+01 
 1.64724035e-04  1.05000000e+01  1.64724035e-04  9.42988400e+00  1.64724035e-04  9.42988213e+00  1.64724035e-04  1.04999979e+01 
 1.65224035e-04  1.05000000e+01  1.65224035e-04  9.42988430e+00  1.65224035e-04  9.42988237e+00  1.65224035e-04  1.04999979e+01 
 1.65724035e-04  1.05000000e+01  1.65724035e-04  9.42988460e+00  1.65724035e-04  9.42988273e+00  1.65724035e-04  1.04999979e+01 
 1.66224035e-04  1.05000000e+01  1.66224035e-04  9.42988487e+00  1.66224035e-04  9.42988294e+00  1.66224035e-04  1.04999979e+01 
 1.66724035e-04  1.05000000e+01  1.66724035e-04  9.42988514e+00  1.66724035e-04  9.42988327e+00  1.66724035e-04  1.04999979e+01 
 1.67224035e-04  1.05000000e+01  1.67224035e-04  9.42988539e+00  1.67224035e-04  9.42988346e+00  1.67224035e-04  1.04999979e+01 
 1.67724035e-04  1.05000000e+01  1.67724035e-04  9.42988563e+00  1.67724035e-04  9.42988377e+00  1.67724035e-04  1.04999979e+01 
 1.68224035e-04  1.05000000e+01  1.68224035e-04  9.42988586e+00  1.68224035e-04  9.42988394e+00  1.68224035e-04  1.04999979e+01 
 1.68724035e-04  1.05000000e+01  1.68724035e-04  9.42988608e+00  1.68724035e-04  9.42988422e+00  1.68724035e-04  1.04999979e+01 
 1.69224035e-04  1.05000000e+01  1.69224035e-04  9.42988629e+00  1.69224035e-04  9.42988437e+00  1.69224035e-04  1.04999979e+01 
 1.69724035e-04  1.05000000e+01  1.69724035e-04  9.42988649e+00  1.69724035e-04  9.42988463e+00  1.69724035e-04  1.04999979e+01 
 1.70224035e-04  1.05000000e+01  1.70224035e-04  9.42988668e+00  1.70224035e-04  9.42988476e+00  1.70224035e-04  1.04999979e+01 
 1.70724035e-04  1.05000000e+01  1.70724035e-04  9.42988687e+00  1.70724035e-04  9.42988501e+00  1.70724035e-04  1.04999979e+01 
 1.71224035e-04  1.05000000e+01  1.71224035e-04  9.42988704e+00  1.71224035e-04  9.42988512e+00  1.71224035e-04  1.04999979e+01 
