 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 4.08430047e-06  4.08430047e+00  4.08430047e-06 -6.59710097e-05  4.08430047e-06  4.06178711e+00  4.08430047e-06 -1.06814680e-04  4.08430047e-06 -6.12675610e-05  4.08430047e-06  2.92541485e-03 
 4.18430047e-06  4.18430047e+00  4.18430047e-06 -6.64851007e-05  4.18430047e-06  4.16173646e+00  4.18430047e-06 -1.41129579e-04  4.18430047e-06  7.52993055e-05  4.18430047e-06  2.92529919e-03 
 4.28430047e-06  4.28430047e+00  4.28430047e-06 -6.69554997e-05  4.28430047e-06  4.26178331e+00  4.28430047e-06 -1.07651688e-04  4.28430047e-06 -5.88411095e-05  4.28430047e-06  2.92518623e-03 
 4.38430047e-06  4.38430047e+00  4.38430047e-06 -6.73901454e-05  4.38430047e-06  4.36173542e+00  4.38430047e-06 -1.40520677e-04  4.38430047e-06  7.25555778e-05  4.38430047e-06  2.92507064e-03 
 4.48430047e-06  4.48430047e+00  4.48430047e-06 -6.77882310e-05  4.48430047e-06  4.46177926e+00  4.48430047e-06 -1.08302006e-04  4.48430047e-06 -5.67051278e-05  4.48430047e-06  2.92495765e-03 
 4.58430047e-06  4.58430047e+00  4.58430047e-06 -6.81568271e-05  4.58430047e-06  4.56173380e+00  4.58430047e-06 -1.39832674e-04  4.58430047e-06  7.01379580e-05  4.58430047e-06  2.92484213e-03 
 4.68430047e-06  4.68430047e+00  4.68430047e-06 -6.84946483e-05  4.68430047e-06  4.66177499e+00  4.68430047e-06 -1.08796224e-04  4.68430047e-06 -5.48134322e-05  4.68430047e-06  2.92472910e-03 
 4.78430047e-06  4.78430047e+00  4.78430047e-06 -6.88080048e-05  4.78430047e-06  4.76173167e+00  4.78430047e-06 -1.39082826e-04  4.78430047e-06  6.79964033e-05  4.78430047e-06  2.92461365e-03 
 4.88430047e-06  4.88430047e+00  4.88430047e-06 -6.90951798e-05  4.88430047e-06  4.86177050e+00  4.88430047e-06 -1.09159164e-04  4.88430047e-06 -5.31289582e-05  4.88430047e-06  2.92450060e-03 
 4.98430047e-06  4.98430047e+00  4.98430047e-06 -6.93617863e-05  4.98430047e-06  4.96172909e+00  4.98430047e-06 -1.38284384e-04  4.98430047e-06  6.60907692e-05  4.98430047e-06  2.92438521e-03 
 5.08430047e-06  5.08430047e+00  5.08430047e-06 -6.96056844e-05  5.08430047e-06  5.06176581e+00  5.08430047e-06 -1.09410443e-04  5.08430047e-06 -5.16215175e-05  5.08430047e-06  2.92427212e-03 
 5.18430047e-06  5.18430047e+00  5.18430047e-06 -6.98318073e-05  5.18430047e-06  5.16172612e+00  5.18430047e-06 -1.37446766e-04  5.18430047e-06  6.43885996e-05  5.18430047e-06  2.92415679e-03 
 5.28430047e-06  5.28430047e+00  5.28430047e-06 -7.00375577e-05  5.28430047e-06  5.26176094e+00  5.28430047e-06 -1.09564682e-04  5.28430047e-06 -5.02661321e-05  5.28430047e-06  2.92404368e-03 
 5.38430047e-06  5.38430047e+00  5.38430047e-06 -7.02271562e-05  5.38430047e-06  5.36172279e+00  5.38430047e-06 -1.36575389e-04  5.38430047e-06  6.28635401e-05  5.38430047e-06  2.92392841e-03 
 5.48430047e-06  5.48430047e+00  5.48430047e-06 -7.03974653e-05  5.48430047e-06  5.46175590e+00  5.48430047e-06 -1.09631316e-04  5.48430047e-06 -4.90417677e-05  5.48430047e-06  2.92381527e-03 
 5.58430047e-06  5.58430047e+00  5.58430047e-06 -7.05519063e-05  5.58430047e-06  5.56171915e+00  5.58430047e-06 -1.35671126e-04  5.58430047e-06  6.14941927e-05  5.58430047e-06  2.92370005e-03 
 5.68430047e-06  5.68430047e+00  5.68430047e-06 -7.06866674e-05  5.68430047e-06  5.66175070e+00  5.68430047e-06 -1.09613999e-04  5.68430047e-06 -4.79303425e-05  5.68430047e-06  2.92358690e-03 
 5.78430047e-06  5.78430047e+00  5.78430047e-06 -7.08042258e-05  5.78430047e-06  5.76171523e+00  5.78430047e-06 -1.34729359e-04  5.78430047e-06  6.02632911e-05  5.78430047e-06  2.92347173e-03 
 5.88430047e-06  5.88430047e+00  5.88430047e-06 -7.08999050e-05  5.88430047e-06  5.86174535e+00  5.88430047e-06 -1.09509548e-04  5.88430047e-06 -4.69159346e-05  5.88430047e-06  2.92335855e-03 
 5.98430047e-06  5.98430047e+00  5.98430047e-06 -7.09750350e-05  5.98430047e-06  5.96171105e+00  5.98430047e-06 -1.33738582e-04  5.98430047e-06  5.91571094e-05  5.98430047e-06  2.92324343e-03 
 6.08430047e-06  6.08430047e+00  6.08430047e-06 -7.10238261e-05  6.08430047e-06  6.06173986e+00  6.08430047e-06 -1.09306425e-04  6.08430047e-06 -4.59841329e-05  6.08430047e-06  2.92313025e-03 
 6.18430047e-06  6.18430047e+00  6.18430047e-06 -7.10461986e-05  6.18430047e-06  6.16170664e+00  6.18430047e-06 -1.32678556e-04  6.18430047e-06  5.81650420e-05  6.18430047e-06  2.92301518e-03 
 6.28430047e-06  6.28430047e+00  6.28430047e-06 -7.10349453e-05  6.28430047e-06  6.26173425e+00  6.28430047e-06 -1.08982752e-04  6.28430047e-06 -4.51214961e-05  6.28430047e-06  2.92290198e-03 
 6.38430047e-06  6.38430047e+00  6.38430047e-06 -7.09882572e-05  6.38430047e-06  6.36170202e+00  6.38430047e-06 -1.31518010e-04  6.38430047e-06  5.72793087e-05  6.38430047e-06  2.92278698e-03 
 6.48430047e-06  6.48430047e+00  6.48430047e-06 -7.08971523e-05  6.48430047e-06  6.46172852e+00  6.48430047e-06 -1.08503855e-04  6.48430047e-06 -4.43150965e-05  6.48430047e-06  2.92267378e-03 
 6.58430047e-06  6.58430047e+00  6.58430047e-06 -7.07577216e-05  6.58430047e-06  6.56169721e+00  6.58430047e-06 -1.30211906e-04  6.58430047e-06  5.64947507e-05  6.58430047e-06  2.92255883e-03 
 6.68430047e-06  6.68430047e+00  6.68430047e-06 -7.05588050e-05  6.68430047e-06  6.66172268e+00  6.68430047e-06 -1.07819406e-04  6.68430047e-06 -4.35521330e-05  6.68430047e-06  2.92244564e-03 
 6.78430047e-06  6.78430047e+00  6.78430047e-06 -7.02939795e-05  6.78430047e-06  6.76169223e+00  6.78430047e-06 -1.28698333e-04  6.78430047e-06  5.58086894e-05  6.78430047e-06  2.92233076e-03 
 6.88430047e-06  6.88430047e+00  6.88430047e-06 -6.99494658e-05  6.88430047e-06  6.86171674e+00  6.88430047e-06 -1.06860191e-04  6.88430047e-06 -4.28196034e-05  6.88430047e-06  2.92221759e-03 
 6.98430047e-06  6.98430047e+00  6.98430047e-06 -6.95158806e-05  6.98430047e-06  6.96168708e+00  6.98430047e-06 -1.26895075e-04  6.98430047e-06  5.52208272e-05  6.98430047e-06  2.92210279e-03 
