 time            v(bvdd)         v(bypass_en)    v(ea_en)        v(ref_sel)      v(uvov_en)      v(ilim_en)      v(pass_off)    
 2.43878905e-06  2.43878905e+00 -3.48249456e-03  2.23133040e-05 -3.09667067e-03 -4.85181570e-06 -4.85181570e-06 -1.57181421e-02 
 2.44515680e-06  2.44515680e+00 -1.31339233e-02  1.75408025e-04 -1.29291455e-02 -2.57570597e-05 -2.57570597e-05 -2.20464267e-02 
 2.45025593e-06  2.45025593e+00 -2.07428695e-02  2.31519945e-04 -2.11959505e-02 -3.99139813e-05 -3.99139813e-05 -2.83512366e-02 
 2.45600365e-06  2.45600365e+00 -2.84277277e-02  2.04638802e-04 -3.03415098e-02 -4.55374452e-05 -4.55374452e-05 -3.70599715e-02 
 2.46201415e-06  2.46201415e+00 -3.55882328e-02  1.17712387e-04 -3.98280259e-02 -3.85741062e-05 -3.85741062e-05 -4.96514769e-02 
 2.46688101e-06  2.46688101e+00 -4.10779880e-02  4.02538436e-05 -4.90080921e-02 -2.67035580e-05 -2.67035580e-05 -6.77705201e-02 
 2.47111255e-06  2.47111255e+00 -4.57551783e-02 -1.06425841e-05 -5.97304385e-02 -1.06875612e-05 -1.06875612e-05 -1.03947039e-01 
 2.47434916e-06  2.47434916e+00 -4.93483284e-02 -6.50874456e-05 -7.48116188e-02 -2.14102235e-05 -2.14102235e-05 -1.47806478e-01 
 2.47737270e-06  2.47737270e+00 -5.24921668e-02 -1.59336953e-04 -1.05745821e-01 -7.47320669e-05 -7.47320669e-05 -1.81877373e-01 
 2.47971242e-06  2.47971242e+00 -5.51459834e-02 -2.49652121e-04 -1.39702374e-01 -1.30354570e-04 -1.30354570e-04 -2.01880100e-01 
 2.48219609e-06  2.48219609e+00 -5.93396955e-02 -3.19241418e-04 -1.73054763e-01 -1.64984344e-04 -1.64984344e-04 -2.19240901e-01 
 2.48529426e-06  2.48529426e+00 -6.74236255e-02 -3.33735567e-04 -2.05720743e-01 -1.55268022e-04 -1.55268022e-04 -2.34886757e-01 
 2.49007493e-06  2.49007493e+00 -8.48776641e-02 -3.65006359e-04 -2.28990710e-01 -1.79561865e-04 -1.79561865e-04 -2.41795171e-01 
 2.49461743e-06  2.49461743e+00 -1.05002714e-01 -4.33002784e-04 -2.18199819e-01 -2.32071869e-04 -2.32071869e-04 -2.20997375e-01 
 2.49929605e-06  2.49929605e+00 -1.17955937e-01 -2.69108308e-04 -1.79329795e-01 -7.06818753e-05 -7.06818753e-05 -1.45162322e-01 
 2.50453876e-06  2.50453876e+00 -1.18750436e-01 -4.76511442e-05 -9.84821426e-02  1.08709740e-04  1.08709740e-04  1.31246586e-01 
 2.50748880e-06  2.50748880e+00 -1.12452244e-01  4.84066620e-05 -2.92013341e-02  1.69565731e-04  1.69565731e-04  5.78538019e-01 
 2.50931282e-06  2.50931282e+00 -1.06385511e-01  9.35760940e-05  2.56635289e-02  1.91353495e-04  1.91353495e-04  3.39028975e+00 
 2.51011173e-06  2.51011173e+00 -1.03248261e-01  1.11369058e-04  5.32323481e-02  1.98630123e-04  1.98630123e-04  3.53784315e+00 
 2.51101203e-06  2.51101203e+00 -9.94286240e-02  1.29176918e-04  8.71487181e-02  2.04653083e-04  2.04653083e-04  3.66171384e+00 
 2.51189183e-06  2.51189183e+00 -9.54175182e-02  1.44838208e-04  1.23634674e-01  2.09017394e-04  2.09017394e-04  3.76212433e+00 
 2.51365141e-06  2.51365141e+00 -8.65725730e-02  1.73184812e-04  2.09015903e-01  2.15451642e-04  2.15451642e-04  3.92949224e+00 
 2.51717058e-06  2.51717058e+00 -6.55048908e-02  2.24938751e-04  4.69930774e-01  2.24087678e-04  2.24087678e-04  4.18355962e+00 
 2.51908861e-06  2.51908861e+00 -5.20658457e-02  2.51935343e-04  8.49117269e-01  2.27066416e-04  2.27066416e-04  4.29108950e+00 
 2.52040265e-06  2.52040265e+00 -4.20740005e-02  2.67920369e-04  3.37422130e+00  2.27248738e-04  2.27248738e-04  4.35466172e+00 
 2.52095771e-06  2.52095771e+00 -3.76146843e-02  2.76252269e-04  3.52525612e+00  2.28235799e-04  2.28235799e-04  4.37930969e+00 
 2.52162594e-06  2.52162594e+00 -3.20830430e-02  2.85537412e-04  3.63305057e+00  2.28749353e-04  2.28749353e-04  4.40741507e+00 
 2.52230847e-06  2.52230847e+00 -2.62422725e-02  2.94178656e-04  3.71634201e+00  2.28594406e-04  2.28594406e-04  4.43449996e+00 
 2.52367353e-06  2.52367353e+00 -1.39452725e-02  3.08962992e-04  3.84774548e+00  2.26520464e-04  2.26520464e-04  4.48437896e+00 
 2.52640366e-06  2.52640366e+00  1.33193710e-02  3.32042623e-04  4.04775776e+00  2.19833192e-04  2.19833192e-04  4.57038438e+00 
 2.53080628e-06  2.53080628e+00  6.60373276e-02  3.48926314e-04  4.28157014e+00  1.98202927e-04  1.98202927e-04  4.68092440e+00 
 2.53703287e-06  2.53703287e+00  1.65482767e-01  3.40457059e-04  4.50461380e+00  1.53162660e-04  1.53162660e-04  4.79548325e+00 
 2.54061250e-06  2.54061250e+00  2.40712407e-01  3.26398163e-04  4.59340397e+00  1.26452438e-04  1.26452438e-04  4.84277944e+00 
 2.54511963e-06  2.54511963e+00  3.65726795e-01  3.02991054e-04  4.67605279e+00  9.49337112e-05  9.49337112e-05  4.88775984e+00 
 2.54989235e-06  2.54989235e+00  5.71347672e-01  2.77113013e-04  4.73876194e+00  6.82815679e-05  6.82815679e-05  4.92195518e+00 
 2.55320426e-06  2.55320426e+00  8.87653941e-01  2.64469851e-04  4.77231172e+00  5.76528054e-05  5.76528054e-05  4.93928035e+00 
 2.55531707e-06  2.55531707e+00  3.40753267e+00  2.48425743e-04  4.79082354e+00  4.48152655e-05  4.48152655e-05  4.94813649e+00 
 2.55623219e-06  2.55623219e+00  3.62646837e+00  2.50568296e-04  4.79831800e+00  4.88046603e-05  4.88046603e-05  4.95151772e+00 
 2.55735141e-06  2.55735141e+00  3.75005302e+00  2.47830582e-04  4.80714034e+00  4.72019199e-05  4.72019199e-05  4.95534107e+00 
 2.55858425e-06  2.55858425e+00  3.84561436e+00  2.37419207e-04  4.81646381e+00  3.83146122e-05  3.83146122e-05  4.95919664e+00 
 2.56060860e-06  2.56060860e+00  3.96612861e+00  2.10074033e-04  4.83094355e+00  1.73503756e-05  1.73503756e-05  4.96481409e+00 
 2.56465731e-06  2.56465731e+00  4.15012270e+00  1.40095564e-04  4.85706297e+00 -2.57124798e-05 -2.57124798e-05  4.97386346e+00 
 2.57115651e-06  2.57115651e+00  4.36699430e+00  3.23039629e-05  4.89189057e+00 -7.30725403e-05 -7.30725403e-05  4.98390382e+00 
 2.57787740e-06  2.57787740e+00  4.52739570e+00 -4.24690327e-05  4.91966107e+00 -8.85813386e-05 -8.85813386e-05  4.99027062e+00 
 2.58430505e-06  2.58430505e+00  4.63817385e+00 -7.15514825e-05  4.93954360e+00 -7.84726689e-05 -7.84726689e-05  4.99389714e+00 
 2.59238931e-06  2.59238931e+00  4.73697990e+00 -7.23812539e-05  4.95765259e+00 -5.55082732e-05 -5.55082732e-05  4.99651559e+00 
 2.60238931e-06  2.60238931e+00  4.81634309e+00 -6.55570320e-05  4.97274967e+00 -3.85414809e-05 -3.85414809e-05  4.99817417e+00 
 2.61238931e-06  2.61238931e+00  4.86419436e+00 -6.76797552e-05  4.98244597e+00 -3.42921881e-05 -3.42921881e-05  4.99894338e+00 
 2.62238931e-06  2.62238931e+00  4.89580221e+00 -7.53769135e-05  4.98866670e+00 -3.37605479e-05 -3.37605479e-05  4.99930094e+00 
 2.63238931e-06  2.63238931e+00  4.91972741e+00 -8.42005932e-05  4.99265899e+00 -3.32236093e-05 -3.32236093e-05  4.99948043e+00 
 2.64238931e-06  2.64238931e+00  4.93875396e+00 -8.91111834e-05  4.99522053e+00 -3.04719703e-05 -3.04719703e-05  4.99958636e+00 
 2.65238931e-06  2.65238931e+00  4.95353666e+00 -8.66667495e-05  4.99686613e+00 -2.46890353e-05 -2.46890353e-05  4.99966186e+00 
 2.66187016e-06  2.66187016e+00  4.96410764e+00 -7.82706415e-05  4.99787869e+00 -1.79949908e-05 -1.79949908e-05  4.99971955e+00 
 2.67187016e-06  2.67187016e+00  4.97240847e+00 -6.56290002e-05  4.99857963e+00 -1.13167741e-05 -1.13167741e-05  4.99977050e+00 
 2.68187016e-06  2.68187016e+00  4.97854265e+00 -5.16563614e-05  4.99903746e+00 -5.73233675e-06 -5.73233675e-06  4.99981294e+00 
 2.69187016e-06  2.69187016e+00  4.98311335e+00 -3.82844002e-05  4.99933876e+00 -1.45765815e-06 -1.45765815e-06  4.99984798e+00 
 2.70187016e-06  2.70187016e+00  4.98655565e+00 -2.63774892e-05  4.99953885e+00  1.54929312e-06  1.54929312e-06  4.99987670e+00 
 2.71187016e-06  2.71187016e+00  4.98917513e+00 -1.61236605e-05  4.99967361e+00  3.52886536e-06  3.52886536e-06  4.99990017e+00 
 2.72187016e-06  2.72187016e+00  4.99118765e+00 -7.78505413e-06  4.99976536e+00  4.68006622e-06  4.68006622e-06  4.99991932e+00 
 2.73187016e-06  2.73187016e+00  4.99274899e+00 -1.36718289e-06  4.99982881e+00  5.20624470e-06  5.20624470e-06  4.99993492e+00 
 2.74187016e-06  2.74187016e+00  4.99397241e+00  3.28114991e-06  4.99987348e+00  5.28614274e-06  5.28614274e-06  4.99994759e+00 
 2.75187016e-06  2.75187016e+00  4.99494059e+00  6.44339842e-06  4.99990543e+00  5.06717719e-06  5.06717719e-06  4.99995786e+00 
 2.76187016e-06  2.76187016e+00  4.99571441e+00  8.40696052e-06  4.99992862e+00  4.67274350e-06  4.67274350e-06  4.99996615e+00 
 2.77187016e-06  2.77187016e+00  4.99633894e+00  9.44755348e-06  4.99994567e+00  4.19407227e-06  4.19407227e-06  4.99997284e+00 
 2.78187016e-06  2.78187016e+00  4.99684784e+00  9.81144337e-06  4.99995836e+00  3.69308313e-06  3.69308313e-06  4.99997822e+00 
 2.79187016e-06  2.79187016e+00  4.99726637e+00  9.70243109e-06  4.99996792e+00  3.20819412e-06  3.20819412e-06  4.99998253e+00 
 2.80187016e-06  2.80187016e+00  4.99761364e+00  9.28106149e-06  4.99997517e+00  2.76072150e-06  2.76072151e-06  4.99998599e+00 
 2.81187016e-06  2.81187016e+00  4.99790422e+00  8.66896450e-06  4.99998072e+00  2.36044398e-06  2.36044397e-06  4.99998877e+00 
 2.82187016e-06  2.82187016e+00  4.99814931e+00  7.95511539e-06  4.99998499e+00  2.00988121e-06  2.00988121e-06  4.99999098e+00 
 2.83187016e-06  2.83187016e+00  4.99835757e+00  7.20236693e-06  4.99998829e+00  1.70732370e-06  1.70732371e-06  4.99999276e+00 
 2.84187016e-06  2.84187016e+00  4.99853578e+00  6.45341424e-06  4.99999085e+00  1.44884703e-06  1.44884703e-06  4.99999417e+00 
 2.85187016e-06  2.85187016e+00  4.99868924e+00  5.73584836e-06  4.99999283e+00  1.22957945e-06  1.22957945e-06  4.99999531e+00 
 2.86187016e-06  2.86187016e+00  4.99882218e+00  5.06623743e-06  4.99999438e+00  1.04445606e-06  1.04445606e-06  4.99999621e+00 
 2.87187016e-06  2.87187016e+00  4.99893797e+00  4.45331285e-06  4.99999559e+00  8.88637171e-07  8.88637173e-07  4.99999694e+00 
 2.88187016e-06  2.88187016e+00  4.99903934e+00  3.90039288e-06  4.99999653e+00  7.57716145e-07  7.57716145e-07  4.99999752e+00 
 2.89187016e-06  2.89187016e+00  4.99912848e+00  3.40718633e-06  4.99999727e+00  6.47800667e-07  6.47800666e-07  4.99999798e+00 
 2.90187016e-06  2.90187016e+00  4.99920721e+00  2.97110775e-06  4.99999785e+00  5.55521442e-07  5.55521442e-07  4.99999835e+00 
 2.91187016e-06  2.91187016e+00  4.99927701e+00  2.58821725e-06  4.99999830e+00  4.78002119e-07  4.78002119e-07  4.99999865e+00 
 2.92187016e-06  2.92187016e+00  4.99933911e+00  2.25387741e-06  4.99999865e+00  4.12810931e-07  4.12810930e-07  4.99999889e+00 
 2.93187016e-06  2.93187016e+00  4.99939455e+00  1.96320014e-06  4.99999893e+00  3.57906017e-07  3.57906016e-07  4.99999908e+00 
 2.94187016e-06  2.94187016e+00  4.99944418e+00  1.71134061e-06  4.99999915e+00  3.11581102e-07  3.11581102e-07  4.99999923e+00 
 2.95187016e-06  2.95187016e+00  4.99948874e+00  1.49368122e-06  4.99999932e+00  2.72415026e-07  2.72415026e-07  4.99999936e+00 
 2.96187016e-06  2.96187016e+00  4.99952886e+00  1.30593867e-06  4.99999945e+00  2.39226694e-07  2.39226696e-07  4.99999946e+00 
 2.97187016e-06  2.97187016e+00  4.99956506e+00  1.14421290e-06  4.99999956e+00  2.11034842e-07  2.11034842e-07  4.99999954e+00 
 2.98187016e-06  2.98187016e+00  4.99959779e+00  1.00488039e-06  4.99999964e+00  1.86930142e-07  1.86930142e-07  4.99999961e+00 
 2.99187016e-06  2.99187016e+00  4.99962746e+00  8.84747183e-07  4.99999971e+00  1.66192440e-07  1.66192439e-07  4.99999966e+00 
 3.00187016e-06  3.00187016e+00  4.99965441e+00  7.81758247e-07  4.99999976e+00  1.48777859e-07  1.48777859e-07  4.99999971e+00 
 3.01187016e-06  3.01187016e+00  4.99967892e+00  6.93195597e-07  4.99999980e+00  1.33851481e-07  1.33851481e-07  4.99999974e+00 
 3.02187016e-06  3.02187016e+00  4.99970126e+00  6.16919378e-07  4.99999983e+00  1.20978779e-07  1.20978780e-07  4.99999977e+00 
 3.03187016e-06  3.03187016e+00  4.99972167e+00  5.51123194e-07  4.99999986e+00  1.09836197e-07  1.09836198e-07  4.99999980e+00 
 3.04187016e-06  3.04187016e+00  4.99974032e+00  4.94270302e-07  4.99999988e+00  1.00162383e-07  1.00162383e-07  4.99999982e+00 
 3.05187016e-06  3.05187016e+00  4.99975741e+00  4.45054134e-07  4.99999989e+00  9.17434176e-08  9.17434179e-08  4.99999984e+00 
 3.06187016e-06  3.06187016e+00  4.99977309e+00  4.02363049e-07  4.99999990e+00  8.44012181e-08  8.44012185e-08  4.99999985e+00 
 3.07187016e-06  3.07187016e+00  4.99978749e+00  3.65250079e-07  4.99999991e+00  7.79851766e-08  7.79851759e-08  4.99999987e+00 
 3.08187016e-06  3.08187016e+00  4.99980074e+00  3.32907916e-07  4.99999992e+00  7.23668333e-08  7.23668335e-08  4.99999988e+00 
 3.09187016e-06  3.09187016e+00  4.99981295e+00  3.04648176e-07  4.99999993e+00  6.74363325e-08  6.74363323e-08  4.99999988e+00 
 3.10187016e-06  3.10187016e+00  4.99982421e+00  2.79883758e-07  4.99999993e+00  6.30996919e-08  6.30996911e-08  4.99999989e+00 
 3.11187016e-06  3.11187016e+00  4.99983461e+00  2.58113942e-07  4.99999994e+00  5.92765855e-08  5.92765844e-08  4.99999990e+00 
 3.12187016e-06  3.12187016e+00  4.99984423e+00  2.38911525e-07  4.99999994e+00  5.58983499e-08  5.58983493e-08  4.99999991e+00 
 3.13187016e-06  3.13187016e+00  4.99985313e+00  2.21911829e-07  4.99999994e+00  5.29062939e-08  5.29062943e-08  4.99999991e+00 
 3.14187016e-06  3.14187016e+00  4.99986139e+00  2.06803459e-07  4.99999994e+00  5.02502098e-08  5.02502100e-08  4.99999991e+00 
 3.15187016e-06  3.15187016e+00  4.99986905e+00  1.93320058e-07  4.99999995e+00  4.78870675e-08  4.78870678e-08  4.99999992e+00 
 3.16187016e-06  3.16187016e+00  4.99987617e+00  1.81233717e-07  4.99999995e+00  4.57799423e-08  4.57799428e-08  4.99999992e+00 
 3.17187016e-06  3.17187016e+00  4.99988279e+00  1.70348912e-07  4.99999995e+00  4.38970763e-08  4.38970762e-08  4.99999993e+00 
 3.18187016e-06  3.18187016e+00  4.99988896e+00  1.60497773e-07  4.99999995e+00  4.22110956e-08  4.22110960e-08  4.99999993e+00 
 3.19187016e-06  3.19187016e+00  4.99989470e+00  1.51535748e-07  4.99999995e+00  4.06983536e-08  4.06983536e-08  4.99999993e+00 
 3.20187016e-06  3.20187016e+00  4.99990006e+00  1.43338019e-07  4.99999995e+00  3.93383585e-08  3.93383591e-08  4.99999993e+00 
 3.21187016e-06  3.21187016e+00  4.99990507e+00  1.35796552e-07  4.99999995e+00  3.81133338e-08  3.81133344e-08  4.99999994e+00 
 3.22187016e-06  3.22187016e+00  4.99990975e+00  1.28817429e-07  4.99999995e+00  3.70078060e-08  3.70078050e-08  4.99999994e+00 
 3.23187016e-06  3.23187016e+00  4.99991414e+00  1.22318844e-07  4.99999995e+00  3.60082811e-08  3.60082792e-08  4.99999994e+00 
 3.24187016e-06  3.24187016e+00  4.99991824e+00  1.16228939e-07  4.99999995e+00  3.51029514e-08  3.51029513e-08  4.99999994e+00 
 3.25187016e-06  3.25187016e+00  4.99992209e+00  1.10484560e-07  4.99999995e+00  3.42814781e-08  3.42814784e-08  4.99999994e+00 
 3.26187016e-06  3.26187016e+00  4.99992570e+00  1.05029621e-07  4.99999995e+00  3.35347807e-08  3.35347808e-08  4.99999994e+00 
 3.27187016e-06  3.27187016e+00  4.99992909e+00  9.98141554e-08  4.99999995e+00  3.28548574e-08  3.28548583e-08  4.99999995e+00 
 3.28187016e-06  3.28187016e+00  4.99993228e+00  9.47932413e-08  4.99999996e+00  3.22346599e-08  3.22346599e-08  4.99999995e+00 
 3.29187016e-06  3.29187016e+00  4.99993528e+00  8.99261042e-08  4.99999996e+00  3.16679439e-08  3.16679440e-08  4.99999995e+00 
 3.30187016e-06  3.30187016e+00  4.99993811e+00  8.51754388e-08  4.99999996e+00  3.11491857e-08  3.11491865e-08  4.99999995e+00 
 3.31187016e-06  3.31187016e+00  4.99994077e+00  8.05067851e-08  4.99999996e+00  3.06734685e-08  3.06734690e-08  4.99999995e+00 
 3.32187016e-06  3.32187016e+00  4.99994328e+00  7.58878592e-08  4.99999996e+00  3.02364309e-08  3.02364307e-08  4.99999995e+00 
 3.33187016e-06  3.33187016e+00  4.99994565e+00  7.12883345e-08  4.99999996e+00  2.98341852e-08  2.98341842e-08  4.99999995e+00 
 3.34187016e-06  3.34187016e+00  4.99994789e+00  6.66789752e-08  4.99999996e+00  2.94632261e-08  2.94632266e-08  4.99999995e+00 
 3.35187016e-06  3.35187016e+00  4.99995000e+00  6.20314932e-08  4.99999996e+00  2.91204342e-08  2.91204337e-08  4.99999995e+00 
 3.36187016e-06  3.36187016e+00  4.99995200e+00  5.73180612e-08  4.99999996e+00  2.88029968e-08  2.88029969e-08  4.99999995e+00 
 3.37187016e-06  3.37187016e+00  4.99995390e+00  5.25111319e-08  4.99999996e+00  2.85083928e-08  2.85083936e-08  4.99999995e+00 
 3.38187016e-06  3.38187016e+00  4.99995569e+00  4.75829525e-08  4.99999996e+00  2.82343329e-08  2.82343333e-08  4.99999995e+00 
 3.39187016e-06  3.39187016e+00  4.99995740e+00  4.25053275e-08  4.99999996e+00  2.79787388e-08  2.79787379e-08  4.99999996e+00 
 3.40187016e-06  3.40187016e+00  4.99995901e+00  3.72493787e-08  4.99999996e+00  2.77397302e-08  2.77397304e-08  4.99999996e+00 
 3.41187016e-06  3.41187016e+00  4.99996054e+00  3.17851174e-08  4.99999996e+00  2.75155848e-08  2.75155853e-08  4.99999996e+00 
 3.42187016e-06  3.42187016e+00  4.99996200e+00  2.60812386e-08  4.99999996e+00  2.73047199e-08  2.73047199e-08  4.99999996e+00 
 3.43187016e-06  3.43187016e+00  4.99996338e+00  2.01048891e-08  4.99999996e+00  2.71056837e-08  2.71056839e-08  4.99999996e+00 
 3.44187016e-06  3.44187016e+00  4.99996470e+00  1.38212856e-08  4.99999996e+00  2.69171283e-08  2.69171284e-08  4.99999996e+00 
 3.45187016e-06  3.45187016e+00  4.99996595e+00  7.19353022e-09  4.99999996e+00  2.67378061e-08  2.67378047e-08  4.99999996e+00 
 3.46187016e-06  3.46187016e+00  4.99996714e+00  1.82301174e-10  4.99999996e+00  2.65665452e-08  2.65665466e-08  4.99999996e+00 
 3.47187016e-06  3.47187016e+00  4.99996827e+00 -7.27641736e-09  4.99999996e+00  2.64028729e-08  2.64028721e-08  4.99999996e+00 
 3.48187016e-06  3.48187016e+00  4.99996936e+00 -1.51889387e-08  4.99999996e+00  2.62439762e-08  2.62439768e-08  4.99999996e+00 
 3.49187016e-06  3.49187016e+00  4.99997039e+00 -2.36181854e-08  4.99999996e+00  2.60902676e-08  2.60902677e-08  4.99999996e+00 
 3.50187016e-06  3.50187016e+00  4.99997137e+00 -3.26172378e-08  4.99999996e+00  2.59408106e-08  2.59408105e-08  4.99999996e+00 
 3.51187016e-06  3.51187016e+00  4.99997232e+00 -4.22404175e-08  4.99999996e+00  2.57945473e-08  2.57945478e-08  4.99999996e+00 
 3.52187016e-06  3.52187016e+00  4.99997321e+00 -5.25455409e-08  4.99999996e+00  2.56505442e-08  2.56505437e-08  4.99999996e+00 
 3.53187016e-06  3.53187016e+00  4.99997407e+00 -6.35937049e-08  4.99999996e+00  2.55079537e-08  2.55079550e-08  4.99999996e+00 
 3.54187016e-06  3.54187016e+00  4.99997489e+00 -7.54485983e-08  4.99999996e+00  2.53660075e-08  2.53660071e-08  4.99999996e+00 
 3.55187016e-06  3.55187016e+00  4.99997568e+00 -8.81758389e-08  4.99999996e+00  2.52239927e-08  2.52239918e-08  4.99999996e+00 
 3.56187016e-06  3.56187016e+00  4.99997643e+00 -1.01841770e-07  4.99999996e+00  2.50812673e-08  2.50812672e-08  4.99999996e+00 
 3.57187016e-06  3.57187016e+00  4.99997715e+00 -1.16511690e-07  4.99999996e+00  2.49372838e-08  2.49372835e-08  4.99999996e+00 
 3.58187016e-06  3.58187016e+00  4.99997784e+00 -1.32247152e-07  4.99999996e+00  2.47916384e-08  2.47916372e-08  4.99999996e+00 
 3.59187016e-06  3.59187016e+00  4.99997850e+00 -1.49101971e-07  4.99999996e+00  2.46441068e-08  2.46441075e-08  4.99999996e+00 
 3.60187016e-06  3.60187016e+00  4.99997914e+00 -1.67116922e-07  4.99999996e+00  2.44947502e-08  2.44947505e-08  4.99999996e+00 
 3.61187016e-06  3.61187016e+00  4.99997974e+00 -1.86311672e-07  4.99999996e+00  2.43440100e-08  2.43440099e-08  4.99999996e+00 
 3.62187016e-06  3.62187016e+00  4.99998033e+00 -2.06673958e-07  4.99999996e+00  2.41928768e-08  2.41928761e-08  4.99999996e+00 
 3.63187016e-06  3.63187016e+00  4.99998089e+00 -2.28144215e-07  4.99999996e+00  2.40431099e-08  2.40431093e-08  4.99999996e+00 
 3.64187016e-06  3.64187016e+00  4.99998143e+00 -2.50594181e-07  4.99999996e+00  2.38975516e-08  2.38975512e-08  4.99999996e+00 
 3.65187016e-06  3.65187016e+00  4.99998194e+00 -2.73796852e-07  4.99999996e+00  2.37606088e-08  2.37606085e-08  4.99999996e+00 
 3.66187016e-06  3.66187016e+00  4.99998244e+00 -2.97384533e-07  4.99999996e+00  2.36388892e-08  2.36388900e-08  4.99999996e+00 
 3.67187016e-06  3.67187016e+00  4.99998292e+00 -3.20789564e-07  4.99999996e+00  2.35421453e-08  2.35421462e-08  4.99999996e+00 
 3.68187016e-06  3.68187016e+00  4.99998339e+00 -3.43160662e-07  4.99999996e+00  2.34846559e-08  2.34846557e-08  4.99999996e+00 
 3.69187016e-06  3.69187016e+00  4.99998384e+00 -3.63243953e-07  4.99999996e+00  2.34871838e-08  2.34871841e-08  4.99999997e+00 
 3.70187016e-06  3.70187016e+00  4.99998427e+00 -3.79214664e-07  4.99999996e+00  2.35797447e-08  2.35797442e-08  4.99999997e+00 
 3.71187016e-06  3.71187016e+00  4.99998470e+00 -3.88441437e-07  4.99999996e+00  2.38052507e-08  2.38052511e-08  4.99999997e+00 
 3.72187016e-06  3.72187016e+00  4.99998511e+00 -3.87164301e-07  4.99999996e+00  2.42239021e-08  2.42239031e-08  4.99999997e+00 
 3.73187016e-06  3.73187016e+00  4.99998552e+00 -3.70074441e-07  4.99999996e+00  2.49174484e-08  2.49174493e-08  4.99999997e+00 
 3.74187016e-06  3.74187016e+00  4.99998593e+00 -3.29806632e-07  4.99999996e+00  2.59912227e-08  2.59912230e-08  4.99999997e+00 
 3.75187016e-06  3.75187016e+00  4.99998634e+00 -2.56403538e-07  4.99999996e+00  2.75700504e-08  2.75700506e-08  4.99999997e+00 
 3.76187016e-06  3.76187016e+00  4.99998676e+00 -1.36890304e-07  4.99999996e+00  2.97824926e-08  2.97824938e-08  4.99999997e+00 
 3.77187016e-06  3.77187016e+00  4.99998719e+00  4.48063583e-08  4.99999996e+00  3.27277657e-08  3.27277658e-08  4.99999997e+00 
 3.78187016e-06  3.78187016e+00  4.99998764e+00  3.06538912e-07  4.99999996e+00  3.64448944e-08  3.64448952e-08  4.99999997e+00 
 3.79187016e-06  3.79187016e+00  4.99998812e+00  6.68971691e-07  4.99999997e+00  4.07539011e-08  4.07539026e-08  4.99999997e+00 
 3.80187016e-06  3.80187016e+00  4.99998862e+00  1.14989214e-06  4.99999997e+00  4.53640466e-08  4.53640465e-08  4.99999997e+00 
 3.81187016e-06  3.81187016e+00  4.99998913e+00  1.76263434e-06  4.99999997e+00  4.97431024e-08  4.97431023e-08  4.99999997e+00 
 3.82187016e-06  3.82187016e+00  4.99998965e+00  2.51262574e-06  4.99999998e+00  5.32050511e-08  5.32050508e-08  4.99999997e+00 
 3.83187016e-06  3.83187016e+00  4.99999017e+00  3.39845094e-06  4.99999998e+00  5.53859082e-08  5.53859083e-08  4.99999997e+00 
 3.84187016e-06  3.84187016e+00  4.99999065e+00  4.40361521e-06  4.99999998e+00  5.51273911e-08  5.51273914e-08  4.99999997e+00 
 3.85187016e-06  3.85187016e+00  4.99999107e+00  5.52491159e-06  4.99999996e+00  5.43547225e-08  5.43547225e-08  4.99999997e+00 
 3.86187016e-06  3.86187016e+00  4.99999144e+00  6.71537401e-06  4.99999995e+00  4.89389633e-08  4.89389633e-08  4.99999997e+00 
 3.87187016e-06  3.87187016e+00  4.99999176e+00  7.93140594e-06  4.99999996e+00  4.08055622e-08  4.08055618e-08  4.99999997e+00 
 3.88187016e-06  3.88187016e+00  4.99999205e+00  9.18174270e-06  4.99999997e+00  3.53126133e-08  3.53126143e-08  4.99999997e+00 
 3.89187016e-06  3.89187016e+00  4.99999234e+00  1.04805953e-05  4.99999997e+00  3.15813382e-08  3.15813395e-08  4.99999997e+00 
 3.90187016e-06  3.90187016e+00  4.99999265e+00  1.18522885e-05  4.99999997e+00  3.01981755e-08  3.01981754e-08  4.99999997e+00 
 3.91187016e-06  3.91187016e+00  4.99999302e+00  1.33451714e-05  4.99999997e+00  3.28451721e-08  3.28451722e-08  4.99999997e+00 
 3.92187016e-06  3.92187016e+00  4.99999348e+00  1.50018190e-05  4.99999997e+00  3.76236924e-08  3.76236925e-08  4.99999997e+00 
 3.93187016e-06  3.93187016e+00  4.99999406e+00  1.69015308e-05  4.99999998e+00  4.78414303e-08  4.78414299e-08  4.99999997e+00 
 3.94187016e-06  3.94187016e+00  4.99999481e+00  1.91515446e-05  4.99999999e+00  6.45415128e-08  6.45415118e-08  4.99999998e+00 
 3.95187016e-06  3.95187016e+00  4.99999576e+00  2.18530224e-05  5.00000002e+00  8.54424816e-08  8.54424813e-08  4.99999998e+00 
 3.96187016e-06  3.96187016e+00  4.99999690e+00  2.51082787e-05  5.00000006e+00  1.10521717e-07  1.10521718e-07  4.99999998e+00 
 3.97187016e-06  3.97187016e+00  4.99999825e+00  2.90308760e-05  5.00000010e+00  1.40263807e-07  1.40263807e-07  4.99999998e+00 
 3.98187016e-06  3.98187016e+00  4.99999983e+00  3.37510481e-05  5.00000017e+00  1.74655162e-07  1.74655162e-07  4.99999998e+00 
