 time            v(bvdd)         v(bypass_en)    v(ea_en)        v(ref_sel)      v(uvov_en)      v(ilim_en)      v(pass_off)    
 8.52162257e-06  8.52162257e+00  2.61344666e-08  4.99999997e+00  2.61674735e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.53162257e-06  8.53162257e+00  2.61352568e-08  4.99999997e+00  2.61674711e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.54162257e-06  8.54162257e+00  2.61360378e-08  4.99999997e+00  2.61674725e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.55162257e-06  8.55162257e+00  2.61368196e-08  4.99999997e+00  2.61674727e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.56162257e-06  8.56162257e+00  2.61375839e-08  4.99999997e+00  2.61674713e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.57162257e-06  8.57162257e+00  2.61383239e-08  4.99999997e+00  2.61674691e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.58162257e-06  8.58162257e+00  2.61390678e-08  4.99999997e+00  2.61674697e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.59162257e-06  8.59162257e+00  2.61398135e-08  4.99999997e+00  2.61674697e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.60162257e-06  8.60162257e+00  2.61405432e-08  4.99999997e+00  2.61674682e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.61162257e-06  8.61162257e+00  2.61412932e-08  4.99999997e+00  2.61674652e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.62162257e-06  8.62162257e+00  2.61420005e-08  4.99999997e+00  2.61674641e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.63162257e-06  8.63162257e+00  2.61427057e-08  4.99999997e+00  2.61674590e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.64162257e-06  8.64162257e+00  2.61433867e-08  4.99999997e+00  2.61674551e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.65162257e-06  8.65162257e+00  2.61440604e-08  4.99999997e+00  2.61674554e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.66162257e-06  8.66162257e+00  2.61447225e-08  4.99999997e+00  2.61674495e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.67162257e-06  8.67162257e+00  2.61453876e-08  4.99999997e+00  2.61674461e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.68162257e-06  8.68162257e+00  2.61460211e-08  4.99999997e+00  2.61674413e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.69162257e-06  8.69162257e+00  2.61466064e-08  4.99999997e+00  2.61674348e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.70162257e-06  8.70162257e+00  2.61471930e-08  4.99999997e+00  2.61674278e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.71162257e-06  8.71162257e+00  2.61477522e-08  4.99999997e+00  2.61674172e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.72162257e-06  8.72162257e+00  2.61482873e-08  4.99999997e+00  2.61674098e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.73162257e-06  8.73162257e+00  2.61488018e-08  4.99999997e+00  2.61673986e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.74162257e-06  8.74162257e+00  2.61492513e-08  4.99999997e+00  2.61673866e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.75162257e-06  8.75162257e+00  2.61496858e-08  4.99999997e+00  2.61673762e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.76162257e-06  8.76162257e+00  2.61500747e-08  4.99999997e+00  2.61673619e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.77162257e-06  8.77162257e+00  2.61504205e-08  4.99999997e+00  2.61673471e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.78162257e-06  8.78162257e+00  2.61507049e-08  4.99999997e+00  2.61673274e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.79162257e-06  8.79162257e+00  2.61509324e-08  4.99999997e+00  2.61673108e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.80162257e-06  8.80162257e+00  2.61511035e-08  4.99999997e+00  2.61672926e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.81162257e-06  8.81162257e+00  2.61512215e-08  4.99999997e+00  2.61672685e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.82162257e-06  8.82162257e+00  2.61512675e-08  4.99999997e+00  2.61672451e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.83162257e-06  8.83162257e+00  2.61512492e-08  4.99999997e+00  2.61672224e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.84162257e-06  8.84162257e+00  2.61511360e-08  4.99999997e+00  2.61671905e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.85162257e-06  8.85162257e+00  2.61509396e-08  4.99999997e+00  2.61671654e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.86162257e-06  8.86162257e+00  2.61506585e-08  4.99999997e+00  2.61671343e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.87162257e-06  8.87162257e+00  2.61502854e-08  4.99999997e+00  2.61670974e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.88162257e-06  8.88162257e+00  2.61498277e-08  4.99999997e+00  2.61670663e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.89162257e-06  8.89162257e+00  2.61492539e-08  4.99999997e+00  2.61670279e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.90162257e-06  8.90162257e+00  2.61485862e-08  4.99999997e+00  2.61669939e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.91162257e-06  8.91162257e+00  2.61478150e-08  4.99999997e+00  2.61669492e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.92162257e-06  8.92162257e+00  2.61469261e-08  4.99999997e+00  2.61669113e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.93162257e-06  8.93162257e+00  2.61459433e-08  4.99999997e+00  2.61668699e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.94162257e-06  8.94162257e+00  2.61448239e-08  4.99999997e+00  2.61668224e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.95162257e-06  8.95162257e+00  2.61435857e-08  4.99999997e+00  2.61667810e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.96162257e-06  8.96162257e+00  2.61422319e-08  4.99999997e+00  2.61667366e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.97162257e-06  8.97162257e+00  2.61407811e-08  4.99999997e+00  2.61666939e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.98162257e-06  8.98162257e+00  2.61392156e-08  4.99999997e+00  2.61666504e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 8.99162257e-06  8.99162257e+00  2.61375426e-08  4.99999997e+00  2.61666098e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.00162257e-06  9.00162257e+00  2.61357814e-08  4.99999997e+00  2.61665717e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.01162257e-06  9.01162257e+00  2.61339400e-08  4.99999997e+00  2.61665364e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.02162257e-06  9.02162257e+00  2.61320313e-08  4.99999997e+00  2.61665026e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.03162257e-06  9.03162257e+00  2.61300466e-08  4.99999997e+00  2.61664689e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.04162257e-06  9.04162257e+00  2.61280405e-08  4.99999997e+00  2.61664499e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.05162257e-06  9.05162257e+00  2.61260368e-08  4.99999997e+00  2.61664383e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.06162257e-06  9.06162257e+00  2.61240521e-08  4.99999997e+00  2.61664292e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.07162257e-06  9.07162257e+00  2.61221286e-08  4.99999997e+00  2.61664316e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.08162257e-06  9.08162257e+00  2.61202975e-08  4.99999997e+00  2.61664461e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.09162257e-06  9.09162257e+00  2.61185862e-08  4.99999997e+00  2.61664681e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.10162257e-06  9.10162257e+00  2.61170312e-08  4.99999997e+00  2.61665046e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.11162257e-06  9.11162257e+00  2.61156869e-08  4.99999997e+00  2.61665586e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.12162257e-06  9.12162257e+00  2.61146254e-08  4.99999997e+00  2.61666250e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.13162257e-06  9.13162257e+00  2.61138863e-08  4.99999997e+00  2.61667037e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.14162257e-06  9.14162257e+00  2.61135416e-08  4.99999997e+00  2.61668075e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.15162257e-06  9.15162257e+00  2.61136385e-08  4.99999997e+00  2.61669254e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.16162257e-06  9.16162257e+00  2.61142424e-08  4.99999997e+00  2.61670648e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.17162257e-06  9.17162257e+00  2.61154276e-08  4.99999997e+00  2.61672189e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.18162257e-06  9.18162257e+00  2.61172385e-08  4.99999997e+00  2.61673939e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.19162257e-06  9.19162257e+00  2.61197509e-08  4.99999997e+00  2.61675859e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.20162257e-06  9.20162257e+00  2.61230264e-08  4.99999997e+00  2.61677943e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.21162257e-06  9.21162257e+00  2.61270957e-08  4.99999997e+00  2.61680146e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.22162257e-06  9.22162257e+00  2.61320112e-08  4.99999997e+00  2.61682482e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.23162257e-06  9.23162257e+00  2.61377786e-08  4.99999997e+00  2.61684900e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.24162257e-06  9.24162257e+00  2.61444130e-08  4.99999997e+00  2.61687328e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.25162257e-06  9.25162257e+00  2.61518914e-08  4.99999997e+00  2.61689727e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.26162257e-06  9.26162257e+00  2.61601831e-08  4.99999997e+00  2.61692000e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.27162257e-06  9.27162257e+00  2.61692562e-08  4.99999997e+00  2.61694186e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.28162257e-06  9.28162257e+00  2.61789667e-08  4.99999997e+00  2.61696085e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.29162257e-06  9.29162257e+00  2.61891929e-08  4.99999997e+00  2.61697681e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.30162257e-06  9.30162257e+00  2.61998045e-08  4.99999997e+00  2.61698834e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.31162257e-06  9.31162257e+00  2.62105901e-08  4.99999997e+00  2.61699610e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.32162257e-06  9.32162257e+00  2.62213281e-08  4.99999997e+00  2.61699762e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.33162257e-06  9.33162257e+00  2.62318066e-08  4.99999997e+00  2.61699354e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.34162257e-06  9.34162257e+00  2.62417100e-08  4.99999997e+00  2.61698270e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.35162257e-06  9.35162257e+00  2.62507943e-08  4.99999997e+00  2.61696502e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.36162257e-06  9.36162257e+00  2.62587538e-08  4.99999997e+00  2.61694089e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.37162257e-06  9.37162257e+00  2.62653278e-08  4.99999997e+00  2.61691042e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.38162257e-06  9.38162257e+00  2.62702560e-08  4.99999997e+00  2.61687400e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.39162257e-06  9.39162257e+00  2.62733546e-08  4.99999997e+00  2.61683309e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.40162257e-06  9.40162257e+00  2.62744336e-08  4.99999997e+00  2.61678893e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.41162257e-06  9.41162257e+00  2.62734020e-08  4.99999997e+00  2.61674232e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.42162257e-06  9.42162257e+00  2.62701956e-08  4.99999997e+00  2.61669529e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.43162257e-06  9.43162257e+00  2.62648505e-08  4.99999997e+00  2.61664949e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.44162257e-06  9.44162257e+00  2.62574599e-08  4.99999997e+00  2.61660718e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.45162257e-06  9.45162257e+00  2.62481895e-08  4.99999997e+00  2.61656847e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.46162257e-06  9.46162257e+00  2.62372987e-08  4.99999997e+00  2.61653591e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.47162257e-06  9.47162257e+00  2.62250394e-08  4.99999997e+00  2.61651043e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.48162257e-06  9.48162257e+00  2.62117402e-08  4.99999997e+00  2.61649258e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.49162257e-06  9.49162257e+00  2.61977590e-08  4.99999997e+00  2.61648215e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.50162257e-06  9.50162257e+00  2.61834340e-08  4.99999997e+00  2.61648029e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.51162257e-06  9.51162257e+00  2.61691514e-08  4.99999997e+00  2.61648506e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.52162257e-06  9.52162257e+00  2.61552190e-08  4.99999997e+00  2.61649676e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.53162257e-06  9.53162257e+00  2.61419520e-08  4.99999997e+00  2.61651441e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.54162257e-06  9.54162257e+00  2.61296276e-08  4.99999997e+00  2.61653685e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.55162257e-06  9.55162257e+00  2.61184380e-08  4.99999997e+00  2.61656216e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.56162257e-06  9.56162257e+00  2.61085573e-08  4.99999997e+00  2.61658969e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.57162257e-06  9.57162257e+00  2.61000633e-08  4.99999997e+00  2.61661807e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.58162257e-06  9.58162257e+00  2.60930531e-08  4.99999997e+00  2.61664638e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.59162257e-06  9.59162257e+00  2.60875228e-08  4.99999997e+00  2.61667342e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.60162257e-06  9.60162257e+00  2.60834210e-08  4.99999997e+00  2.61669880e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.61162257e-06  9.61162257e+00  2.60807171e-08  4.99999997e+00  2.61672161e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.62162257e-06  9.62162257e+00  2.60793112e-08  4.99999997e+00  2.61674152e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.63162257e-06  9.63162257e+00  2.60790771e-08  4.99999997e+00  2.61675825e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.64162257e-06  9.64162257e+00  2.60798537e-08  4.99999997e+00  2.61677199e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.65162257e-06  9.65162257e+00  2.60815752e-08  4.99999997e+00  2.61678286e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.66162257e-06  9.66162257e+00  2.60840345e-08  4.99999997e+00  2.61679102e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.67162257e-06  9.67162257e+00  2.60871481e-08  4.99999997e+00  2.61679648e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.68162257e-06  9.68162257e+00  2.60907760e-08  4.99999997e+00  2.61679959e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.69162257e-06  9.69162257e+00  2.60947546e-08  4.99999997e+00  2.61680032e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.70162257e-06  9.70162257e+00  2.60990227e-08  4.99999997e+00  2.61680039e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.71162257e-06  9.71162257e+00  2.61034844e-08  4.99999997e+00  2.61679852e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.72162257e-06  9.72162257e+00  2.61080506e-08  4.99999997e+00  2.61679607e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.73162257e-06  9.73162257e+00  2.61126623e-08  4.99999997e+00  2.61679320e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.74162257e-06  9.74162257e+00  2.61172491e-08  4.99999997e+00  2.61678920e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.75162257e-06  9.75162257e+00  2.61217658e-08  4.99999997e+00  2.61678573e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.76162257e-06  9.76162257e+00  2.61262009e-08  4.99999997e+00  2.61678238e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.77162257e-06  9.77162257e+00  2.61305311e-08  4.99999997e+00  2.61677929e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.78162257e-06  9.78162257e+00  2.61347393e-08  4.99999997e+00  2.61677605e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.79162257e-06  9.79162257e+00  2.61388736e-08  4.99999997e+00  2.61686118e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.80162257e-06  9.80162257e+00  2.61428613e-08  4.99999997e+00  2.61691426e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.81162257e-06  9.81162257e+00  2.61466921e-08  4.99999997e+00  2.61671199e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.82162257e-06  9.82162257e+00  2.61505447e-08  4.99999997e+00  2.61668255e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.83162257e-06  9.83162257e+00  2.61543426e-08  4.99999997e+00  2.61671298e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.84162257e-06  9.84162257e+00  2.61581155e-08  4.99999997e+00  2.61674141e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.85162257e-06  9.85162257e+00  2.61618718e-08  4.99999997e+00  2.61675916e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.86162257e-06  9.86162257e+00  2.61656863e-08  4.99999997e+00  2.61677044e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.87162257e-06  9.87162257e+00  2.61696017e-08  4.99999997e+00  2.61677833e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.88162257e-06  9.88162257e+00  2.61736097e-08  4.99999997e+00  2.61678492e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.89162257e-06  9.89162257e+00  2.61777761e-08  4.99999997e+00  2.61679072e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.90162257e-06  9.90162257e+00  2.61821207e-08  4.99999997e+00  2.61679698e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.91162257e-06  9.91162257e+00  2.61866728e-08  4.99999997e+00  2.61680357e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.92162257e-06  9.92162257e+00  2.61914733e-08  4.99999997e+00  2.61680994e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.93162257e-06  9.93162257e+00  2.61965344e-08  4.99999997e+00  2.61681736e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.94162257e-06  9.94162257e+00  2.62018388e-08  4.99999997e+00  2.61682412e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.95162257e-06  9.95162257e+00  2.62074449e-08  4.99999997e+00  2.61683091e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.96162257e-06  9.96162257e+00  2.62151739e-08  4.99999997e+00  2.61688440e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.97162257e-06  9.97162257e+00  2.62340835e-08  4.99999997e+00  2.61716913e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.98162257e-06  9.98162257e+00  2.62425144e-08  4.99999997e+00  2.61689461e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 9.99162257e-06  9.99162257e+00  2.62440247e-08  4.99999997e+00  2.61672231e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00016226e-05  1.00016226e+01  2.62442982e-08  4.99999997e+00  2.61669578e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00116226e-05  1.00116226e+01  2.62452856e-08  4.99999997e+00  2.61669415e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00216226e-05  1.00216226e+01  2.62475092e-08  4.99999997e+00  2.61671110e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00316226e-05  1.00316226e+01  2.62511712e-08  4.99999997e+00  2.61675490e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00416226e-05  1.00416226e+01  2.62560961e-08  4.99999997e+00  2.61680808e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00516226e-05  1.00516226e+01  2.62618967e-08  4.99999997e+00  2.61684892e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00616226e-05  1.00616226e+01  2.62681199e-08  4.99999997e+00  2.61686711e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00716226e-05  1.00716226e+01  2.62741660e-08  4.99999997e+00  2.61686276e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00816226e-05  1.00816226e+01  2.62795637e-08  4.99999997e+00  2.61684213e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.00916226e-05  1.00916226e+01  2.62839082e-08  4.99999997e+00  2.61680997e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01016226e-05  1.01016226e+01  2.62869215e-08  4.99999997e+00  2.61677169e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01116226e-05  1.01116226e+01  2.62884061e-08  4.99999997e+00  2.61673068e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01216226e-05  1.01216226e+01  2.62881916e-08  4.99999997e+00  2.61668915e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01316226e-05  1.01316226e+01  2.62861953e-08  4.99999997e+00  2.61664808e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01416226e-05  1.01416226e+01  2.62824025e-08  4.99999997e+00  2.61660873e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01516226e-05  1.01516226e+01  2.62767861e-08  4.99999997e+00  2.61657173e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01616226e-05  1.01616226e+01  2.62694431e-08  4.99999997e+00  2.61653813e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01716226e-05  1.01716226e+01  2.62604839e-08  4.99999997e+00  2.61650865e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01816226e-05  1.01816226e+01  2.62500677e-08  4.99999997e+00  2.61648363e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.01916226e-05  1.01916226e+01  2.62384264e-08  4.99999997e+00  2.61646445e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02016226e-05  1.02016226e+01  2.62257625e-08  4.99999997e+00  2.61645117e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02116226e-05  1.02116226e+01  2.62123740e-08  4.99999997e+00  2.61644465e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02216226e-05  1.02216226e+01  2.61985387e-08  4.99999997e+00  2.61644455e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02316226e-05  1.02316226e+01  2.61845543e-08  4.99999997e+00  2.61645030e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02416226e-05  1.02416226e+01  2.61707072e-08  4.99999997e+00  2.61646229e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02516226e-05  1.02516226e+01  2.61572489e-08  4.99999997e+00  2.61647959e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02616226e-05  1.02616226e+01  2.61444709e-08  4.99999997e+00  2.61650144e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02716226e-05  1.02716226e+01  2.61325425e-08  4.99999997e+00  2.61652683e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02816226e-05  1.02816226e+01  2.61216968e-08  4.99999997e+00  2.61655470e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.02916226e-05  1.02916226e+01  2.61120584e-08  4.99999997e+00  2.61658415e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03016226e-05  1.03016226e+01  2.61037417e-08  4.99999997e+00  2.61661358e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03116226e-05  1.03116226e+01  2.60967279e-08  4.99999997e+00  2.61664334e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03216226e-05  1.03216226e+01  2.60910892e-08  4.99999997e+00  2.61667165e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03316226e-05  1.03316226e+01  2.60867624e-08  4.99999997e+00  2.61669765e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03416226e-05  1.03416226e+01  2.60837567e-08  4.99999997e+00  2.61672186e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03516226e-05  1.03516226e+01  2.60818498e-08  4.99999997e+00  2.61674090e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03616226e-05  1.03616226e+01  2.60819866e-08  4.99999997e+00  2.61678095e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03716226e-05  1.03716226e+01  2.60816562e-08  4.99999997e+00  2.61676673e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03816226e-05  1.03816226e+01  2.60825264e-08  4.99999997e+00  2.61677739e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
 1.03916226e-05  1.03916226e+01  2.60844003e-08  4.99999997e+00  2.61679521e-08  4.99999997e+00  4.99999997e+00  4.99999997e+00 
