tt -40 4.995768e+00
tt 27 4.992972e+00
tt 150 4.983703e+00
ss -40 4.995478e+00
ss 27 4.992737e+00
ss 150 4.985044e+00
ff -40 5.076397e+00
ff 27 4.992685e+00
ff 150 4.994741e+00
